YEAR,Week,Visitor,Home,Vis Score,Home Score,Visitor Rank,Home Rank,Vis_User,Home_User,Reg Season,Conf Title,Bowl,Natty Game,Status,Kickoff_Time,TV_Broadcast,Source,Visitor Record,Home Record
2042,10,North Carolina,Stanford,50,48,,,,,1,0,0,0,FINAL,9:15 PM,,full_schedule,,
2042,10,Michigan,San Jose State,27,30,25,21,,Mike,1,0,0,0,FINAL,10:15 PM,,full_schedule,,
2042,10,Maryland,USC,31,50,,,,,1,0,0,0,FINAL,10:30 PM,,full_schedule,,
2042,10,19 Rapid City,Arizona State,14,24,19,,,,,,,,FINAL,,National,weekly_results,,
2042,11,Marshall,Oregon State,38,33,,,,,1,0,0,0,FINAL,10:30 PM,,full_schedule,,
2042,11,Oklahoma State,Alabaster,28,17,17,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,11,NC State,Boston College,48,10,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,11,Washington State,UMass,38,14,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,11,Florida,LSU,48,17,4,,Doug,,1,0,0,0,FINAL,12:00 PM,,full_schedule,,
2042,11,Coastal Carolina,Appalachian State,42,3,,,,,1,0,0,0,FINAL,12:30 PM,,full_schedule,,
2042,11,TCU,Baylor,17,48,,,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,11,Georgia,Maryland,35,13,24,,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,11,Memphis,Charlotte,53,47,,,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,11,Miami University,Toledo,45,37,,,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,11,Middle Tennessee,Florida International,45,14,,,,,1,0,0,0,FINAL,2:00 PM,,full_schedule,,
2042,11,Akron,Central Michigan,24,27,,,,,1,0,0,0,FINAL,2:00 PM,,full_schedule,,
2042,11,Troy,Arkansas State,17,21,,,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,11,Wyoming,Tennessee,42,17,,,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,11,Ohio,Iowa State,14,10,,,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,11,San Jose State,Wisconsin,66,9,18,,Mike,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,11,West Virginia,Old Dominion,66,24,22,,,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,11,UNLV,Boise State,37,10,,,,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,11,Vanderbilt,California,41,20,,,,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,11,Eastern Michigan,Ball State,44,7,,,,,1,0,0,0,FINAL,3:00 PM,,full_schedule,,
2042,11,USC,Illinois,42,28,25,,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,11,Texas,Missouri,45,13,19,,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,11,UTEP,Delaware,31,29,,,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,11,Texas A&M,Ole Miss,34,31,2,13,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,11,Cincinnati,Rutgers,24,41,,,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,11,Bowling Green,Auburn,31,21,1,10,Devin,,1,0,0,0,FINAL,3:30 PM,,full_schedule,,
2042,11,Florida State,Oregon,56,7,5,14,Nick,,1,0,0,0,FINAL,3:30 PM,,full_schedule,,
2042,11,Northwestern,UL Monroe,35,17,,,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,11,Army,UTSA,21,39,,,,,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,11,Louisiana Tech,Missouri State,17,20,,,,,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,11,Washington,Michigan,21,42,,23,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,11,Mississippi State,San Diego State,17,31,,,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,11,Michigan State,Indiana,58,60,,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,11,Virginia,North Texas,23,27,,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,11,Navy,Tulsa,20,19,,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,11,UCLA,Temple,38,7,,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,11,Syracuse,North Carolina,17,56,,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,11,Minnesota,USF,10,49,,9,,Josh,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,11,Miami,Louisville,28,3,12,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,11,South Carolina,Oklahoma,6,38,,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,11,Nebraska,Purdue,17,44,7,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,11,UCF,Clemson,32,49,,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,11,Kent State,Western Michigan,24,10,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,11,Virginia Tech,SMU,22,52,21,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,11,Iowa,Texas Tech,21,63,,3,,Noah,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,11,Stanford,Arkansas,42,56,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,11,Kennesaw State,New Mexico State,36,48,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,11,Colorado,Kansas State,26,28,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,11,Panama City,Arizona State,2,28,17,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,11,Rapid City,Utah,21,56,15,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,11,Sam Houston,Jacksonville State,41,34,,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,11,Death Valley,Gate City,10,59,11,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,11,Georgia Southern,James Madison,45,19,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,11,Louisiana,South Alabama,53,31,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,11,Utah State,Hawai'i,31,49,,,,,1,0,0,0,FINAL,9:00 PM,,full_schedule,,
2042,11,Hammond,BYU,35,14,16,18,,,1,0,0,0,FINAL,9:00 PM,,full_schedule,,
2042,11,UConn,Air Force,49,7,,,,,1,0,0,0,FINAL,10:00 PM,,full_schedule,,
2042,11,17 Panama City,Arizona State,2,28,17,,,,1,0,0,0,FINAL,,National,weekly_results,,
2042,11,15 Rapid City,Utah,21,56,15,,,,1,0,0,0,FINAL,,National,weekly_results,,
2042,11,11 Death Valley,Gate City,10,59,11,,,,1,0,0,0,FINAL,,National,weekly_results,,
2042,11,8 Hammond,21 BYU,35,14,8,21,,,1,0,0,0,FINAL,,National,weekly_results,,
2042,12,Jacksonville State,Missouri State,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Penn State,Ohio State,,,22,25,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,UCF,Virginia Tech,,,,21,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Kansas,Arizona,,,,,,,1,0,0,0,SCHEDULED,10:00 PM,,full_schedule,,
2042,12,Nebraska,USC,,,6,,,,1,0,0,0,SCHEDULED,10:30 PM,,full_schedule,,
2042,12,Georgia,Alabama,,,15,,,,1,0,0,0,SCHEDULED,12:30 PM,,full_schedule,,
2042,12,Eastern Michigan,Western Michigan,,,,,,,1,0,0,0,SCHEDULED,1:00 PM,,full_schedule,,
2042,12,Oklahoma,Tennessee,,,,,,,1,0,0,0,SCHEDULED,1:00 PM,,full_schedule,,
2042,12,Louisville,SMU,,,,,,,1,0,0,0,SCHEDULED,1:00 PM,,full_schedule,,
2042,12,Rice,UTSA,,,,,,,1,0,0,0,SCHEDULED,1:00 PM,,full_schedule,,
2042,12,East Carolina,Wake Forest,,,,,,,1,0,0,0,SCHEDULED,1:00 PM,,full_schedule,,
2042,12,West Virginia,Kent State,,,,,,,1,0,0,0,SCHEDULED,1:30 PM,,full_schedule,,
2042,12,Baylor,Alabaster,,,,,,,1,0,0,0,SCHEDULED,1:30 PM,,full_schedule,,
2042,12,Arkansas,Vanderbilt,,,,,,,1,0,0,0,SCHEDULED,2:00 PM,,full_schedule,,
2042,12,Old Dominion,UMass,,,,,,,1,0,0,0,SCHEDULED,2:00 PM,,full_schedule,,
2042,12,Oregon State,Middle Tennessee,,,,,,,1,0,0,0,SCHEDULED,2:00 PM,,full_schedule,,
2042,12,Houston,UNLV,,,,,,,1,0,0,0,SCHEDULED,2:15 PM,,full_schedule,,
2042,12,Duke,Clemson,,,,,,,1,0,0,0,SCHEDULED,2:15 PM,,full_schedule,,
2042,12,Air Force,Fresno State,,,,,,,1,0,0,0,SCHEDULED,2:15 PM,,full_schedule,,
2042,12,UL Monroe,Marshall,,,,,,,1,0,0,0,SCHEDULED,2:30 PM,,full_schedule,,
2042,12,Tulsa,Tulane,,,,,,,1,0,0,0,SCHEDULED,2:30 PM,,full_schedule,,
2042,12,South Carolina,LSU,,,,,,,1,0,0,0,SCHEDULED,2:30 PM,,full_schedule,,
2042,12,Auburn,Texas A&M,,,11,5,,,1,0,0,0,SCHEDULED,2:30 PM,,full_schedule,,
2042,12,Central Michigan,Miami University,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,12,Louisiana,Ball State,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,12,Northwestern,Southern Mississippi,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,12,Oregon,Michigan,,,14,7,,,1,0,0,0,SCHEDULED,3:15 PM,,full_schedule,,
2042,12,Syracuse,Pittsburgh,,,,,,,1,0,0,0,SCHEDULED,3:30 PM,,full_schedule,,
2042,12,Panama City,Rapid City,,,24,2,,,1,0,0,0,SCHEDULED,3:30 PM,,full_schedule,,
2042,12,Georgia State,South Alabama,,,,,,,1,0,0,0,SCHEDULED,3:30 PM,,full_schedule,,
2042,12,Army,UCLA,,,,,,,1,0,0,0,SCHEDULED,3:30 PM,,full_schedule,,
2042,12,Louisiana Tech,Liberty,,,,,,,1,0,0,0,SCHEDULED,4:00 PM,,full_schedule,,
2042,12,Stanford,NC State,,,,,,,1,0,0,0,SCHEDULED,4:00 PM,,full_schedule,,
2042,12,Michigan State,Washington,,,,,,,1,0,0,0,SCHEDULED,4:00 PM,,full_schedule,,
2042,12,Coastal Carolina,Texas State,,,,,,,1,0,0,0,SCHEDULED,5:00 PM,,full_schedule,,
2042,12,Boston College,Georgia Tech,,,,20,,,1,0,0,0,SCHEDULED,5:00 PM,,full_schedule,,
2042,12,Memphis,Western Kentucky,,,,,,,1,0,0,0,SCHEDULED,5:00 PM,,full_schedule,,
2042,12,Florida State,Kentucky,,,19,,Nick,,1,0,0,0,SCHEDULED,5:00 PM,,full_schedule,,
2042,12,Wyoming,Florida,,,,12,,Doug,1,0,0,0,SCHEDULED,5:45 PM,,full_schedule,,
2042,12,Utah State,Cincinnati,,,,,,,1,0,0,0,SCHEDULED,5:45 PM,,full_schedule,,
2042,12,James Madison,Appalachian State,,,,,,,1,0,0,0,SCHEDULED,6:00 PM,,full_schedule,,
2042,12,Navy,Virginia,,,,,,,1,0,0,0,SCHEDULED,6:00 PM,,full_schedule,,
2042,12,Death Valley,TCU,,,,,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,12,Kansas State,Hammond,,,,16,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,12,Gate City,BYU,,,,18,,,1,0,0,0,SCHEDULED,7:30 PM,,full_schedule,,
2042,12,Akron,Iowa State,,,,,,,1,0,0,0,SCHEDULED,7:30 PM,,full_schedule,,
2042,12,Texas Tech,Wisconsin,,,3,,Noah,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Sam Houston,Delaware,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Charlotte,UTEP,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Florida International,New Mexico State,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Arkansas State,Georgia Southern,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Ohio,Notre Dame,,,,4,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Ole Miss,Texas,,,13,10,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Minnesota,Indiana,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Washington State,North Carolina,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,12,Iowa,Illinois,,,,,,,1,0,0,0,SCHEDULED,9:00 PM,,full_schedule,,
2042,12,Miami,California,,,23,,,,1,0,0,0,SCHEDULED,9:15 PM,,full_schedule,,
2042,12,Mississippi State,Colorado State,,,,,,,1,0,0,0,SCHEDULED,9:15 PM,,full_schedule,,
2042,12,Rutgers,San Diego State,,,,,,,1,0,0,0,SCHEDULED,10:15 PM,,full_schedule,,
2042,13,Old Dominion,Eastern Michigan,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,13,Washington,Minnesota,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,13,Ohio State,Nebraska,,,25,6,,,1,0,0,0,SCHEDULED,9:00 PM,,full_schedule,,
2042,13,San Diego State,Utah State,,,,,,,1,0,0,0,SCHEDULED,10:00 PM,,full_schedule,,
2042,13,Texas A&M,Tennessee,,,5,,,,1,0,0,0,SCHEDULED,12:00 PM,,full_schedule,,
2042,13,Northwestern,Troy,,,,,,,1,0,0,0,SCHEDULED,12:00 PM,,full_schedule,,
2042,13,Auburn,Georgia,,,11,15,,,1,0,0,0,SCHEDULED,12:00 PM,,full_schedule,,
2042,13,Wisconsin,Iowa,,,,,,,1,0,0,0,SCHEDULED,12:30 PM,,full_schedule,,
2042,13,Vanderbilt,Syracuse,,,,,,,1,0,0,0,SCHEDULED,12:30 PM,,full_schedule,,
2042,13,UL Monroe,Appalachian State,,,,,,,1,0,0,0,SCHEDULED,12:30 PM,,full_schedule,,
2042,13,Alabama,LSU,,,,,,,1,0,0,0,SCHEDULED,1:30 PM,,full_schedule,,
2042,13,Indiana,Michigan,,,,7,,,1,0,0,0,SCHEDULED,1:30 PM,,full_schedule,,
2042,13,Bowling Green,Florida State,,,1,19,,Nick,1,0,0,0,SCHEDULED,1:30 PM,,full_schedule,,
2042,13,Georgia Southern,Texas State,,,,,,,1,0,0,0,SCHEDULED,1:30 PM,,full_schedule,,
2042,13,Texas,Kentucky,,,10,,,,1,0,0,0,SCHEDULED,1:30 PM,,full_schedule,,
2042,13,Rice,Virginia,,,,,,,1,0,0,0,SCHEDULED,2:00 PM,,full_schedule,,
2042,13,Western Michigan,Central Michigan,,,,,,,1,0,0,0,SCHEDULED,2:00 PM,,full_schedule,,
2042,13,Toledo,West Virginia,,,,,,,1,0,0,0,SCHEDULED,2:00 PM,,full_schedule,,
2042,13,North Carolina,Duke,,,,,,,1,0,0,0,SCHEDULED,2:00 PM,,full_schedule,,
2042,13,UTEP,Missouri State,,,,,,,1,0,0,0,SCHEDULED,2:15 PM,,full_schedule,,
2042,13,Arizona State,Colorado,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,13,Stanford,California,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,13,Colorado State,Air Force,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,13,USC,UCLA,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,13,South Alabama,Oregon State,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,13,Tulane,Memphis,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,13,Ole Miss,Missouri,,,13,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,13,Florida International,Louisiana Tech,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,13,Arkansas,Clemson,,,,,,,1,0,0,0,SCHEDULED,3:15 PM,,full_schedule,,
2042,13,Akron,Miami University,,,,,,,1,0,0,0,SCHEDULED,3:15 PM,,full_schedule,,
2042,13,Arizona,Baylor,,,,,,,1,0,0,0,SCHEDULED,3:30 PM,,full_schedule,,
2042,13,Liberty,Washington State,,,,,,,1,0,0,0,SCHEDULED,3:30 PM,,full_schedule,,
2042,13,Panama City,BYU,,,24,18,,,1,0,0,0,SCHEDULED,4:00 PM,,full_schedule,,
2042,13,Georgia State,Louisiana,,,,,,,1,0,0,0,SCHEDULED,4:00 PM,,full_schedule,,
2042,13,Oregon,Illinois,,,14,,,,1,0,0,0,SCHEDULED,4:00 PM,,full_schedule,,
2042,13,Houston,Fresno State,,,,,,,1,0,0,0,SCHEDULED,5:00 PM,,full_schedule,,
2042,13,Marshall,Southern Mississippi,,,,,,,1,0,0,0,SCHEDULED,5:00 PM,,full_schedule,,
2042,13,Kennesaw State,Jacksonville State,,,,,,,1,0,0,0,SCHEDULED,5:00 PM,,full_schedule,,
2042,13,Utah,Kansas State,,,,,,,1,0,0,0,SCHEDULED,5:45 PM,,full_schedule,,
2042,13,UTSA,Charlotte,,,,,,,1,0,0,0,SCHEDULED,5:45 PM,,full_schedule,,
2042,13,Wake Forest,Tulsa,,,,20,,,1,0,0,0,SCHEDULED,6:00 PM,,full_schedule,,
2042,13,South Carolina,Wyoming,,,,,,,1,0,0,0,SCHEDULED,6:00 PM,,full_schedule,,
2042,13,Louisville,Georgia Tech,,,,20,,,1,0,0,0,SCHEDULED,6:00 PM,,full_schedule,,
2042,13,UNLV,Rutgers,,,,,,,1,0,0,0,SCHEDULED,6:45 PM,,full_schedule,,
2042,13,North Texas,East Carolina,,,,,,,1,0,0,0,SCHEDULED,6:45 PM,,full_schedule,,
2042,13,Gate City,Hammond,,,,16,,,1,0,0,0,SCHEDULED,6:45 PM,,full_schedule,,
2042,13,Virginia Tech,NC State,,,21,,,,1,0,0,0,SCHEDULED,6:45 PM,,full_schedule,,
2042,13,UConn,Rapid City,,,,2,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,13,Hawai'i,Boise State,,,,,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,13,Delaware,Middle Tennessee,,,,,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,13,Mississippi State,Cincinnati,,,,,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,13,Iowa State,Kent State,,,,,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,13,New Mexico State,Western Kentucky,,,,,,,1,0,0,0,SCHEDULED,7:30 PM,,full_schedule,,
2042,13,Hawaii,Boise State,,,,,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,13,TCU,Kansas,,,,,,,1,0,0,0,SCHEDULED,7:30 PM,,full_schedule,,
2042,13,USF,Maryland,,,8,,Josh,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,13,Oklahoma State,Death Valley,,,17,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,13,Pittsburgh,Boston College,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,13,Ohio,UMass,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,14,Mississippi State,Ole Miss,,,,13,,,1,0,0,0,SCHEDULED,3:30 PM,,full_schedule,,
2042,14,Central Michigan,Eastern Michigan,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,14,Old Dominion,Ohio,,,,,,,1,0,0,0,SCHEDULED,12:00 PM,,full_schedule,,
2042,14,Georgia Tech,Georgia,,,20,15,,,1,0,0,0,SCHEDULED,12:00 PM,,full_schedule,,
2042,14,Southern Mississippi,Georgia State,,,,,,,1,0,0,0,SCHEDULED,12:00 PM,,full_schedule,,
2042,14,Illinois,Northwestern,,,,,,,1,0,0,0,SCHEDULED,12:00 PM,,full_schedule,,
2042,14,Virginia,Virginia Tech,,,,21,,,1,0,0,0,SCHEDULED,12:00 PM,,full_schedule,,
2042,14,Pittsburgh,Duke,,,,,,,1,0,0,0,SCHEDULED,12:00 PM,,full_schedule,,
2042,14,Michigan,Ohio State,,,7,25,,,1,0,0,0,SCHEDULED,12:00 PM,,full_schedule,,
2042,14,Tennessee,Vanderbilt,,,,,,,1,0,0,0,SCHEDULED,12:30 PM,,full_schedule,,
2042,14,Utah,Hammond,,,,16,,,1,0,0,0,SCHEDULED,12:30 PM,,full_schedule,,
2042,14,Kansas State,Kansas,,,,,,,1,0,0,0,SCHEDULED,12:30 PM,,full_schedule,,
2042,14,Kentucky,Louisville,,,,,,,1,0,0,0,SCHEDULED,12:30 PM,,full_schedule,,
2042,14,Iowa State,West Virginia,,,,,,,1,0,0,0,SCHEDULED,12:30 PM,,full_schedule,,
2042,14,Arkansas,Missouri,,,,,,,1,0,0,0,SCHEDULED,1:30 PM,,full_schedule,,
2042,14,Appalachian State,Georgia Southern,,,,,,,1,0,0,0,SCHEDULED,1:30 PM,,full_schedule,,
2042,14,NC State,North Carolina,,,,,,,1,0,0,0,SCHEDULED,2:00 PM,,full_schedule,,
2042,14,UTSA,UCLA,,,,,,,1,0,0,0,SCHEDULED,2:00 PM,,full_schedule,,
2042,14,Washington State,Oregon State,,,,,,,1,0,0,0,SCHEDULED,2:00 PM,,full_schedule,,
2042,14,Rice,Army,,,,,,,1,0,0,0,SCHEDULED,2:15 PM,,full_schedule,,
2042,14,Gate City,Rapid City,,,,,,,1,0,0,0,SCHEDULED,2:15 PM,,full_schedule,,
2042,14,Liberty,UTEP,,,,,,,1,0,0,0,SCHEDULED,2:15 PM,,full_schedule,,
2042,14,San Jose State,Michigan State,,,9,,Mike,,1,0,0,0,SCHEDULED,2:30 PM,,full_schedule,,
2042,14,Air Force,Houston,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,14,Marshall,Louisiana,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
2042,14,North Texas,Tulane,,,,,,,1,0,0,0,SCHEDULED,3:15 PM,,full_schedule,,
2042,14,Alabaster,BYU,,,,18,,,1,0,0,0,SCHEDULED,3:15 PM,,full_schedule,,
2042,14,Temple,Tulsa,,,,,,,1,0,0,0,SCHEDULED,3:15 PM,,full_schedule,,
2042,14,Boston College,Syracuse,,,,,,,1,0,0,0,SCHEDULED,3:15 PM,,full_schedule,,
2042,14,Colorado,Oklahoma State,,,,17,,,1,0,0,0,SCHEDULED,3:15 PM,,full_schedule,,
2042,14,Maryland,Washington,,,,,,,1,0,0,0,SCHEDULED,3:30 PM,,full_schedule,,
2042,14,Minnesota,Wisconsin,,,,,,,1,0,0,0,SCHEDULED,3:30 PM,,full_schedule,,
2042,14,Death Valley,UNLV,,,,,,,1,0,0,0,SCHEDULED,3:30 PM,,full_schedule,,
2042,14,Ball State,Kent State,,,,,,,1,0,0,0,SCHEDULED,5:00 PM,,full_schedule,,
2042,14,Delaware,Florida International,,,,,,,1,0,0,0,SCHEDULED,5:00 PM,,full_schedule,,
2042,14,East Carolina,Memphis,,,,,,,1,0,0,0,SCHEDULED,5:45 PM,,full_schedule,,
2042,14,Purdue,Iowa,,,,,,,1,0,0,0,SCHEDULED,6:00 PM,,full_schedule,,
2042,14,Miami,UCF,,,23,,,,1,0,0,0,SCHEDULED,6:00 PM,,full_schedule,,
2042,14,Western Kentucky,Middle Tennessee,,,,,,,1,0,0,0,SCHEDULED,6:00 PM,,full_schedule,,
2042,14,UMass,Miami University,,,,,,,1,0,0,0,SCHEDULED,6:00 PM,,full_schedule,,
2042,14,Missouri State,Kennesaw State,,,,,,,1,0,0,0,SCHEDULED,6:45 PM,,full_schedule,,
2042,14,James Madison,Coastal Carolina,,,,,,,1,0,0,0,SCHEDULED,6:45 PM,,full_schedule,,
2042,14,Wake Forest,Charlotte,,,,,,,1,0,0,0,SCHEDULED,6:45 PM,,full_schedule,,
2042,14,Jacksonville State,New Mexico State,,,,,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,14,Utah State,Boise State,,,,,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,14,Notre Dame,USC,,,4,,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,14,Penn State,USF,,,22,8,,Josh,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,14,Florida,Florida State,,,12,19,Doug,Nick,1,0,0,0,SCHEDULED,7:30 PM,,full_schedule,,
2042,14,Indiana,UConn,,,,,,,1,0,0,0,SCHEDULED,7:30 PM,,full_schedule,,
2042,14,Arkansas State,Texas State,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,14,Rutgers,Colorado State,,,,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,14,Auburn,Alabama,,,11,,,,1,0,0,0,SCHEDULED,8:00 PM,,full_schedule,,
2042,14,South Carolina,Clemson,,,,,,,1,0,0,0,SCHEDULED,9:00 PM,,full_schedule,,
2042,14,Cincinnati,Fresno State,,,,,,,1,0,0,0,SCHEDULED,9:15 PM,,full_schedule,,
2042,14,SMU,Stanford,,,,,,,1,0,0,0,SCHEDULED,10:00 PM,,full_schedule,,
2042,14,San Diego State,Hawai'i,,,,,,,1,0,0,0,SCHEDULED,10:15 PM,,full_schedule,,
2042,14,Arizona State,Arizona,,,,,,,1,0,0,0,SCHEDULED,11:00 PM,,full_schedule,,
2042,15,Navy,Army,,,,,,,1,0,0,0,SCHEDULED,3:00 PM,,full_schedule,,
