YEAR,Week,Visitor,Home,Vis Score,Home Score,Visitor Rank,Home Rank,Vis_User,Home_User,Reg Season,Conf Title,Bowl,Natty Game,Status,Kickoff_Time,TV_Broadcast,Source,Visitor Record,Home Record
2042,6,Toledo,Iowa State,38,39,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Notre Dame,Kentucky,59,7,4,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Northwestern,South Alabama,21,24,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Ball State,Ohio,28,42,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,6,Nebraska,Illinois,45,24,6,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Appalachian State,Louisiana,38,0,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Central Michigan,Virginia,20,40,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,6,Arkansas,Georgia Tech,34,44,,20,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Miami University,Old Dominion,27,34,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,San Diego State,Fresno State,27,24,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Michigan State,Iowa,41,23,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Indiana,USF,14,77,,8,,Josh,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Oregon,Penn State,22,20,14,22,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Louisiana Tech,UTEP,38,14,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Texas Tech,Purdue,60,26,3,,Noah,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Tulsa,UTSA,57,35,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Oklahoma State,Florida,49,56,17,12,,Doug,1,0,0,0,FINAL,,Game of the Week,full_schedule,,
2042,6,West Virginia,UMass,31,17,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Delaware,Western Kentucky,37,3,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,6,Florida International,Jacksonville State,35,30,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,6,Oklahoma,LSU,17,45,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Death Valley,Arizona,45,42,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Kennesaw State,Middle Tennessee,43,21,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Sam Houston,New Mexico State,24,32,,,,,1,0,0,0,FINAL,,Regional,full_schedule,,
2042,6,Boston College,California,22,32,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,6,Missouri State,Washington State,33,19,,,,,1,0,0,0,FINAL,,National,full_schedule,,
2042,7,Toledo,Akron,45,3,,,,,1,0,0,0,FINAL,12:00 PM,National,full_schedule,,
2042,7,Texas,Oklahoma,34,31,10,,,,1,0,0,0,FINAL,12:00 PM,National,full_schedule,,
2042,7,Fresno State,Rutgers,42,21,,,,,1,0,0,0,FINAL,12:00 PM,National,full_schedule,,
2042,7,Arizona State,Kansas,45,38,,,,,1,0,0,0,FINAL,12:30 PM,National,full_schedule,,
2042,7,Tulane,East Carolina,40,38,,,,,1,0,0,0,FINAL,12:30 PM,National,full_schedule,,
2042,7,New Mexico State,Middle Tennessee,40,28,,,,,1,0,0,0,FINAL,12:30 PM,National,full_schedule,,
2042,7,Wisconsin,Michigan State,31,14,,,,,1,0,0,0,FINAL,12:30 PM,National,full_schedule,,
2042,7,LSU,Tennessee,35,10,22,,,,1,0,0,0,FINAL,12:30 PM,National,full_schedule,,
2042,7,Minnesota,Ohio State,27,35,,23,,,1,0,0,0,FINAL,1:00 PM,National,full_schedule,,
2042,7,Florida International,Sam Houston,41,10,,,,,1,0,0,0,FINAL,1:00 PM,Regional,full_schedule,,
2042,7,Vanderbilt,Boston College,20,13,,,,,1,0,0,0,FINAL,1:00 PM,National,full_schedule,,
2042,7,Western Michigan,Ohio,21,42,,,,,1,0,0,0,FINAL,1:30 PM,National,full_schedule,,
2042,7,UMass,Iowa State,7,31,,,,,1,0,0,0,FINAL,1:30 PM,National,full_schedule,,
2042,7,Louisville,Pittsburgh,17,31,,,,,1,0,0,0,FINAL,1:30 PM,National,full_schedule,,
2042,7,Illinois,Michigan,28,26,,19,,,1,0,0,0,FINAL,2:00 PM,National,full_schedule,,
2042,7,Florida,Ole Miss,41,45,16,9,,,1,0,0,0,FINAL,2:15 PM,National,full_schedule,,
2042,7,Duke,Arkansas,32,30,,,,,1,0,0,0,FINAL,2:15 PM,National,full_schedule,,
2042,7,Indiana,San Jose State,36,59,,6,,Mike,1,0,0,0,FINAL,,National,full_schedule,,
2042,7,Penn State,Texas Tech,24,59,22,2,,Noah,1,0,0,0,FINAL,2:15 PM,National,full_schedule,,
2042,7,Arkansas State,Coastal Carolina,38,24,,,,,1,0,0,0,FINAL,2:30 PM,National,full_schedule,,
2042,7,UNLV,San Diego State,17,35,,,,,1,0,0,0,FINAL,2:30 PM,National,full_schedule,,
2042,7,Panama City,Utah,38,16,21,,,,1,0,0,0,FINAL,2:30 PM,National,full_schedule,,
2042,7,Texas State,UL Monroe,42,21,,,,,1,0,0,0,FINAL,2:30 PM,Regional,full_schedule,,
2042,7,Louisiana,Southern Mississippi,41,59,,,,,1,0,0,0,FINAL,2:30 PM,National,full_schedule,,
2042,7,Clemson,NC State,42,39,,,,,1,0,0,0,FINAL,2:30 PM,National,full_schedule,,
2042,7,Bowling Green,South Carolina,49,0,1,,Devin,,1,0,0,0,FINAL,,National,full_schedule,,
2042,7,Appalachian State,Marshall,48,27,,,,,1,0,0,0,FINAL,3:00 PM,National,full_schedule,,
2042,7,Kent State,Old Dominion,51,24,,,,,1,0,0,0,FINAL,3:00 PM,National,full_schedule,,
2042,7,South Alabama,James Madison,42,38,,,,,1,0,0,0,FINAL,3:00 PM,National,full_schedule,,
2042,7,Florida State,Miami,21,14,18,23,Nick,,1,0,0,0,FINAL,3:30 PM,National,full_schedule,,
2042,7,UCF,North Carolina,17,35,,,,,1,0,0,0,FINAL,3:30 PM,National,full_schedule,,
2042,7,Georgia,Wyoming,42,28,13,,,,1,0,0,0,FINAL,4:00 PM,National,full_schedule,,
2042,7,Rapid City,Oklahoma State,41,42,7,12,,,1,0,0,0,FINAL,4:00 PM,National,full_schedule,,
2042,7,Delaware,Liberty,41,43,,,,,1,0,0,0,FINAL,4:00 PM,National,full_schedule,,
2042,7,Cincinnati,Boise State,17,42,,,,,1,0,0,0,FINAL,5:00 PM,Regional,full_schedule,,
2042,7,Hammond,Death Valley,33,38,15,,,,1,0,0,0,FINAL,5:45 PM,National,full_schedule,,
2042,7,Georgia State,Troy,16,35,,,,,1,0,0,0,FINAL,5:45 PM,National,full_schedule,,
2042,7,Louisiana Tech,Kennesaw State,39,31,,,,,1,0,0,0,FINAL,5:45 PM,National,full_schedule,,
2042,7,Memphis,Rice,0,41,,,,,1,0,0,0,FINAL,5:45 PM,National,full_schedule,,
2042,7,Virginia,UTSA,40,39,,,,,1,0,0,0,FINAL,5:45 PM,Regional,full_schedule,,
2042,7,Georgia Tech,Virginia Tech,42,21,20,21,,,1,0,0,0,FINAL,6:00 PM,National,full_schedule,,
2042,7,Kentucky,Texas A&M,14,41,,3,,,1,0,0,0,FINAL,6:00 PM,National,full_schedule,,
2042,7,Central Michigan,West Virginia,17,49,,,,,1,0,0,0,FINAL,6:00 PM,National,full_schedule,,
2042,7,Army,Wake Forest,7,31,,24,,,1,0,0,0,FINAL,6:00 PM,National,full_schedule,,
2042,7,Alabaster,UConn,12,30,,,,,1,0,0,0,FINAL,6:45 PM,National,full_schedule,,
2042,7,Charlotte,Temple,43,50,,,,,1,0,0,0,FINAL,7:00 PM,National,full_schedule,,
2042,7,USF,Nebraska,56,31,5,17,Josh,,1,0,0,0,FINAL,7:00 PM,Game of the Week,full_schedule,,
2042,7,Kansas State,Gate City,42,40,,,,,1,0,0,0,FINAL,7:00 PM,National,full_schedule,,
2042,7,Colorado State,Houston,7,41,,,,,1,0,0,0,FINAL,7:00 PM,National,full_schedule,,
2042,7,Mississippi State,Hawai'i,23,20,,,,,1,0,0,0,FINAL,7:30 PM,National,full_schedule,,
2042,7,Missouri State,Western Kentucky,31,17,,,,,1,0,0,0,FINAL,7:30 PM,National,full_schedule,,
2042,7,Utah State,Air Force,21,33,,,,,1,0,0,0,FINAL,7:30 PM,Regional,full_schedule,,
2042,7,Missouri,Auburn,10,59,,8,,,1,0,0,0,FINAL,7:30 PM,National,full_schedule,,
2042,7,Mississippi State,Hawaii,23,20,,,,,1,0,0,0,FINAL,7:30 PM,National,full_schedule,,
2042,7,Maryland,Iowa,37,38,,,,,1,0,0,0,FINAL,7:30 PM,National,full_schedule,,
2042,7,Stanford,Notre Dame,10,52,,4,,,1,0,0,0,FINAL,8:00 PM,National,full_schedule,,
2042,7,USC,Purdue,41,38,25,,,,1,0,0,0,FINAL,8:00 PM,National,full_schedule,,
2042,7,North Texas,BYU,17,28,,14,,,1,0,0,0,FINAL,8:00 PM,National,full_schedule,,
2042,7,TCU,Colorado,28,20,,,,,1,0,0,0,FINAL,9:00 PM,National,full_schedule,,
2042,7,SMU,California,42,10,,,,,1,0,0,0,FINAL,10:15 PM,National,full_schedule,,
2042,7,Washington,Oregon,49,52,,11,,,1,0,0,0,FINAL,11:00 PM,National,full_schedule,,
2042,7,21 Panama City,Utah,38,16,21,,,,1,0,0,0,FINAL,,National,weekly_results,,
2042,8,Texas A&M,South Carolina,41,6,3,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,8,BYU,Colorado,31,13,10,,,,1,0,0,0,FINAL,9:00 PM,,full_schedule,,
2042,8,Kansas State,Baylor,35,28,,,,,1,0,0,0,FINAL,9:00 PM,,full_schedule,,
2042,8,TCU,Alabaster,52,31,,,,,1,0,0,0,FINAL,12:00 PM,,full_schedule,,
2042,8,Florida State,Oklahoma,58,10,16,,Nick,,1,0,0,0,FINAL,12:00 PM,,full_schedule,,
2042,8,Ohio,Toledo,37,34,,,,,1,0,0,0,FINAL,12:00 PM,,full_schedule,,
2042,8,Temple,Army,42,13,,,,,1,0,0,0,FINAL,12:30 PM,,full_schedule,,
2042,8,Virginia Tech,Arkansas,31,28,21,,,,1,0,0,0,FINAL,1:00 PM,,full_schedule,,
2042,8,North Texas,Navy,28,10,,,,,1,0,0,0,FINAL,1:00 PM,,full_schedule,,
2042,8,Michigan State,Illinois,27,21,,,,,1,0,0,0,FINAL,1:00 PM,,full_schedule,,
2042,8,Central Michigan,Old Dominion,34,31,,,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,8,Kent State,Akron,27,7,,,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,8,Louisiana,Arkansas State,49,35,,,,,1,0,0,0,FINAL,2:00 PM,,full_schedule,,
2042,8,LSU,Georgia,34,38,24,9,,,1,0,0,0,FINAL,2:00 PM,,full_schedule,,
2042,8,South Alabama,Southern Mississippi,31,49,,,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,8,Virginia,Wake Forest,34,38,,22,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,8,Arizona State,Death Valley,41,56,,,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,8,Colorado State,Cincinnati,7,28,,,,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,8,Texas,Tulane,44,7,8,,,,1,0,0,0,FINAL,3:00 PM,,full_schedule,,
2042,8,Purdue,Penn State,10,48,,22,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,8,Utah State,Mississippi State,6,35,,,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,8,Iowa,Minnesota,21,27,,,,,1,0,0,0,FINAL,3:30 PM,,full_schedule,,
2042,8,Michigan,USF,14,52,7,4,,Josh,1,0,0,0,FINAL,3:30 PM,,full_schedule,,
2042,8,Notre Dame,Bowling Green,36,44,12,1,,Devin,1,0,0,0,FINAL,3:30 PM,,full_schedule,,
2042,8,Liberty,Jacksonville State,35,3,,,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,8,Eastern Michigan,Miami University,38,40,,,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,8,San Diego State,Appalachian State,24,21,,,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,8,Air Force,Rutgers,24,49,,,,,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,8,Florida,Tennessee,38,23,13,,,,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,8,Middle Tennessee,Louisiana Tech,27,39,,,,,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,8,Kentucky,Missouri,27,28,,,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,8,Utah,Oklahoma State,31,10,,17,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,8,Marshall,Texas State,38,31,,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,8,UMass,Ball State,48,30,,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,8,Wyoming,Auburn,19,31,,5,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,8,Troy,Coastal Carolina,35,30,,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,8,Miami,Syracuse,49,24,25,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,8,Iowa State,Western Michigan,23,34,,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,8,California,Clemson,21,52,,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,8,Hawai'i,Houston,,,,,,,1,0,0,0,SCHEDULED,7:00 PM,,full_schedule,,
2042,8,Hawaii,Houston,10,41,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,8,Pittsburgh,North Carolina,42,28,23,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,8,Oregon State,Duke,17,31,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,8,Texas Tech,San Jose State,35,31,2,11,Noah,Mike,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,8,East Carolina,Rice,37,22,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,8,Wisconsin,Maryland,34,15,,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,8,Western Kentucky,Sam Houston,24,34,,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,8,UConn,NC State,13,41,,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,8,Georgia Tech,UCF,48,3,19,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,8,SMU,Vanderbilt,45,21,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,8,Ohio State,Oregon,28,13,17,20,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,8,Kansas,Florida International,45,34,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,8,Arizona,Panama City,31,14,,18,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,8,Georgia Southern,Northwestern,41,28,,,,,1,0,0,0,FINAL,9:00 PM,,full_schedule,,
2042,8,Ole Miss,Alabama,32,22,6,,,,1,0,0,0,FINAL,9:00 PM,,full_schedule,,
2042,8,Tulsa,UCLA,10,44,,,,,1,0,0,0,FINAL,9:00 PM,,full_schedule,,
2042,8,Kennesaw State,UTEP,31,17,,,,,1,0,0,0,FINAL,10:00 PM,,full_schedule,,
2042,8,Indiana,USC,23,31,,21,,,1,0,0,0,FINAL,10:00 PM,,full_schedule,,
2042,8,James Madison,Washington State,32,49,,,,,1,0,0,0,FINAL,10:30 PM,,full_schedule,,
2042,8,Fresno State,UNLV,35,28,,,,,1,0,0,0,FINAL,10:30 PM,,full_schedule,,
2042,8,Nebraska,Washington,44,39,15,,,,1,0,0,0,FINAL,11:00 PM,,full_schedule,,
2042,9,Purdue,Minnesota,44,27,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,9,South Alabama,Coastal Carolina,38,28,,,,,1,0,0,0,FINAL,12:00 PM,,full_schedule,,
2042,9,Texas Tech,Ohio State,49,35,2,19,Noah,,1,0,0,0,FINAL,12:00 PM,,full_schedule,,
2042,9,North Carolina,SMU,49,41,,,,,1,0,0,0,FINAL,12:30 PM,,full_schedule,,
2042,9,Missouri,South Carolina,31,16,,,,,1,0,0,0,FINAL,12:30 PM,,full_schedule,,
2042,9,Colorado,Death Valley,55,31,,22,,,1,0,0,0,FINAL,1:00 PM,,full_schedule,,
2042,9,Arizona,Rapid City,43,17,,7,,,1,0,0,0,FINAL,1:00 PM,,full_schedule,,
2042,9,Gate City,Panama City,35,24,,11,,,1,0,0,0,FINAL,1:00 PM,,full_schedule,,
2042,9,Old Dominion,Toledo,39,10,,,,,1,0,0,0,FINAL,1:00 PM,,full_schedule,,
2042,9,Washington State,Louisiana Tech,59,34,,,,,1,0,0,0,FINAL,1:00 PM,,full_schedule,,
2042,9,UCF,Louisville,34,31,,,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,9,USC,Penn State,49,10,,25,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,9,Miami University,Ball State,36,13,,,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,9,Virginia Tech,Duke,23,21,21,,,,1,0,0,0,FINAL,2:00 PM,,full_schedule,,
2042,9,Liberty,Kennesaw State,28,38,,,,,1,0,0,0,FINAL,2:00 PM,,full_schedule,,
2042,9,Baylor,BYU,35,38,,9,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,9,Rice,Boston College,38,46,,,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,9,Georgia,Texas A&M,35,45,17,3,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,9,Maryland,Illinois,24,31,,,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,9,Oregon,Iowa,45,12,16,,,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,9,Syracuse,California,31,20,,,,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,9,Middle Tennessee,Sam Houston,24,31,,,,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,9,Tennessee,Texas,23,30,,8,,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,9,Charlotte,East Carolina,31,34,,,,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,9,Akron,Western Michigan,44,14,,,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,9,Army,Memphis,29,31,,,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,9,TCU,Oklahoma State,17,24,,21,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,9,Notre Dame,Navy,45,10,10,,,,1,0,0,0,FINAL,3:30 PM,,full_schedule,,
2042,9,Appalachian State,Northwestern,17,24,,,,,1,0,0,0,FINAL,3:30 PM,,full_schedule,,
2042,9,Iowa State,Central Michigan,16,17,,,,,1,0,0,0,FINAL,3:30 PM,,full_schedule,,
2042,9,Kent State,Ohio,7,53,,,,,1,0,0,0,FINAL,3:30 PM,,full_schedule,,
2042,9,Oklahoma,Bowling Green,28,35,,1,,Devin,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,9,Arkansas,Pittsburgh,31,29,,,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,9,USF,Michigan State,56,19,4,,Josh,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,9,West Virginia,Eastern Michigan,56,14,,,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,9,Texas State,Oregon State,27,39,,,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,9,Alabama,Florida,20,31,,12,,Doug,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,9,Arkansas State,James Madison,37,22,,,,,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,9,UTSA,North Texas,38,26,,,,,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,9,Temple,Wake Forest,38,32,,,,,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,9,Washington,Indiana,31,28,,,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,9,Boise State,San Diego State,31,17,,,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,9,UCLA,Tulane,35,13,,,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,9,UTEP,Western Kentucky,27,24,,,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,9,LSU,Ole Miss,31,28,,5,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,9,Colorado State,Hawaii,22,20,,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,9,Clemson,Georgia Tech,38,32,,23,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,9,San Jose State,Nebraska,37,52,24,13,Mike,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,9,Auburn,Kentucky,45,24,6,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,9,Georgia Southern,Georgia State,32,31,,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,9,Troy,Marshall,42,40,,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,9,Louisiana,UL Monroe,45,28,,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,9,Air Force,Mississippi State,38,17,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,9,Colorado State,Hawai'i,20,22,,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,9,Missouri State,Delaware,26,29,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,9,Stanford,Vanderbilt,39,41,,,,,1,0,0,0,FINAL,9:00 PM,,full_schedule,,
2042,9,Fresno State,Utah State,34,16,,,,,1,0,0,0,FINAL,9:00 PM,,full_schedule,,
2042,10,BYU,Notre Dame,21,41,12,5,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,10,Kansas,Gate City,45,59,,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,10,Georgia Tech,California,34,14,16,,,,1,0,0,0,FINAL,10:30 PM,,full_schedule,,
2042,10,Air Force,Army,30,31,,,,,1,0,0,0,FINAL,12:00 PM,,full_schedule,,
2042,10,Duke,Miami,24,42,,14,,,1,0,0,0,FINAL,12:00 PM,,full_schedule,,
2042,10,North Texas,Rice,35,27,,,,,1,0,0,0,FINAL,12:00 PM,,full_schedule,,
2042,10,Missouri State,Florida International,30,47,,,,,1,0,0,0,FINAL,12:30 PM,,full_schedule,,
2042,10,Texas A&M,Missouri,32,30,3,,,,1,0,0,0,FINAL,12:30 PM,,full_schedule,,
2042,10,UMass,Akron,21,12,,,,,1,0,0,0,FINAL,12:30 PM,,full_schedule,,
2042,10,Southern Mississippi,Appalachian State,20,22,,,,,1,0,0,0,FINAL,1:00 PM,,full_schedule,,
2042,10,UConn,Penn State,0,48,,23,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,10,USF,Texas Tech,21,42,11,1,Josh,Noah,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,10,Western Michigan,Toledo,31,59,,,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,10,Illinois,Minnesota,17,20,,,,,1,0,0,0,FINAL,1:30 PM,,full_schedule,,
2042,10,Troy,South Alabama,27,17,,,,,1,0,0,0,FINAL,2:00 PM,,full_schedule,,
2042,10,Virginia,Charlotte,38,45,,,,,1,0,0,0,FINAL,2:00 PM,,full_schedule,,
2042,10,Tulsa,Michigan State,14,35,,,,,1,0,0,0,FINAL,2:15 PM,,full_schedule,,
2042,10,Vanderbilt,UCF,14,52,,,,,1,0,0,0,FINAL,2:30 PM,,full_schedule,,
2042,10,Baylor,Colorado,31,21,,,,,1,0,0,0,FINAL,3:00 PM,,full_schedule,,
2042,10,Western Kentucky,Louisiana Tech,19,17,,,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,10,Bowling Green,Georgia,42,17,2,15,Devin,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,10,Ball State,Central Michigan,31,24,,,,,1,0,0,0,FINAL,3:15 PM,,full_schedule,,
2042,10,Wyoming,Colorado State,50,14,,,,,1,0,0,0,FINAL,3:30 PM,,full_schedule,,
2042,10,James Madison,Georgia State,13,45,,,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,10,Memphis,UCLA,29,28,,,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,10,UTEP,New Mexico State,40,35,,,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,10,Pittsburgh,Virginia Tech,31,38,,7,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,10,Hammond,Panama City,21,13,10,17,,,1,0,0,0,FINAL,4:00 PM,,full_schedule,,
2042,10,Indiana,Nebraska,21,49,,8,,,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,10,Ole Miss,Florida State,17,56,9,7,,Nick,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,10,Florida,Iowa,42,3,6,,Doug,,1,0,0,0,FINAL,5:00 PM,,full_schedule,,
2042,10,UNLV,Cincinnati,14,21,,,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,10,Jacksonville State,Delaware,14,48,,,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,10,Fresno State,Mississippi State,49,35,,,,,1,0,0,0,FINAL,5:45 PM,,full_schedule,,
2042,10,UL Monroe,Georgia Southern,44,30,,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,10,Temple,Navy,3,33,,,,,1,0,0,0,FINAL,6:00 PM,,full_schedule,,
2042,10,Ohio State,Purdue,49,26,15,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,10,Oklahoma State,Arizona,27,30,17,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,10,Alabaster,Utah,24,16,,,,,1,0,0,0,FINAL,6:45 PM,,full_schedule,,
2042,10,Eastern Michigan,Kent State,33,7,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,10,Northwestern,Arkansas State,33,40,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,10,Oregon State,Wake Forest,9,54,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,10,Texas State,Louisiana,35,52,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,10,Alabama,Texas,60,58,,20,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,10,Liberty,Sam Houston,27,25,,,,,1,0,0,0,FINAL,7:00 PM,,full_schedule,,
2042,10,Boston College,Louisville,35,19,,,,,1,0,0,0,FINAL,7:30 PM,,full_schedule,,
2042,10,SMU,NC State,28,33,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,10,Wisconsin,Oregon,20,44,,13,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,10,Kansas State,TCU,14,24,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,10,Kentucky,Oklahoma,21,62,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,10,Boise State,Houston,34,22,,,,,1,0,0,0,FINAL,8:00 PM,,full_schedule,,
2042,10,Rapid City,Arizona State,14,24,19,,,,1,0,0,0,FINAL,9:00 PM,,full_schedule,,
