YEAR,Week,Visitor,Home,Vis Score,Home Score,Visitor Rank,Home Rank,Vis_User,Home_User,Reg Season,Conf Title,Bowl,Natty Game,Status,Kickoff_Time,TV_Broadcast,Source,Visitor Record,Home Record,Bowl_Name
2043.0,7.0,Central Michigan,Iowa State,27.0,31.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:30 PM,Regional,full_schedule,,,
2043.0,7.0,Georgia,South Carolina,42.0,17.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:30 PM,National,full_schedule,,,
2043.0,7.0,Missouri,Tennessee,7.0,32.0,,9.0,,,1.0,0.0,0.0,0.0,FINAL,8:00 PM,National,full_schedule,,,
2043.0,7.0,TCU,Arizona State,49.0,37.0,,,,,1.0,0.0,0.0,0.0,FINAL,8:00 PM,National,full_schedule,,,
2043.0,7.0,Illinois,Minnesota,23.0,21.0,,,,,1.0,0.0,0.0,0.0,FINAL,9:00 PM,National,full_schedule,,,
2043.0,7.0,Western Kentucky,UTEP,31.0,48.0,,,,,1.0,0.0,0.0,0.0,FINAL,9:15 PM,Regional,full_schedule,,,
2043.0,7.0,Georgia Tech,San Jose State,24.0,35.0,,6.0,,Mike,1.0,0.0,0.0,0.0,FINAL,9:15 PM,National,full_schedule,,,
2043.0,7.0,Sam Houston,Missouri State,36.0,38.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:15 PM,National,full_schedule,,,
2043.0,7.0,Auburn,Kentucky,45.0,10.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:15 PM,National,full_schedule,,,
2043.0,7.0,UCLA,Memphis,35.0,16.0,22.0,,,,1.0,0.0,0.0,0.0,FINAL,3:30 PM,National,full_schedule,,,
2043.0,7.0,Charlotte,Tulane,28.0,42.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:30 PM,National,full_schedule,,,
2043.0,7.0,Rice,North Texas,10.0,53.0,,,,,1.0,0.0,0.0,0.0,FINAL,4:00 PM,National,full_schedule,,,
2043.0,7.0,West Virginia,Miami (OH),63.0,10.0,,,,,1.0,0.0,0.0,0.0,FINAL,4:00 PM,National,full_schedule,,,
2043.0,7.0,Wisconsin,Oregon,26.0,14.0,,24.0,,,1.0,0.0,0.0,0.0,FINAL,5:00 PM,National,full_schedule,,,
2043.0,7.0,Oregon State,Cincinnati,37.0,16.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:00 PM,National,full_schedule,,,
2043.0,7.0,Hawai'i,Utah State,29.0,14.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:00 PM,Regional,full_schedule,,,
2043.0,7.0,Rapid City,Colorado,19.0,49.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:00 PM,National,full_schedule,,,
2043.0,7.0,UMass,Akron,35.0,30.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:45 PM,nan,full_schedule,,,
2043.0,7.0,Iowa,Purdue,39.0,42.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:45 PM,National,full_schedule,,,
2043.0,7.0,Virginia,Temple,44.0,17.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:45 PM,National,full_schedule,,,
2043.0,7.0,Boise State,UNLV,31.0,17.0,,,,,1.0,0.0,0.0,0.0,FINAL,6:00 PM,Regional,full_schedule,,,
2043.0,7.0,Washington,Maryland,56.0,38.0,,,,,1.0,0.0,0.0,0.0,FINAL,6:00 PM,National,full_schedule,,,
2043.0,7.0,Washington State,Western Michigan,24.0,38.0,,,,,1.0,0.0,0.0,0.0,FINAL,6:00 PM,National,full_schedule,,,
2043.0,7.0,Boston College,Louisville,21.0,14.0,,,,,1.0,0.0,0.0,0.0,FINAL,6:45 PM,Regional,full_schedule,,,
2043.0,7.0,UCF,California,43.0,40.0,,,,,1.0,0.0,0.0,0.0,FINAL,6:45 PM,National,full_schedule,,,
2043.0,7.0,Nebraska,Michigan,38.0,31.0,14.0,,,,1.0,0.0,0.0,0.0,FINAL,6:45 PM,National,full_schedule,,,
2043.0,7.0,Tulsa,Wake Forest,33.0,20.0,,,,,1.0,0.0,0.0,0.0,FINAL,6:45 PM,National,full_schedule,,,
2043.0,7.0,Marshall,Troy,35.0,9.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:00 PM,National,full_schedule,,,
2043.0,7.0,Coastal Carolina,South Alabama,37.0,35.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:00 PM,Regional,full_schedule,,,
2043.0,7.0,Louisiana Tech,Delaware,45.0,16.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:00 PM,National,full_schedule,,,
2043.0,7.0,Louisiana,Arkansas State,40.0,23.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:00 PM,National,full_schedule,,,
2043.0,7.0,Ohio,Old Dominion,48.0,24.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:00 PM,National,full_schedule,,,
2043.0,7.0,Georgia Southern,Georgia State,56.0,45.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:00 PM,National,full_schedule,,,
2043.0,7.0,Pittsburgh,Clemson,48.0,55.0,,25.0,,,1.0,0.0,0.0,0.0,FINAL,1:00 PM,National,full_schedule,,,
2043.0,7.0,Navy,East Carolina,28.0,31.0,,18.0,,,1.0,0.0,0.0,0.0,FINAL,1:00 PM,National,full_schedule,,,
2043.0,7.0,Bowling Green,Miami,42.0,17.0,1.0,15.0,Devin,,1.0,0.0,0.0,0.0,FINAL,1:00 PM,Game of the Week,full_schedule,,,
2043.0,7.0,Indiana,Ohio State,27.0,45.0,,,,,1.0,0.0,0.0,0.0,FINAL,1:00 PM,National,full_schedule,,,
2043.0,7.0,North Carolina,Virginia Tech,22.0,45.0,,,,,1.0,0.0,0.0,0.0,FINAL,1:30 PM,National,full_schedule,,,
2043.0,7.0,LSU,Oklahoma,24.0,49.0,16.0,,,,1.0,0.0,0.0,0.0,FINAL,1:30 PM,National,full_schedule,,,
2043.0,7.0,Kansas,Kansas State,10.0,30.0,,,,,1.0,0.0,0.0,0.0,FINAL,2:00 PM,National,full_schedule,,,
2043.0,7.0,Death Valley,Utah,24.0,56.0,,,,,1.0,0.0,0.0,0.0,FINAL,2:00 PM,National,full_schedule,,,
2043.0,7.0,Stanford,SMU,22.0,23.0,,,,,1.0,0.0,0.0,0.0,FINAL,2:15 PM,National,full_schedule,,,
2043.0,7.0,Jacksonville State,Army,34.0,31.0,,,,,1.0,0.0,0.0,0.0,FINAL,2:30 PM,National,full_schedule,,,
2043.0,7.0,Middle Tennessee,Kennesaw State,29.0,24.0,,,,,1.0,0.0,0.0,0.0,FINAL,2:30 PM,National,full_schedule,,,
2043.0,7.0,Texas A&M,USF,27.0,44.0,11.0,2.0,,Josh,1.0,0.0,0.0,0.0,FINAL,2:30 PM,National,full_schedule,,,
2043.0,7.0,Vanderbilt,NC State,19.0,45.0,,8.0,,,1.0,0.0,0.0,0.0,FINAL,2:30 PM,National,full_schedule,,,
2043.0,7.0,New Mexico State,UConn,31.0,34.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:00 PM,National,full_schedule,,,
2043.0,8.0,Florida International,Delaware,20.0,28.0,,,,,1.0,0.0,0.0,0.0,FINAL,6:45 PM,National,full_schedule,,,
2043.0,8.0,Hammond,Gate City,10.0,52.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:00 PM,National,full_schedule,,,
2043.0,8.0,Boston College,Georgia Tech,28.0,52.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:00 PM,National,full_schedule,,,
2043.0,8.0,Utah State,Houston,3.0,48.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:00 PM,National,full_schedule,,,
2043.0,8.0,Boise State,Air Force,38.0,20.0,,,,,1.0,0.0,0.0,0.0,FINAL,7:30 PM,National,full_schedule,,,
2043.0,8.0,Nebraska,Indiana,54.0,20.0,10.0,,,,1.0,0.0,0.0,0.0,FINAL,7:30 PM,National,full_schedule,,,
2043.0,8.0,Kentucky,Missouri,31.0,21.0,,,,,1.0,0.0,0.0,0.0,FINAL,8:00 PM,Regional,full_schedule,,,
2043.0,8.0,Michigan State,Oregon,23.0,38.0,,21.0,,,1.0,0.0,0.0,0.0,FINAL,8:00 PM,National,full_schedule,,,
2043.0,8.0,Texas A&M,Florida State,6.0,35.0,18.0,5.0,,Nick,1.0,0.0,0.0,0.0,FINAL,8:00 PM,National,full_schedule,,,
2043.0,8.0,Missouri State,Western Kentucky,31.0,34.0,,,,,1.0,0.0,0.0,0.0,FINAL,9:00 PM,Regional,full_schedule,,,
2043.0,8.0,Fresno State,Oregon State,7.0,38.0,,,,,1.0,0.0,0.0,0.0,FINAL,11:00 PM,National,full_schedule,,,
2043.0,8.0,Utah,Iowa State,28.0,24.0,,,,,1.0,0.0,0.0,0.0,FINAL,1:30 PM,Regional,full_schedule,,,
2043.0,8.0,Wake Forest,Army,26.0,31.0,,,,,1.0,0.0,0.0,0.0,FINAL,1:30 PM,National,full_schedule,,,
2043.0,8.0,Tulsa,Panama City,24.0,45.0,,8.0,,,1.0,0.0,0.0,0.0,FINAL,1:30 PM,National,full_schedule,,,
2043.0,8.0,TCU,Death Valley,33.0,21.0,,,,,1.0,0.0,0.0,0.0,FINAL,1:30 PM,National,full_schedule,,,
2043.0,8.0,Oklahoma,Bowling Green,9.0,49.0,,1.0,,Devin,1.0,0.0,0.0,0.0,FINAL,1:30 PM,National,full_schedule,,,
2043.0,8.0,UTEP,New Mexico State,24.0,34.0,,,,,1.0,0.0,0.0,0.0,FINAL,1:30 PM,National,full_schedule,,,
2043.0,8.0,Tennessee,Georgia,24.0,31.0,20.0,,,,1.0,0.0,0.0,0.0,FINAL,2:00 PM,National,full_schedule,,,
2043.0,8.0,Coastal Carolina,Southern Mississippi,23.0,44.0,,,,,1.0,0.0,0.0,0.0,FINAL,2:00 PM,National,full_schedule,,,
2043.0,8.0,Notre Dame,Kansas,90.0,6.0,6.0,,,,1.0,0.0,0.0,0.0,FINAL,2:00 PM,National,full_schedule,,,
2043.0,8.0,UCLA,UTSA,28.0,20.0,19.0,,,,1.0,0.0,0.0,0.0,FINAL,2:00 PM,National,full_schedule,,,
2043.0,8.0,Texas Tech,Wisconsin,45.0,10.0,3.0,,Noah,,1.0,0.0,0.0,0.0,FINAL,2:00 PM,National,full_schedule,,,
2043.0,8.0,Kansas State,Colorado,35.0,23.0,,,,,1.0,0.0,0.0,0.0,FINAL,2:00 PM,National,full_schedule,,,
2043.0,8.0,Arkansas,Kennesaw State,36.0,10.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:00 PM,National,full_schedule,,,
2043.0,8.0,James Madison,Louisiana,29.0,27.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:45 PM,National,full_schedule,,,
2043.0,8.0,Louisville,Stanford,24.0,10.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:45 PM,Regional,full_schedule,,,
2043.0,8.0,Cincinnati,San Diego State,35.0,13.0,,9.0,,,1.0,0.0,0.0,0.0,FINAL,5:45 PM,National,full_schedule,,,
2043.0,8.0,Ohio State,Iowa,20.0,39.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:45 PM,National,full_schedule,,,
2043.0,8.0,Washington State,North Texas,34.0,45.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:45 PM,National,full_schedule,,,
2043.0,8.0,California,Clemson,29.0,35.0,,23.0,,,1.0,0.0,0.0,0.0,FINAL,5:45 PM,National,full_schedule,,,
2043.0,8.0,Georgia State,Arkansas State,36.0,38.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:45 PM,nan,full_schedule,,,
2043.0,8.0,Virginia,Rapid City,38.0,32.0,,,,,1.0,0.0,0.0,0.0,FINAL,6:00 PM,National,full_schedule,,,
2043.0,8.0,NC State,Ole Miss,28.0,38.0,17.0,14.0,,,1.0,0.0,0.0,0.0,FINAL,6:00 PM,National,full_schedule,,,
2043.0,8.0,Minnesota,Washington,14.0,45.0,,,,,1.0,0.0,0.0,0.0,FINAL,6:00 PM,National,full_schedule,,,
2043.0,8.0,Miami,Vanderbilt,28.0,22.0,11.0,,,,1.0,0.0,0.0,0.0,FINAL,6:00 PM,National,full_schedule,,,
2043.0,8.0,Illinois,Maryland,10.0,44.0,,,,,1.0,0.0,0.0,0.0,FINAL,6:00 PM,National,full_schedule,,,
2043.0,8.0,Auburn,North Carolina,24.0,31.0,,,,,1.0,0.0,0.0,0.0,FINAL,2:15 PM,National,full_schedule,,,
2043.0,8.0,Hawai'i,Mississippi State,27.0,41.0,,,,,1.0,0.0,0.0,0.0,FINAL,2:15 PM,Regional,full_schedule,,,
2043.0,8.0,Eastern Michigan,Ball State,35.0,57.0,,,,,1.0,0.0,0.0,0.0,FINAL,2:30 PM,National,full_schedule,,,
2043.0,8.0,Akron,Old Dominion,38.0,7.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:00 PM,Regional,full_schedule,,,
2043.0,8.0,Wyoming,South Carolina,52.0,3.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:00 PM,National,full_schedule,,,
2043.0,8.0,Colorado State,Rutgers,26.0,31.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:00 PM,National,full_schedule,,,
2043.0,8.0,Liberty,Jacksonville State,17.0,45.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:15 PM,Regional,full_schedule,,,
2043.0,8.0,Memphis,Charlotte,40.0,34.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:15 PM,National,full_schedule,,,
2043.0,8.0,Western Michigan,West Virginia,17.0,31.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:15 PM,National,full_schedule,,,
2043.0,8.0,LSU,USF,14.0,49.0,,2.0,,Josh,1.0,0.0,0.0,0.0,FINAL,3:15 PM,National,full_schedule,,,
2043.0,8.0,SMU,UCF,20.0,27.0,,,,,1.0,0.0,0.0,0.0,FINAL,3:30 PM,National,full_schedule,,,
2043.0,8.0,Navy,Temple,50.0,21.0,,,,,1.0,0.0,0.0,0.0,FINAL,4:00 PM,National,full_schedule,,,
2043.0,8.0,Sam Houston,Middle Tennessee,26.0,47.0,,,,,1.0,0.0,0.0,0.0,FINAL,5:00 PM,National,full_schedule,,,
2043.0,8.0,Oklahoma State,Arizona State,45.0,24.0,13.0,,,,1.0,0.0,0.0,0.0,FINAL,5:00 PM,National,full_schedule,,,
2043.0,8.0,Alabama,Texas,32,42,,7.0,,,1.0,0.0,0.0,0.0,FINAL,9:00 PM,National,full_schedule,,,
2043.0,8.0,Texas State,Troy,10,31,,,,,1.0,0.0,0.0,0.0,FINAL,12:00 PM,National,full_schedule,,,
2043.0,8.0,Michigan,Penn State,42,24,,,,,1.0,0.0,0.0,0.0,FINAL,12:00 PM,National,full_schedule,,,
2043.0,8.0,South Alabama,Appalachian State,17,34,,,,,1.0,0.0,0.0,0.0,FINAL,12:00 PM,National,full_schedule,,,
2043.0,8.0,Toledo,Central Michigan,28,10,,,,,1.0,0.0,0.0,0.0,FINAL,12:00 PM,National,full_schedule,,,
2043.0,8.0,Miami University,Kent State,37,41,,,,,1.0,0.0,0.0,0.0,FINAL,12:00 PM,National,full_schedule,,,
2043.0,8.0,Tulane,Rice,27,31,,,,,1.0,0.0,0.0,0.0,FINAL,12:30 PM,National,full_schedule,,,
2043.0,8.0,Ohio,UMass,37,14,,,,,1.0,0.0,0.0,0.0,FINAL,12:30 PM,National,full_schedule,,,
2043.0,8.0,Alabaster,Baylor,20,55,,16.0,,,1.0,0.0,0.0,0.0,FINAL,12:30 PM,National,full_schedule,,,
2043.0,8.0,San Jose State,Florida,69,28,4.0,12.0,Mike,Doug,1.0,0.0,0.0,0.0,FINAL,1:00 PM,Game of the Week,full_schedule,,,
2043.0,8.0,Georgia Southern,UL Monroe,38,30,,,,,1.0,0.0,0.0,0.0,FINAL,1:00 PM,National,full_schedule,,,
2043.0,8.0,Marshall,Northwestern,51,31,,,,,1.0,0.0,0.0,0.0,FINAL,1:00 PM,National,full_schedule,,,
2043.0,8.0,Pittsburgh,Syracuse,43,29,24.0,,,,1.0,0.0,0.0,0.0,FINAL,1:00 PM,National,full_schedule,,,
2043.0,8.0,Virginia Tech,Duke,48,30,25.0,,,,1.0,0.0,0.0,0.0,FINAL,1:00 PM,National,full_schedule,,,
2043.0,9.0,California,Virginia Tech,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,7:00 PM,nan,full_schedule,,,
2043.0,9.0,Fresno State,Cincinnati,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,8:00 PM,nan,full_schedule,,,
2043.0,9.0,North Texas,Virginia,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,8:00 PM,nan,full_schedule,,,
2043.0,9.0,South Carolina,LSU,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,9:00 PM,nan,full_schedule,,,
2043.0,9.0,UCLA,Tulane,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,9:00 PM,nan,full_schedule,,,
2043.0,9.0,Rutgers,Mississippi State,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,9:00 PM,nan,full_schedule,,,
2043.0,9.0,Houston,UNLV,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,10:15 PM,nan,full_schedule,,,
2043.0,9.0,Colorado State,San Diego State,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,10:30 PM,nan,full_schedule,,,
2043.0,9.0,Eastern Michigan,Miami University,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,8:00 PM,nan,full_schedule,,,
2043.0,9.0,Liberty,Louisiana Tech,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,8:00 PM,nan,full_schedule,,,
2043.0,9.0,UL Monroe,Louisiana,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,8:00 PM,nan,full_schedule,,,
2043.0,9.0,Auburn,Florida State,,,,5.0,,Nick,1.0,0.0,0.0,0.0,SCHEDULED,12:00 PM,nan,full_schedule,,,
2043.0,9.0,Duke,Southern Mississippi,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,12:00 PM,nan,full_schedule,,,
2043.0,9.0,Georgia Tech,North Carolina,,,17.0,,,,1.0,0.0,0.0,0.0,SCHEDULED,12:00 PM,nan,full_schedule,,,
2043.0,9.0,Sam Houston,Western Kentucky,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,12:00 PM,nan,full_schedule,,,
2043.0,9.0,Oklahoma State,Baylor,,,,23.0,,,1.0,0.0,0.0,0.0,SCHEDULED,12:30 PM,nan,full_schedule,,,
2043.0,9.0,Florida,Penn State,,,12.0,,Doug,,1.0,0.0,0.0,0.0,SCHEDULED,12:30 PM,nan,full_schedule,,,
2043.0,9.0,Appalachian State,Kansas,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,12:30 PM,nan,full_schedule,,,
2043.0,9.0,Alabama,Ole Miss,,,19.0,16.0,,,1.0,0.0,0.0,0.0,SCHEDULED,12:30 PM,nan,full_schedule,,,
2043.0,9.0,Georgia,Missouri,,,25.0,,,,1.0,0.0,0.0,0.0,SCHEDULED,1:00 PM,nan,full_schedule,,,
2043.0,9.0,Vanderbilt,Arkansas,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,1:30 PM,nan,full_schedule,,,
2043.0,9.0,Death Valley,Alabaster,,,8.0,,,,1.0,0.0,0.0,0.0,SCHEDULED,1:30 PM,nan,full_schedule,,,
2043.0,9.0,East Carolina,Wake Forest,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:00 PM,nan,full_schedule,,,
2043.0,9.0,UCF,Pittsburgh,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:00 PM,nan,full_schedule,,,
2043.0,9.0,Nebraska,Ohio State,,,4.0,15.0,,,1.0,0.0,0.0,0.0,SCHEDULED,2:00 PM,nan,full_schedule,,,
2043.0,9.0,Michigan State,Maryland,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:00 PM,nan,full_schedule,,,
2043.0,9.0,Minnesota,USC,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:00 PM,nan,full_schedule,,,
2043.0,9.0,New Mexico State,Florida International,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:00 PM,nan,full_schedule,,,
2043.0,9.0,UConn,Utah State,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:15 PM,nan,full_schedule,,,
2043.0,9.0,UTEP,Delaware,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:15 PM,nan,full_schedule,,,
2043.0,9.0,Missouri State,Wisconsin,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:15 PM,nan,full_schedule,,,
2043.0,9.0,Texas State,Georgia State,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:15 PM,nan,full_schedule,,,
2043.0,9.0,Iowa,Oklahoma,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:15 PM,nan,full_schedule,,,
2043.0,9.0,West Virginia,Ohio,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:30 PM,nan,full_schedule,,,
2043.0,9.0,Clemson,NC State,,,21.0,22.0,,,1.0,0.0,0.0,0.0,SCHEDULED,3:00 PM,nan,full_schedule,,,
2043.0,9.0,SMU,Syracuse,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,3:00 PM,nan,full_schedule,,,
2043.0,9.0,Indiana,Texas Tech,,,,2.0,,Noah,1.0,0.0,0.0,0.0,SCHEDULED,3:00 PM,nan,full_schedule,,,
2043.0,9.0,Bowling Green,Wyoming,,,1.0,,Devin,,1.0,0.0,0.0,0.0,SCHEDULED,3:15 PM,nan,full_schedule,,,
2043.0,9.0,Iowa State,Old Dominion,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,3:15 PM,nan,full_schedule,,,
2043.0,9.0,Central Michigan,Western Michigan,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,3:15 PM,nan,full_schedule,,,
2043.0,9.0,USF,Boise State,,,10.0,,Josh,,1.0,0.0,0.0,0.0,SCHEDULED,3:30 PM,nan,full_schedule,,,
2043.0,9.0,Navy,Notre Dame,,,,6.0,,,1.0,0.0,0.0,0.0,SCHEDULED,3:30 PM,nan,full_schedule,,,
2043.0,9.0,UTSA,Memphis,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,3:30 PM,nan,full_schedule,,,
2043.0,9.0,Rapid City,Hammond,,,7.0,3.0,,,1.0,0.0,0.0,0.0,SCHEDULED,4:00 PM,nan,full_schedule,,,
2043.0,9.0,Purdue,Washington,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,4:00 PM,nan,full_schedule,,,
2043.0,9.0,Stanford,Boston College,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,5:00 PM,nan,full_schedule,,,
2043.0,9.0,Tulsa,Temple,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,5:45 PM,nan,full_schedule,,,
2043.0,9.0,Northwestern,James Madison,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,5:45 PM,nan,full_schedule,,,
2043.0,9.0,Panama City,BYU,,,24.0,20.0,,,1.0,0.0,0.0,0.0,SCHEDULED,6:45 PM,nan,full_schedule,,,
2043.0,9.0,TCU,Kansas State,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,5:45 PM,nan,full_schedule,,,
2043.0,9.0,Ball State,UMass,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,6:00 PM,nan,full_schedule,,,
2043.0,9.0,Coastal Carolina,Troy,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,6:45 PM,nan,full_schedule,,,
2043.0,9.0,Akron,Kent State,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,6:45 PM,nan,full_schedule,,,
2043.0,9.0,Arkansas State,South Alabama,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,6:45 PM,nan,full_schedule,,,
2043.0,9.0,Texas,Illinois,,,9.0,,,,1.0,0.0,0.0,0.0,SCHEDULED,7:00 PM,nan,full_schedule,,,
2043.0,9.0,Toledo,Arizona State,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,7:30 PM,nan,full_schedule,,,
2043.0,9.0,Hawai'i,Air Force,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,7:30 PM,nan,full_schedule,,,
2043.0,9.0,Rice,Army,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,8:00 PM,nan,full_schedule,,,
2043.0,9.0,Utah,Arizona,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,8:00 PM,nan,full_schedule,,,
2043.0,9.0,Kennesaw State,Jacksonville State,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,9:00 PM,nan,full_schedule,,,
2043.0,9.0,Oregon,San Jose State,,,14.0,18.0,,Mike,1.0,0.0,0.0,0.0,SCHEDULED,9:15 PM,nan,full_schedule,,,
2043.0,9.0,Colorado,Oregon State,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,10:30 PM,nan,full_schedule,,,
2043.0,9.0,FCS Midwest,BYU,,,24.0,20.0,,,1.0,0.0,0.0,0.0,SCHEDULED,6:45 PM,nan,full_schedule,,,
2043.0,10.0,Michigan State,Indiana,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,7:00 PM,nan,full_schedule,,,
2043.0,10.0,Louisiana,Coastal Carolina,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,8:00 PM,nan,full_schedule,,,
2043.0,10.0,Rutgers,UNLV,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,10:30 PM,nan,full_schedule,,,
2043.0,10.0,Northwestern,South Alabama,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,8:00 PM,nan,full_schedule,,,
2043.0,10.0,Kent State,Western Michigan,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,12:00 PM,nan,full_schedule,,,
2043.0,10.0,Iowa,Illinois,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,12:00 PM,nan,full_schedule,,,
2043.0,10.0,Army,Air Force,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,12:00 PM,nan,full_schedule,,,
2043.0,10.0,Louisville,Arkansas,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,12:00 PM,nan,full_schedule,,,
2043.0,10.0,USF,Auburn,,,10.0,,Josh,,1.0,0.0,0.0,0.0,SCHEDULED,12:30 PM,nan,full_schedule,,,
2043.0,10.0,LSU,Bowling Green,,,,1.0,,Devin,1.0,0.0,0.0,0.0,SCHEDULED,1:00 PM,nan,full_schedule,,,
2043.0,10.0,San Diego State,Minnesota,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,1:00 PM,nan,full_schedule,,,
2043.0,10.0,Virginia,Tulsa,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,1:00 PM,nan,full_schedule,,,
2043.0,10.0,Central Michigan,Miami University,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,1:00 PM,nan,full_schedule,,,
2043.0,10.0,Houston,Cincinnati,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,1:00 PM,nan,full_schedule,,,
2043.0,10.0,UL Monroe,James Madison,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,1:30 PM,nan,full_schedule,,,
2043.0,10.0,East Carolina,Charlotte,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:00 PM,nan,full_schedule,,,
2043.0,10.0,Troy,Toledo,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:00 PM,nan,full_schedule,,,
2043.0,10.0,Missouri State,Jacksonville State,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:00 PM,nan,full_schedule,,,
2043.0,10.0,Kennesaw State,Liberty,,,,,,,1.0,0.0,0.0,0.0,SCHEDULED,2:15 PM,nan,full_schedule,,,
