Year,ClassType,Rank,Team,User,TotalCommits,FiveStar,FourStar,ThreeStar,TwoStar,OneStar,Points
2042,TRANSFER,54,Georgia Southern,,8,0,0,8,0.0,0.0,108.45
2042,OVERALL,54,West Virginia,,12,0,7,4,1.0,0.0,172.9
2042,OVERALL,55,8 Hammond,,5,0,5,0,,,96.6
2042,OVERALL,55,FIU,,17,0,0,2,15.0,0.0,120.35
2042,HS,55,Indiana,,14,0,0,6,8.0,0.0,131.25
2042,TRANSFER,55,Southern Mississippi,,8,0,0,8,0.0,0.0,108.45
2042,OVERALL,55,Rutgers,,25,0,0,17,7.0,1.0,172.35
2042,HS,56,Kentucky,,14,0,0,6,8.0,0.0,131.25
2042,TRANSFER,56,Memphis,,8,0,0,8,0.0,0.0,108.45
2042,OVERALL,56,Virginia,,21,0,0,16,5.0,0.0,169.55
2042,HS,57,Army,,15,0,0,5,10.0,0.0,129.95
2042,TRANSFER,57,Houston,,8,0,0,8,0.0,0.0,108.45
2042,OVERALL,57,Minnesota,,26,0,0,14,12.0,0.0,169.0
2042,HS,58,Arkansas,,9,1,0,8,0.0,0.0,128.5
2042,TRANSFER,58,Eastern Michigan,,8,0,0,8,0.0,0.0,108.45
2042,OVERALL,58,Southern Mississippi,,23,0,0,15,6.0,2.0,168.9
2042,HS,59,Tulane,,15,0,0,5,9.0,1.0,128.45
2042,TRANSFER,59,Cincinnati,,8,0,0,8,0.0,0.0,108.45
2042,OVERALL,59,Mississippi State,,20,0,0,16,4.0,0.0,168.75
2042,HS,60,Arizona,,19,0,0,3,16.0,0.0,128.35
2042,TRANSFER,60,Navy,,8,0,0,8,0.0,0.0,108.45
2042,OVERALL,60,Indiana,,23,0,0,14,9.0,0.0,167.45
2042,HS,61,Purdue,,15,0,0,4,11.0,0.0,125.4
2042,TRANSFER,61,North Carolina,,8,0,0,8,0.0,0.0,108.45
2042,OVERALL,61,Missouri,,18,0,0,16,2.0,0.0,166.25
2042,HS,62,Kansas State,,10,0,0,9,1.0,0.0,124.6
2042,TRANSFER,62,Southern Methodist,,9,0,0,6,3.0,0.0,107.45
2042,OVERALL,62,Colorado State,,21,0,0,13,6.0,2.0,164.1
2042,HS,63,Louisiana Tech,,15,0,0,4,10.0,1.0,123.9
2042,TRANSFER,63,"University of California, Los Angeles",,7,0,2,5,0.0,0.0,107.3
2042,OVERALL,63,Maryland,,15,0,1,14,0.0,0.0,163.7
2042,HS,64,Tulsa,,13,0,0,5,8.0,0.0,123.45
2042,TRANSFER,64,Iowa,,7,0,2,5,0.0,0.0,107.3
2042,OVERALL,64,Purdue,,25,0,0,12,13.0,0.0,163.6
2042,HS,65,Pittsburgh,,8,0,3,5,0.0,0.0,123.3
2042,TRANSFER,65,Connecticut,,8,0,0,7,1.0,0.0,104.75
2042,OVERALL,65,Cincinnati,,18,0,0,14,4.0,0.0,163.5
2042,OVERALL,66,11 Panama City,,3,0,3,0,0.0,0.0,59.4
2042,OVERALL,66,Washington St,,7,0,0,4,,,80.5
2042,HS,66,Mississippi State,,11,0,0,7,4.0,0.0,122.95
2042,TRANSFER,66,Arkansas,,7,0,1,6,0.0,0.0,102.35
2042,OVERALL,66,Kansas,,26,0,0,11,15.0,0.0,162.85
2042,HS,67,Florida International,,17,0,0,2,15.0,0.0,120.35
2042,TRANSFER,67,Ball State,,8,0,0,6,2.0,0.0,100.75
2042,OVERALL,67,Kentucky,,21,0,0,12,9.0,0.0,162.0
2042,HS,68,West Virginia,,8,0,3,4,1.0,0.0,119.6
2042,TRANSFER,68,Kansas,,7,0,0,7,0.0,0.0,97.35
2042,OVERALL,68,Louisville,,22,0,0,12,10.0,0.0,161.8
2042,HS,69,Oregon State,,13,0,0,5,6.0,2.0,119.05
2042,TRANSFER,69,Panama City,,7,0,0,7,0.0,0.0,97.35
2042,OVERALL,69,Connecticut,,19,0,0,13,6.0,0.0,161.55
2042,HS,70,UConn,,11,0,0,6,5.0,0.0,118.95
2042,TRANSFER,70,Arizona,,7,0,0,7,0.0,0.0,97.35
2042,OVERALL,70,Houston,,16,0,0,15,1.0,0.0,161.2
2042,HS,71,Virginia,,11,0,0,6,5.0,0.0,118.95
2042,TRANSFER,71,Hawai'i,,7,0,0,7,0.0,0.0,97.35
2042,OVERALL,71,Arizona,,26,0,0,10,16.0,0.0,160.15
2042,OVERALL,72,Washington St.,,7,0,0,4,2.0,1.0,80.5
2042,OVERALL,72,Middle Tenn,,11,0,0,6,5.0,0.0,118.95
2042,HS,72,Middle Tennessee,,11,0,0,6,5.0,0.0,118.95
2042,TRANSFER,72,Minnesota,,7,0,0,7,0.0,0.0,97.35
2042,OVERALL,72,California,,18,0,0,12,6.0,0.0,159.7
2042,OVERALL,73,17 Panama City,,3,0,3,0,,,59.4
2042,HS,73,Troy,,25,0,0,0,25.0,0.0,117.3
2042,TRANSFER,73,California,,7,0,0,7,0.0,0.0,97.35
2042,OVERALL,73,Troy,,34,0,0,9,25.0,0.0,159.5
2042,HS,74,California,,11,0,0,5,6.0,0.0,114.65
2042,TRANSFER,74,Ohio State,,5,0,5,0,0.0,0.0,96.6
2042,OVERALL,74,Illinois,,20,0,0,11,9.0,0.0,159.15
2042,HS,75,Cincinnati,,10,0,0,6,4.0,0.0,113.55
2042,TRANSFER,75,Death Valley,,6,0,2,4,0.0,0.0,95.3
2042,OVERALL,75,Toledo,,16,0,1,10,5.0,0.0,157.6
2042,HS,76,Wisconsin,,8,0,1,7,0.0,0.0,113.45
2042,TRANSFER,76,Washington State,,7,0,0,6,1.0,0.0,93.35
2042,OVERALL,76,Memphis,,17,0,0,12,4.0,1.0,156.95
2042,HS,77,UCF,,18,0,0,0,18.0,0.0,112.1
2042,TRANSFER,77,Miami (OH),,7,0,0,6,1.0,0.0,93.35
2042,OVERALL,77,Stanford,,16,0,0,13,3.0,0.0,156.85
2042,HS,78,Washington State,,11,0,0,5,5.0,1.0,111.95
2042,TRANSFER,78,UCF,,7,0,0,6,1.0,0.0,93.35
2042,OVERALL,78,Tulane,,20,0,0,10,9.0,1.0,156.6
2042,OVERALL,79,W. Michigan,,9,0,0,0,,,67.95
2042,HS,79,Missouri,,9,0,0,7,2.0,0.0,111.45
2042,TRANSFER,79,Kentucky,,7,0,0,6,1.0,0.0,93.35
2042,OVERALL,79,Washington State,,18,0,0,11,6.0,1.0,155.5
2042,HS,80,Arkansas State,,11,0,0,4,7.0,0.0,110.1
2042,TRANSFER,80,Akron,,11,0,0,0,11.0,0.0,90.5
2042,OVERALL,80,Boston College,,21,0,0,9,12.0,0.0,154.9
2042,HS,81,Colorado State,,12,0,0,4,6.0,2.0,109.75
2042,TRANSFER,81,Iowa State,,13,0,0,0,9.0,4.0,89.15
2042,OVERALL,81,Air Force,,20,0,0,9,11.0,0.0,154.1
2042,HS,82,Utah,,8,0,0,8,0.0,0.0,108.45
2042,TRANSFER,82,Wyoming,,7,0,0,5,2.0,0.0,89.05
2042,OVERALL,82,Wyoming,,13,0,2,9,2.0,0.0,153.8
2042,HS,83,Arizona State,,8,0,0,8,0.0,0.0,108.45
2042,TRANSFER,83,Brigham Young,,6,0,2,2,2.0,0.0,86.45
2042,OVERALL,83,Louisiana Tech,,20,0,0,9,10.0,1.0,153.55
2042,HS,84,Gate City,,9,0,0,6,3.0,0.0,107.45
2042,TRANSFER,84,Florida International,,6,0,0,6,0.0,0.0,85.35
2042,OVERALL,85,App St.,,5,0,0,4,1.0,0.0,67.9
2042,OVERALL,85,UConn,,6,0,0,4,2.0,0.0,76.5
2042,HS,85,Northwestern,,17,0,0,0,14.0,3.0,106.6
2042,TRANSFER,85,New Mexico State,,6,0,0,6,0.0,0.0,85.35
2042,OVERALL,85,Florida International,,23,0,0,8,15.0,0.0,152.75
2042,HS,86,Rice,,15,0,0,0,15.0,0.0,105.8
2042,TRANSFER,86,Utah State,,6,0,0,6,0.0,0.0,85.35
2042,OVERALL,86,Appalachian State,,14,0,0,13,1.0,0.0,152.45
2042,HS,87,Illinois,,11,0,0,3,8.0,0.0,105.35
2042,TRANSFER,87,Boise State,,6,0,0,6,0.0,0.0,85.35
2042,OVERALL,87,Boise State,,14,0,0,13,1.0,0.0,152.45
2042,HS,88,Miami (OH),,11,0,0,3,8.0,0.0,105.35
2042,TRANSFER,88,Georgia Tech,,6,0,0,6,0.0,0.0,85.35
2042,OVERALL,88,Louisiana,,22,0,0,9,7.0,6.0,151.7
2042,HS,89,Boise State,,8,0,0,7,1.0,0.0,104.75
2042,TRANSFER,89,Marshall,,6,0,0,6,0.0,0.0,85.35
2042,OVERALL,89,Miami (OH),,18,0,0,9,9.0,0.0,151.6
2042,HS,90,Houston,,8,0,0,7,1.0,0.0,104.75
2042,TRANSFER,90,Ohio,,6,0,0,6,0.0,0.0,85.35
2042,OVERALL,90,Tulsa,,17,0,0,9,8.0,0.0,149.9
2042,OVERALL,91,Gate City,,6,0,0,6,0.0,0.0,85.35
2042,HS,91,Fresno State,,7,0,2,4,1.0,0.0,103.3
2042,TRANSFER,91,Gate City,,6,0,0,6,0.0,0.0,85.35
2042,OVERALL,91,Syracuse,,18,0,0,9,8.0,1.0,149.75
2042,OVERALL,92,15 Hammond,,2,0,2,0,0.0,0.0,39.8
2042,HS,92,Boston College,,11,0,0,2,9.0,0.0,100.45
2042,TRANSFER,92,Vanderbilt,,6,0,0,6,0.0,0.0,85.35
2042,OVERALL,92,Utah,,13,0,0,13,0.0,0.0,148.95
2042,HS,93,Western Michigan,,14,0,0,1,9.0,4.0,98.95
2042,TRANSFER,93,Delaware,,12,0,0,0,8.0,4.0,83.75
2042,OVERALL,93,Marshall,,14,0,0,11,2.0,1.0,146.3
2042,HS,94,Wyoming,,6,0,2,4,0.0,0.0,95.3
2042,TRANSFER,94,Kennesaw State,,10,0,0,0,9.0,1.0,82.05
2042,OVERALL,94,UCF,,25,0,0,6,19.0,0.0,145.75
2042,HS,95,Memphis,,9,0,0,4,4.0,1.0,95.25
2042,TRANSFER,95,UTSA,,6,0,0,5,1.0,0.0,81.05
2042,OVERALL,95,Middle Tennessee,,15,0,0,9,6.0,0.0,144.65
2042,HS,96,Utah State,,14,0,0,0,10.0,4.0,93.95
2042,TRANSFER,96,Texas State,,9,0,0,1,7.0,1.0,80.65
2042,OVERALL,96,Army,,18,0,0,7,11.0,0.0,144.55
2042,HS,97,South Carolina,,12,0,0,0,11.0,1.0,92.85
2042,TRANSFER,97,Old Dominion,,9,0,0,0,9.0,0.0,79.0
2042,OVERALL,97,UTSA,,14,0,0,9,5.0,0.0,142.3
2042,HS,98,Marshall,,8,0,0,5,2.0,1.0,92.75
2042,TRANSFER,98,Western Kentucky,,10,0,0,0,8.0,2.0,78.7
2042,OVERALL,98,Oregon State,,18,0,0,7,9.0,2.0,142.0
2042,HS,99,University of Texas at San Antonio,,8,0,0,4,4.0,0.0,91.9
2042,TRANSFER,99,West Virginia,,4,0,4,0,0.0,0.0,78.4
2042,OVERALL,99,Utah State,,20,0,0,6,10.0,4.0,139.9
2042,HS,100,James Madison,,15,0,0,0,8.0,7.0,89.05
2042,TRANSFER,100,Oklahoma State,,6,0,0,4,2.0,0.0,76.5
2042,OVERALL,100,Rice,,20,0,0,5,15.0,0.0,138.75
2042,HS,101,Stanford,,6,0,0,6,0.0,0.0,85.35
2042,TRANSFER,101,Tulane,,5,0,0,5,0.0,0.0,72.45
2042,OVERALL,101,Arkansas State,,14,0,0,7,7.0,0.0,135.25
2042,HS,102,Air Force,,10,0,0,0,10.0,0.0,85.1
2042,TRANSFER,102,Rice,,5,0,0,5,0.0,0.0,72.45
2042,OVERALL,102,Ball State,,18,0,0,6,7.0,5.0,134.15
2042,HS,103,Texas State,,17,0,0,0,6.0,11.0,83.65
2042,TRANSFER,103,South Carolina,,5,0,0,5,0.0,0.0,72.45
2042,OVERALL,103,South Carolina,,17,0,0,5,11.0,1.0,133.5
2042,HS,104,Louisiana,,13,0,0,0,7.0,6.0,82.1
2042,TRANSFER,104,Utah,,5,0,0,5,0.0,0.0,72.45
2042,OVERALL,104,Georgia Southern,,13,0,0,8,4.0,1.0,133.4
2042,OVERALL,105,23 Georgia Tech,,2,0,1,1,0.0,0.0,34.85
2042,HS,105,Duke,,7,0,0,3,4.0,0.0,79.75
2042,TRANSFER,105,Michigan State,,5,0,0,5,0.0,0.0,72.45
2042,OVERALL,105,Arizona State,,11,0,0,10,1.0,0.0,132.7
2042,HS,106,Syracuse,,8,0,0,2,5.0,1.0,78.55
2042,TRANSFER,106,USC,,5,0,0,5,0.0,0.0,72.45
2042,OVERALL,106,Eastern Michigan,,19,0,0,8,1.0,10.0,132.4
2042,HS,107,Iowa State,,13,0,0,0,6.0,7.0,78.1
2042,TRANSFER,107,Louisiana Tech,,5,0,0,5,0.0,0.0,72.45
2042,OVERALL,107,Ohio,,15,0,0,6,7.0,2.0,131.0
2042,HS,108,North Texas,,5,0,1,3,1.0,0.0,72.9
2042,TRANSFER,108,Central Michigan,,8,0,0,0,8.0,0.0,72.3
2042,OVERALL,108,Pittsburgh,,9,0,3,5,1.0,0.0,129.65
2042,HS,109,Ohio,,9,0,0,0,7.0,2.0,71.95
2042,TRANSFER,109,Alabaster,,4,0,2,2,0.0,0.0,68.75
2042,OVERALL,109,Western Michigan,,18,0,0,4,10.0,4.0,126.85
2042,HS,110,Missouri State,,18,0,0,0,3.0,15.0,70.9
2042,TRANSFER,110,UTEP,,8,0,0,0,7.0,1.0,68.6
2042,OVERALL,110,Vanderbilt,,13,0,0,6,6.0,1.0,125.7
2042,OVERALL,111,Jax State,,10,0,0,0,1.0,9.0,47.55
2042,OVERALL,111,C. Carolina,,9,0,0,0,6.0,3.0,67.95
2042,OVERALL,111,New Mexico St.,,16,0,0,6,4.0,6.0,125.15
2042,HS,111,UNLV,,13,0,0,0,4.0,9.0,69.25
2042,TRANSFER,111,Coastal Carolina,,9,0,0,0,6.0,3.0,67.95
2042,OVERALL,111,New Mexico State,,16,0,0,6,4.0,6.0,125.15
2042,HS,112,Jacksonville State,,13,0,0,0,4.0,9.0,69.25
2042,TRANSFER,112,South Alabama,,9,0,0,0,6.0,3.0,67.95
2042,OVERALL,112,North Texas,,9,0,1,7,1.0,0.0,119.9
2042,OVERALL,113,C. Michigan,,9,0,0,0,,,39.5
2042,HS,113,Appalachian State,,5,0,0,4,1.0,0.0,67.9
2042,TRANSFER,113,Georgia State,,7,0,0,0,7.0,0.0,64.9
2042,OVERALL,113,James Madison,,18,0,0,3,8.0,7.0,116.15
2042,HS,114,UTEP,,15,0,0,0,3.0,12.0,67.75
2042,TRANSFER,114,Louisville,,5,0,0,3,2.0,0.0,63.15
2042,OVERALL,114,Texas State,,26,0,0,1,13.0,12.0,113.35
2042,OVERALL,115,18 Panama City,,1,0,1,0,,,20.0
2042,HS,115,Ball State,,10,0,0,0,5.0,5.0,66.7
2042,TRANSFER,115,Sam Houston,,7,0,0,0,6.0,1.0,60.9
2042,OVERALL,115,Northwestern,,20,0,0,1,15.0,4.0,112.6
2042,OVERALL,116,14 Hammond,,1,0,1,0,,,20.0
2042,HS,116,Maryland,,4,0,1,3,0.0,0.0,63.8
2042,TRANSFER,116,Liberty,,4,0,0,4,0.0,0.0,58.8
2042,OVERALL,116,Iowa State,,26,0,0,0,15.0,11.0,105.4
2042,HS,117,Charlotte,,23,0,0,0,1.0,22.0,63.3
2042,TRANSFER,117,North Texas,,4,0,0,4,0.0,0.0,58.8
2042,OVERALL,117,Akron,,21,0,0,0,12.0,9.0,105.3
2042,HS,118,Kent State,,12,0,0,0,3.0,9.0,62.45
2042,TRANSFER,118,Tulsa,,4,0,0,4,0.0,0.0,58.8
2042,OVERALL,118,Liberty,,8,0,0,7,1.0,0.0,104.75
2042,HS,119,Kennesaw St.,,12,0,0,0,3.0,9.0,62.45
2042,TRANSFER,119,Louisiana Monroe,,4,0,0,4,0.0,0.0,58.8
2042,OVERALL,119,Kennesaw St.,,22,0,0,0,12.0,10.0,104.65
2042,HS,120,Delaware,,10,0,0,0,4.0,6.0,62.15
2042,TRANSFER,120,Oregon State,,5,0,0,2,3.0,0.0,58.25
2042,OVERALL,120,Duke,,9,0,0,5,4.0,0.0,103.15
2042,HS,121,New Mexico St.,,10,0,0,0,4.0,6.0,62.15
2042,TRANSFER,121,Massachusetts,,7,0,0,0,5.0,2.0,56.6
2042,OVERALL,121,UL Monroe,,13,0,0,4,3.0,6.0,101.7
2042,HS,122,UMass,,7,0,0,1,4.0,2.0,61.6
2042,TRANSFER,122,Middle Tennessee,,4,0,0,3,1.0,0.0,54.05
2042,OVERALL,122,Missouri State,,21,0,0,3,3.0,15.0,101.0
2042,HS,123,Vanderbilt,,7,0,0,0,6.0,1.0,60.9
2042,TRANSFER,123,W. Michigan,,4,0,0,3,1.0,0.0,54.05
2042,TRANSFER,123,Western Michigan,,4,0,0,3,1.0,0.0,54.05
2042,OVERALL,123,Delaware,,22,0,0,0,12.0,10.0,100.75
2042,OVERALL,124,E. Michigan,,7,0,0,0,,,32.45
2042,OVERALL,124,W. Kentucky,,7,0,0,0,1.0,6.0,37.45
2042,HS,124,Toledo,,4,0,1,2,1.0,0.0,59.05
2042,TRANSFER,124,UNLV,,6,0,0,0,5.0,1.0,52.6
2042,OVERALL,124,UTEP,,23,0,0,0,10.0,13.0,99.85
2042,HS,125,Western Kentucky,,11,0,0,0,2.0,9.0,55.2
2042,TRANSFER,125,Kent State,,5,0,0,0,5.0,0.0,48.3
2042,OVERALL,125,Western Kentucky,,21,0,0,0,10.0,11.0,98.9
2042,HS,126,Louisiana-Monroe,,9,0,0,0,3.0,6.0,54.35
2042,HS,126,UL Monroe,,9,0,0,0,3.0,6.0,54.35
2042,TRANSFER,126,Charlotte,,6,0,0,0,4.0,2.0,48.05
2042,OVERALL,126,Old Dominion,,18,0,0,0,10.0,8.0,98.6
2042,HS,127,Liberty,,4,0,0,3,1.0,0.0,54.05
2042,TRANSFER,127,Missouri State,,3,0,0,3,0.0,0.0,44.55
2042,OVERALL,127,Massachusetts,,14,0,0,1,9.0,4.0,95.85
2042,OVERALL,127,UMass,,14,0,0,1,9.0,4.0,95.85
2042,HS,128,Sam Houston,,10,0,0,0,2.0,8.0,52.5
2042,TRANSFER,128,James Madison,,3,0,0,3,0.0,0.0,44.55
2042,OVERALL,128,UNLV,,19,0,0,0,9.0,10.0,95.0
2042,OVERALL,129,24 West Virginia,,1,0,1,0,,,20.0
2042,HS,129,Eastern Michigan,,11,0,0,0,1.0,10.0,50.25
2042,TRANSFER,129,Arkansas State,,3,0,0,3,0.0,0.0,44.55
2042,OVERALL,129,Georgia State,,16,0,0,0,9.0,7.0,93.65
2042,HS,130,South Alabama,,11,0,0,0,1.0,10.0,50.25
2042,TRANSFER,130,Army,,3,0,0,2,1.0,0.0,39.65
2042,OVERALL,130,Central Michigan,,18,0,0,0,8.0,10.0,92.2
2042,OVERALL,131,Kent State Golden Flashes,,17,0,0,0,8.0,9.0,91.35
2042,HS,131,Georgia State,,9,0,0,0,2.0,7.0,49.45
2042,TRANSFER,131,Arizona State,,3,0,0,2,1.0,0.0,39.65
2042,OVERALL,131,Kent State,,17,0,0,0,8.0,9.0,91.35
2042,HS,132,Akron,,10,0,0,0,1.0,9.0,47.55
2042,TRANSFER,132,Florida State,Nick,2,0,1,1,0.0,0.0,34.85
2042,OVERALL,132,Sam Houston,,17,0,0,0,8.0,9.0,90.7
2042,HS,133,Coastal Carolina,,7,0,0,0,3.0,4.0,47.3
2042,TRANSFER,133,Duke,,2,0,0,2,0.0,0.0,29.85
2042,OVERALL,133,Coastal Carolina,,16,0,0,0,9.0,7.0,90.7
2042,OVERALL,134,23 Pittsburgh,,0,0,0,0,0.0,0.0,0.0
2042,HS,134,Old Dominion,,9,0,0,0,1.0,8.0,44.5
2042,TRANSFER,134,Northwestern,,3,0,0,1,1.0,1.0,29.8
2042,OVERALL,134,South Alabama,,20,0,0,0,7.0,13.0,88.8
2042,HS,135,Georgia Southern,,5,0,0,0,4.0,1.0,43.75
2042,TRANSFER,135,Jacksonville State,,3,0,0,0,3.0,0.0,29.7
2042,OVERALL,135,Jacksonville State,,16,0,0,0,7.0,9.0,86.6
2042,HS,136,Central Michigan,,10,0,0,0,0.0,10.0,42.55
2042,TRANSFER,136,Pittsburgh,,1,0,0,0,1.0,0.0,10.0
2042,OVERALL,136,Charlotte,,29,0,0,0,5.0,24.0,82.85
