Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
45,Southern Mississippi,6,2,0.75,4.635,-4.267,0.1215,-25.4,2W,0,,8
46,Michigan State,5,2,0.714,4.528,-0.338,0.2314,80.0,1W,1,#25,7
47,Kansas,5,3,0.625,4.277,-5.233,-0.0141,-15.7,1W,0,,8
48,North Texas,4,3,0.571,3.902,-0.733,0.0463,0.4,1W,0,,7
49,USC,4,2,0.667,3.446,4.356,0.2629,6.0,2W,0,,6
50,Tulane,5,3,0.625,3.414,-1.457,0.0889,-10.9,1L,0,,8
51,Charlotte,4,2,0.667,3.367,-1.469,0.1479,27.4,1L,0,,6
52,Alabama,5,2,0.714,3.308,-1.063,0.2304,13.6,1L,1,#21,7
53,North Carolina,4,2,0.667,3.177,0.151,0.196,23.0,1L,0,,6
54,Oklahoma State,5,2,0.714,3.134,-1.982,0.1761,15.9,1L,2,#7,7
55,Temple,5,3,0.625,2.808,-1.17,0.1285,-8.0,3W,0,,8
56,San Diego State,5,2,0.714,2.738,-2.775,0.1378,13.3,4W,0,,7
57,Eastern Michigan,4,2,0.667,2.504,-7.529,-0.0223,-31.0,1L,0,,6
58,Indiana,3,3,0.5,2.431,-0.674,-0.0305,-4.0,3L,0,,6
59,Kent State,3,3,0.5,2.116,-5.304,-0.1502,-35.3,2W,0,,6
60,Kennesaw State,4,4,0.5,2.11,-0.317,-0.0053,-30.2,1W,0,,8
61,Virginia Tech,4,2,0.667,1.931,-2.675,0.0857,1.0,1W,0,,6
62,Baylor,4,3,0.571,1.848,-5.412,-0.0885,-26.7,2L,0,,7
63,NC State,3,4,0.429,1.781,4.169,0.0795,-9.0,1W,0,,7
64,Marshall,5,2,0.714,1.534,-4.897,0.0614,-2.0,1W,0,,7
65,Arizona,4,3,0.571,1.439,-1.659,0.0141,3.4,1W,1,#18,7
66,Vanderbilt,4,2,0.667,1.283,-3.303,0.0751,-5.0,1L,0,,6
67,Oklahoma,4,4,0.5,1.161,3.785,0.0783,29.7,3L,0,,8
68,Hammond,3,4,0.429,0.888,3.81,-0.003,-31.9,1L,0,,7
69,New Mexico State,5,2,0.714,0.77,-7.852,0.001,-25.1,2W,0,,7
70,Appalachian State,3,3,0.5,0.76,-4.016,-0.1174,-3.0,1L,0,,6
71,Wyoming,4,4,0.5,0.338,1.39,0.0519,-1.0,4L,0,,8
72,Rapid City,4,2,0.667,-0.296,-3.461,0.0998,27.6,1L,0,,6
73,Delaware,3,3,0.5,-0.353,-3.909,-0.0974,-28.4,1L,0,,6
74,Hawai'i,3,3,0.5,-0.555,0.688,0.0399,-12.0,1L,0,,6
75,Florida International,3,4,0.429,-0.702,-2.512,-0.1187,-16.0,1L,0,,7
76,Washington,3,4,0.429,-1.252,1.247,0.0241,53.4,2L,1,#9,7
77,Rutgers,4,4,0.5,-1.364,-2.264,-0.066,-17.0,1W,0,,8
78,Cincinnati,3,4,0.429,-1.643,-3.535,-0.1499,-41.1,1W,0,,7
79,Iowa State,4,3,0.571,-1.806,-0.434,0.0402,19.6,1L,0,,7
80,South Alabama,5,2,0.714,-1.82,-7.604,0.001,-28.5,1L,0,,7
81,Tulsa,5,2,0.714,-1.901,-0.624,0.2153,24.1,1L,0,,7
82,Northwestern,3,3,0.5,-2.094,-3.39,-0.0904,4.4,2L,0,,6
83,Georgia Southern,3,3,0.5,-2.324,-1.517,-0.0293,-8.0,1W,0,,6
84,Western Michigan,4,3,0.571,-2.737,-3.153,-0.0111,-9.0,1W,0,,7
85,Kansas State,4,3,0.571,-2.755,1.097,0.0956,33.7,2W,0,,7
86,Texas State,3,4,0.429,-2.845,-4.512,-0.1861,-12.5,1L,0,,7
87,Virginia,3,4,0.429,-3.133,-5.659,-0.1942,-39.3,1L,0,,7
88,Arkansas State,2,5,0.286,-3.235,-4.148,-0.341,-65.2,1L,0,,7
89,Washington State,4,3,0.571,-3.33,-4.911,-0.0573,12.6,1W,0,,7
90,Hawaii,1,2,0.333,-3.674,-0.551,-0.2324,-28.1,2L,0,,3
91,Sam Houston,4,4,0.5,-3.744,-5.774,-0.1743,-17.0,1W,0,,8
92,UCF,3,4,0.429,-4.288,-0.541,-0.0624,-14.0,3L,0,,7
93,Tennessee,2,5,0.286,-4.315,7.405,-0.0332,-9.0,5L,0,,7
94,UTSA,4,3,0.571,-4.374,-4.14,-0.0121,40.7,2L,0,,7
95,Boston College,2,4,0.333,-4.773,-7.082,-0.3322,-37.7,3L,0,,6
96,Central Michigan,3,3,0.5,-5.195,-6.926,-0.2101,-33.5,1W,0,,6
97,UTEP,3,3,0.5,-5.205,-2.279,-0.0481,-12.0,2L,0,,6
98,Death Valley,4,3,0.571,-5.258,-4.48,-0.0674,57.0,3W,1,#15,7
99,Massachusetts,2,5,0.286,-5.51,1.016,-0.164,-23.0,1W,0,,7
100,James Madison,3,4,0.429,-5.809,-4.153,-0.17,7.5,2L,0,,7
101,Coastal Carolina,3,5,0.375,-5.873,-1.033,-0.1461,-26.0,2L,0,,8
102,Gate City,1,5,0.167,-6.012,-5.227,-0.446,-0.7,1L,0,,6
103,Kentucky,2,5,0.286,-6.134,3.767,-0.1268,-35.5,5L,0,,7
104,Stanford,2,4,0.333,-6.448,-1.432,-0.2089,-27.5,3L,0,,6
105,Memphis,2,4,0.333,-6.645,-0.826,-0.1643,5.1,3L,0,,6
106,Arkansas,1,6,0.143,-7.006,8.88,-0.1358,9.2,4L,0,,7
107,Utah,2,7,0.222,-7.193,0.856,-0.2394,41.8,1W,1,#17,9
108,Rice,2,5,0.286,-7.254,1.241,-0.1268,-27.0,1L,0,,7
109,Purdue,2,6,0.25,-7.374,4.717,-0.103,-13.0,5L,0,,8
110,Louisville,2,4,0.333,-7.416,-0.036,-0.1585,-17.0,2L,0,,6
111,Colorado State,2,5,0.286,-7.451,-2.867,-0.2757,11.7,5L,0,,7
112,UNLV,3,4,0.429,-7.523,-3.867,-0.1781,-17.6,2L,0,,7
113,Louisiana,2,4,0.333,-7.611,-1.091,-0.1772,7.4,1W,0,,6
114,Oregon State,2,4,0.333,-7.786,-5.775,-0.2782,-36.7,2L,0,,6
115,California,2,5,0.286,-8.099,1.265,-0.1066,-2.7,2L,0,,7
116,Missouri,2,5,0.286,-9.317,1.686,-0.174,0.4,1W,0,,7
117,Iowa,2,4,0.333,-9.521,-5.244,-0.2981,-17.0,1L,0,,6
118,Syracuse,3,4,0.429,-9.558,-1.653,-0.1026,46.2,2L,0,,7
119,Old Dominion,3,4,0.429,-9.906,-5.777,-0.2173,-14.0,2L,0,,7
120,Georgia State,2,5,0.286,-9.923,-2.954,-0.2626,0.6,3L,0,,7
121,Alabaster,2,6,0.25,-10.278,-0.592,-0.2623,76.3,4L,1,#24,8
122,UConn,4,5,0.444,-10.395,-3.549,-0.1416,33.0,1L,0,,9
123,Illinois,2,4,0.333,-10.481,-0.166,-0.1432,81.3,1L,1,#19,6
124,Air Force,3,3,0.5,-10.573,-4.349,-0.0998,14.0,1L,0,,6
125,Middle Tennessee,2,5,0.286,-11.217,4.459,-0.0755,11.7,4L,0,,7
126,Minnesota,2,4,0.333,-11.374,-1.283,-0.1843,-13.0,1W,0,,6
127,Ball State,1,6,0.143,-11.59,0.57,-0.3048,-36.0,5L,0,,7
128,Colorado,2,5,0.286,-11.637,0.189,-0.2274,0.7,3L,0,,7
129,Army,2,4,0.333,-12.02,1.09,-0.0951,35.5,2L,0,,6
130,Miami University,2,4,0.333,-13.987,-1.176,-0.1948,11.8,1W,0,,6
131,Jacksonville State,1,6,0.143,-14.728,0.865,-0.3048,-36.0,4L,0,,7
132,Western Kentucky,1,6,0.143,-14.768,0.213,-0.326,1.1,6L,0,,7
133,South Carolina,1,6,0.143,-14.967,4.387,-0.2515,13.8,6L,0,,7
134,UL Monroe,1,6,0.143,-16.199,-4.077,-0.4427,-36.0,6L,0,,7
135,Utah State,1,6,0.143,-16.299,-0.276,-0.3622,-36.0,3L,0,,7
136,Maryland,1,6,0.143,-16.531,-2.169,-0.4054,-28.0,6L,0,,7
137,Akron,1,6,0.143,-23.012,-1.417,-0.3491,-36.0,6L,0,,7
