Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
1,Texas Tech,13,0,1.0,23.275,5.437,0.6863,15.0,13W,7,#9,13
2,Notre Dame,11,1,0.917,22.26,-0.388,0.3926,-2.4,4W,1,#12,12
3,USF,11,2,0.846,21.207,3.762,0.4957,-9.3,4W,6,#7,13
4,Bowling Green,12,1,0.923,19.316,5.674,0.6083,51.6,1L,7,#9,13
5,West Virginia,13,1,0.929,17.16,-1.683,0.3742,10.0,1L,1,#20,14
6,Florida State,11,3,0.786,15.816,7.772,0.5533,32.1,3W,7,#2,14
7,Texas A&M,11,2,0.846,14.312,-1.718,0.3434,-31.9,1W,3,#13,13
8,LSU,9,4,0.692,13.228,-0.04,0.2313,-33.7,2L,1,#5,13
9,Texas,9,3,0.75,13.219,2.364,0.355,-25.4,3W,1,#19,12
10,Georgia Tech,12,2,0.857,13.114,1.369,0.3974,12.0,6W,4,#11,14
11,UCLA,10,3,0.769,12.897,-3.165,0.1956,-77.7,2W,0,,13
12,Florida,9,4,0.692,12.869,7.548,0.4388,4.7,2L,2,#10,13
13,Clemson,10,3,0.769,11.849,0.586,0.3304,-20.0,8W,1,#23,13
14,Miami,11,5,0.688,11.217,1.234,0.2029,5.0,1W,1,#12,16
15,Pittsburgh,12,2,0.857,10.882,-1.525,0.3219,-21.8,5W,0,,14
16,San Jose State,10,3,0.769,10.817,7.292,0.4978,60.7,4W,5,#8,13
17,Ole Miss,9,5,0.643,9.985,2.253,0.252,37.7,1L,3,#6,14
18,Auburn,8,4,0.667,9.419,5.097,0.3439,100.8,2L,3,#7,12
19,Michigan,7,5,0.583,9.077,1.58,0.1432,-40.7,1L,1,#7,12
20,San Diego State,11,4,0.733,8.64,-2.561,0.1531,-73.1,5W,0,,15
21,TCU,8,4,0.667,8.47,0.867,0.1837,-22.8,1W,1,#16,12
22,Oregon,9,3,0.75,8.073,1.572,0.2846,10.0,2W,1,#22,12
23,North Carolina,10,3,0.769,8.031,2.027,0.3391,25.1,1L,1,#21,13
24,Georgia,8,4,0.667,7.964,5.521,0.3609,50.6,1L,2,#17,12
25,SMU,8,4,0.667,7.954,-2.0,0.0974,-36.8,1W,1,#21,12
26,Hammond,8,5,0.615,7.54,2.275,0.1874,-40.0,1L,2,#17,13
27,Wyoming,8,5,0.615,7.313,-1.101,0.1083,1.0,2W,0,,13
28,Oklahoma,7,6,0.538,7.287,3.308,0.1327,-32.4,1W,0,,13
29,Baylor,8,5,0.615,7.055,0.074,0.1289,-57.1,2W,0,,13
30,Ohio State,8,4,0.667,6.886,-0.301,0.1819,-5.2,1W,3,#7,12
31,BYU,10,3,0.769,6.877,1.41,0.3256,13.0,1L,1,#24,13
32,Southern Mississippi,9,5,0.643,6.804,-0.681,0.1227,-87.9,1L,0,,14
33,Troy,10,4,0.714,6.587,-3.828,0.0951,-66.7,1W,0,,14
34,Fresno State,11,3,0.786,6.568,-2.01,0.2324,10.0,2L,0,,14
35,NC State,7,5,0.583,6.483,3.558,0.2119,-9.0,1L,1,#21,12
36,East Carolina,9,4,0.692,6.388,-2.336,0.143,-49.8,1W,0,,13
37,Penn State,7,6,0.538,6.251,1.696,0.0666,-6.0,1W,0,,13
38,Houston,10,4,0.714,5.882,-4.381,0.076,-46.1,2L,0,,14
39,Wake Forest,11,3,0.786,5.871,-1.831,0.2274,-9.4,2L,1,#20,14
40,Nebraska,9,5,0.643,5.591,5.752,0.3159,96.1,2L,3,#19,14
41,Tulane,8,4,0.667,5.511,-0.884,0.1408,-53.8,3W,0,,12
42,Ohio,10,4,0.714,5.453,-0.953,0.1469,-21.2,2L,0,,14
43,Arizona State,8,5,0.615,5.257,0.324,0.1555,-23.2,2L,2,#17,13
44,USC,8,4,0.667,5.228,4.215,0.2758,35.4,1L,1,#25,12
45,Missouri State,11,3,0.786,5.126,-3.751,0.173,-14.4,6W,0,,14
46,Arizona,9,4,0.692,5.044,-1.64,0.1582,-43.1,2W,3,#7,13
47,Virginia Tech,9,4,0.692,4.951,1.867,0.2714,29.1,2W,0,,13
48,Georgia Southern,8,4,0.667,4.861,-3.353,0.0428,-31.8,4W,0,,12
49,Oklahoma State,9,4,0.692,4.622,-0.639,0.1793,0.0,1L,3,#7,13
50,Eastern Michigan,8,4,0.667,4.217,-4.473,0.017,-60.2,2W,0,,12
51,Alabama,9,4,0.692,3.848,4.43,0.4036,181.3,3W,3,#11,13
52,Navy,8,5,0.615,3.721,-2.594,0.0033,-75.4,1W,0,,13
53,Arkansas,6,7,0.462,3.35,3.434,0.0466,-12.1,2W,0,,13
54,Delaware,8,4,0.667,3.241,-4.259,0.0323,-54.8,3W,0,,12
55,Washington,7,5,0.583,3.069,0.23,0.1485,56.7,3W,1,#9,12
56,Marshall,8,4,0.667,2.717,-3.139,0.0628,-29.2,1W,0,,12
57,Duke,7,6,0.538,2.596,2.849,0.1712,69.5,1W,1,#25,13
58,Toledo,7,6,0.538,2.581,-2.259,-0.0515,-76.7,1W,0,,13
59,Washington State,8,5,0.615,2.558,-2.766,0.039,-44.4,1L,0,,13
60,Florida International,7,6,0.538,2.168,-2.776,-0.0423,-46.8,1W,0,,13
61,Charlotte,6,6,0.5,0.819,-0.103,0.0059,5.6,2L,0,,12
62,Panama City,6,7,0.462,0.41,0.63,-0.0,13.5,1W,1,#13,13
63,Boise State,7,6,0.538,0.35,-4.105,-0.0953,-21.0,1W,0,,13
64,Miami University,8,5,0.615,0.198,-2.255,0.045,5.0,1L,0,,13
65,Indiana,6,6,0.5,0.166,-0.908,-0.0153,-7.0,1W,0,,12
66,Death Valley,8,7,0.533,0.057,-0.66,0.0075,75.9,1L,2,#3,15
67,North Texas,6,7,0.462,0.02,-1.38,-0.0823,-18.1,3L,0,,13
68,Michigan State,6,6,0.5,-0.049,0.162,0.0,52.0,3L,1,#25,12
69,Kennesaw State,6,6,0.5,-0.238,-1.717,-0.0399,13.5,1L,0,,12
70,Louisiana Tech,7,6,0.538,-0.255,-3.316,-0.0433,-43.3,2L,0,,13
71,Rapid City,7,6,0.538,-0.534,-2.641,-0.019,-30.5,3W,1,#7,13
72,Memphis,7,5,0.583,-0.677,-0.929,0.0833,32.6,1W,0,,12
73,Liberty,7,6,0.538,-0.76,-4.171,-0.0737,-19.3,4L,0,,13
74,Kansas,5,7,0.417,-0.843,-1.76,-0.125,-34.0,4L,0,,12
75,Temple,7,6,0.538,-0.899,-0.448,0.0574,-11.5,1L,0,,13
76,Wisconsin,4,8,0.333,-0.927,1.071,-0.1115,-45.2,1W,0,,12
77,Mississippi State,7,7,0.5,-1.286,-2.86,-0.085,-64.8,2L,0,,14
78,Hawai'i,6,4,0.6,-1.524,-2.223,0.0331,-11.0,1L,0,,10
79,New Mexico State,8,6,0.571,-1.564,-5.274,-0.077,-58.2,2L,0,,14
80,Iowa State,6,7,0.462,-1.637,-0.694,-0.0948,-69.8,1W,0,,13
81,UTSA,8,5,0.615,-1.78,-3.289,0.0265,4.9,2L,0,,13
82,Sam Houston,6,6,0.5,-2.015,-4.437,-0.1397,-12.6,1L,0,,12
83,Purdue,5,7,0.417,-2.145,2.636,0.007,49.9,2W,1,#7,12
84,Northwestern,6,7,0.462,-2.145,-3.403,-0.1484,-19.9,3L,0,,13
85,Rutgers,6,6,0.5,-2.157,-2.721,-0.088,-34.8,2L,0,,12
86,Louisiana,7,6,0.538,-2.268,-3.803,-0.0899,-60.7,1W,0,,13
87,Texas State,5,7,0.417,-2.599,-3.938,-0.2124,-43.1,1W,0,,12
88,Arkansas State,5,7,0.417,-2.876,-1.659,-0.1379,-3.4,2L,0,,12
89,Virginia,4,8,0.333,-3.1,-3.44,-0.2523,-53.3,2L,0,,12
90,Tennessee,5,7,0.417,-3.185,6.222,0.1303,78.8,3W,1,#15,12
91,South Alabama,7,5,0.583,-3.449,-5.806,-0.1068,-40.7,1W,0,,12
92,Kent State,5,7,0.417,-3.507,-0.089,-0.1121,-24.0,1W,0,,12
93,Utah,4,8,0.333,-3.619,-1.646,-0.2083,120.5,1L,2,#15,12
94,Gate City,4,8,0.333,-3.71,-1.327,-0.1596,136.6,3L,2,#11,12
95,Kansas State,6,6,0.5,-3.892,1.475,0.0716,61.5,1W,0,,12
96,Vanderbilt,6,6,0.5,-3.944,-3.296,-0.1215,-21.0,3L,0,,12
97,Old Dominion,4,8,0.333,-4.163,-0.234,-0.1749,13.6,4L,0,,12
98,Louisville,5,8,0.385,-4.325,2.238,-0.0385,70.8,2W,0,,13
99,Stanford,3,9,0.25,-4.468,1.49,-0.1978,-36.0,1L,0,,12
100,Boston College,5,7,0.417,-4.564,-2.869,-0.1649,-45.9,1W,0,,12
101,Alabaster,4,9,0.308,-4.586,0.638,-0.1338,80.3,2L,1,#24,13
102,UTEP,7,6,0.538,-4.677,-1.543,0.0114,72.4,1L,0,,13
103,Georgia State,4,9,0.308,-4.717,-1.932,-0.234,-60.1,3L,0,,13
104,UCF,5,8,0.385,-4.743,2.324,-0.0049,-24.0,4L,0,,13
105,Colorado State,7,7,0.5,-4.807,-2.331,-0.0548,83.0,4W,0,,14
106,UNLV,5,8,0.385,-4.859,-1.753,-0.162,17.3,2L,0,,13
107,Appalachian State,5,8,0.385,-5.091,-1.911,-0.169,39.9,2L,0,,13
108,Cincinnati,5,7,0.417,-5.523,-4.12,-0.2001,-50.6,2L,0,,12
109,Hawaii,2,5,0.286,-5.558,-0.975,-0.2465,3.4,1L,0,,7
110,Rice,3,9,0.25,-5.647,-0.202,-0.2265,-0.5,1L,0,,12
111,Syracuse,5,7,0.417,-5.778,-0.129,-0.0792,-18.0,1L,0,,12
112,Massachusetts,4,8,0.333,-5.85,0.06,-0.1585,-35.0,2L,0,,12
113,Middle Tennessee,4,8,0.333,-6.636,-1.346,-0.196,31.4,1W,0,,12
114,Colorado,3,9,0.25,-6.977,0.305,-0.2195,38.4,4L,1,#22,12
115,Central Michigan,5,7,0.417,-7.094,-4.762,-0.2482,-12.8,3L,0,,12
116,James Madison,5,7,0.417,-7.213,-3.501,-0.1972,13.9,2W,0,,12
117,Oregon State,4,8,0.333,-7.416,-1.573,-0.2007,-7.4,2L,0,,12
118,Western Michigan,6,7,0.462,-7.738,-3.512,-0.1528,37.0,1L,0,,13
119,Coastal Carolina,4,8,0.333,-8.641,-4.023,-0.3128,33.8,2L,0,,12
120,Iowa,4,8,0.333,-8.703,-0.648,-0.1813,-8.5,1L,0,,12
121,Army,5,7,0.417,-8.76,-1.094,-0.1127,84.7,2W,0,,12
122,Tulsa,5,7,0.417,-8.889,-0.018,-0.0722,64.1,6L,0,,12
123,Illinois,4,8,0.333,-9.655,-2.883,-0.2312,75.2,1W,1,#19,12
124,Missouri,3,9,0.25,-10.291,2.677,-0.1397,-24.0,4L,0,,12
125,Ball State,3,9,0.25,-10.321,-2.049,-0.3181,10.9,1L,0,,12
126,Kentucky,2,10,0.167,-10.65,5.126,-0.1655,-33.0,10L,0,,12
127,UConn,5,8,0.385,-10.745,-1.526,-0.1414,62.7,2L,0,,13
128,Air Force,4,8,0.333,-11.231,-3.37,-0.2717,22.4,5L,0,,12
129,California,2,10,0.167,-11.949,1.195,-0.2676,-19.8,7L,0,,12
130,Minnesota,3,9,0.25,-13.566,0.96,-0.2154,5.9,4L,0,,12
131,UL Monroe,2,10,0.167,-13.577,-2.394,-0.3967,-11.8,3L,0,,12
132,Akron,3,10,0.231,-14.327,-3.613,-0.3803,29.2,2L,0,,13
133,Western Kentucky,2,10,0.167,-14.356,-1.452,-0.3744,9.6,3L,0,,12
134,Jacksonville State,1,11,0.083,-14.619,-0.645,-0.4231,-66.0,9L,0,,12
135,Utah State,1,11,0.083,-14.987,-1.715,-0.4601,-66.0,8L,0,,12
136,Maryland,1,11,0.083,-16.421,0.75,-0.3938,-50.0,11L,0,,12
137,South Carolina,1,11,0.083,-16.777,5.038,-0.25,-12.0,11L,0,,12
