Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
51,Charlotte,4,1,0.8,4.152,-2.639,0.2352,1.0,2W,0,,5
52,Florida State,3,2,0.6,3.976,2.609,0.2211,49.2,1W,1,#15,5
53,UCLA,4,1,0.8,3.591,-11.362,0.0662,-1.0,1L,0,,5
54,Miami,4,3,0.571,3.584,2.853,0.0895,2.0,4W,0,,7
55,North Carolina,3,1,0.75,3.432,-3.379,0.1708,18.9,3W,0,,4
56,Baylor,4,2,0.667,3.298,-6.814,-0.0129,-3.0,1L,0,,6
57,USC,2,2,0.5,2.766,7.287,0.1567,2.0,2L,0,,4
58,Boise State,3,3,0.5,2.648,-3.781,-0.0786,-39.9,1L,0,,6
59,Wyoming,4,2,0.667,2.216,-2.979,0.0869,3.0,2L,0,,6
60,Kennesaw State,3,3,0.5,2.087,0.429,-0.0246,-26.6,2W,0,,6
61,Wisconsin,1,4,0.2,1.946,6.547,-0.0901,-16.0,3L,0,,5
62,Hammond,3,3,0.5,1.44,5.136,0.1138,-3.0,3W,0,,6
63,Tulsa,5,1,0.833,1.178,-2.721,0.2664,6.0,3W,0,,6
64,Fresno State,4,1,0.8,0.917,-3.109,0.2324,21.3,1L,0,,5
65,Southern Mississippi,4,2,0.667,0.867,-6.01,-0.0047,-24.8,1L,0,,6
66,North Texas,3,2,0.6,0.779,-4.986,-0.0338,-8.0,2L,0,,5
67,Northwestern,3,2,0.6,0.639,-3.666,0.0113,-6.0,1L,0,,5
68,UCF,3,2,0.6,0.097,-5.55,-0.0056,-8.0,1L,0,,5
69,Tennessee,2,3,0.4,-0.054,4.147,-0.0254,-5.0,3L,0,,5
70,Sam Houston,3,3,0.5,-0.255,-4.92,-0.1502,-29.9,2L,0,,6
71,San Diego State,3,2,0.6,-0.509,-3.961,0.0042,-6.0,2W,0,,5
72,Rapid City,4,1,0.8,-0.58,-3.304,0.2155,31.4,1W,0,,5
73,New Mexico State,4,2,0.667,-0.659,-6.728,0.0059,-7.2,1W,0,,6
74,South Alabama,4,1,0.8,-0.729,-10.002,0.0155,-25.8,4W,0,,5
75,NC State,2,3,0.4,-0.956,6.745,0.1479,17.6,1W,0,,5
76,Hawai'i,3,2,0.6,-1.245,-2.234,0.0662,-8.0,1W,0,,5
77,Temple,3,3,0.5,-1.623,-1.323,-0.007,-12.0,1W,0,,6
78,Rutgers,3,3,0.5,-2.007,-3.758,-0.0951,-14.0,3L,0,,6
79,Cincinnati,2,3,0.4,-2.034,-5.812,-0.2437,-37.7,1W,0,,5
80,Washington,3,2,0.6,-2.042,-1.827,0.0901,55.6,1W,1,#9,5
81,Arkansas State,1,4,0.2,-2.185,-0.913,-0.2887,-24.0,2L,0,,5
82,Memphis,2,3,0.4,-2.265,-0.274,-0.069,-11.0,2L,0,,5
83,Western Michigan,3,2,0.6,-2.422,-5.389,-0.0493,-6.0,3W,0,,5
84,Delaware,3,2,0.6,-2.536,-8.016,-0.1324,-22.9,3W,0,,5
85,California,2,3,0.4,-2.557,-2.858,-0.1197,-15.0,1W,0,,5
86,UTEP,3,2,0.6,-2.61,-1.764,0.0718,25.3,1L,0,,5
87,Central Michigan,2,2,0.5,-2.731,-11.207,-0.3239,-47.4,1L,0,,4
88,UTSA,4,2,0.667,-3.617,-2.644,0.1455,48.9,1L,0,,6
89,Florida International,2,3,0.4,-3.845,-3.433,-0.1718,-11.0,1W,0,,5
90,Colorado State,2,3,0.4,-3.885,-9.114,-0.338,-50.5,3L,0,,5
91,James Madison,3,2,0.6,-3.935,-5.614,-0.0197,12.8,1W,0,,5
92,Iowa State,3,2,0.6,-3.998,1.859,0.1324,26.0,2W,0,,5
93,Arizona,3,3,0.5,-4.086,-6.25,-0.2124,-49.8,3L,0,,6
94,Boston College,2,3,0.4,-4.252,-9.049,-0.3183,-13.0,2L,0,,5
95,Stanford,2,3,0.4,-4.321,-5.585,-0.2465,-9.0,2L,0,,5
96,Coastal Carolina,3,3,0.5,-4.564,-2.871,-0.0599,-12.0,3W,0,,6
97,Virginia,2,3,0.4,-4.808,-7.361,-0.2465,-11.5,1W,0,,5
98,Kentucky,2,3,0.4,-4.966,3.924,-0.0056,-9.0,3L,0,,5
99,Purdue,2,4,0.333,-5.049,4.825,-0.0305,-11.0,3L,0,,6
100,Texas State,2,3,0.4,-5.183,-2.91,-0.1606,-1.5,2L,0,,5
101,Appalachian State,2,2,0.5,-5.201,-9.645,-0.2852,0.0,1W,0,,4
102,Georgia Southern,2,3,0.4,-5.981,-1.305,-0.1085,10.3,1L,0,,5
103,Massachusetts,1,4,0.2,-6.039,4.978,-0.1085,-20.0,4L,0,,5
104,Syracuse,3,3,0.5,-6.125,-0.661,0.0035,14.3,1L,0,,6
105,UNLV,3,2,0.6,-6.132,-6.407,-0.0606,25.1,3W,0,,5
106,Washington State,3,3,0.5,-6.166,-5.076,-0.1138,10.4,1L,0,,6
107,Kent State,1,3,0.25,-6.423,-1.59,-0.3292,-33.0,3L,0,,4
108,Gate City,1,4,0.2,-6.579,-6.502,-0.4338,3.8,1W,0,,5
109,Army,2,2,0.5,-6.584,0.089,0.0546,37.1,2W,0,,4
110,Missouri,1,4,0.2,-6.751,3.153,-0.2169,-16.0,1L,0,,5
111,Kansas State,2,3,0.4,-6.847,1.762,-0.0704,2.5,1L,0,,5
112,Old Dominion,3,2,0.6,-7.057,-7.858,-0.0986,-2.0,2W,0,,5
113,Oregon State,2,3,0.4,-7.558,-7.261,-0.2521,-30.7,1L,0,,5
114,Utah,1,5,0.167,-7.823,-1.391,-0.3862,-17.0,1L,0,,6
115,Louisville,2,3,0.4,-7.902,-1.949,-0.1282,-11.0,1L,0,,5
116,Alabaster,2,4,0.333,-7.984,-2.046,-0.196,58.0,2L,1,#24,6
117,Iowa,1,3,0.25,-8.126,2.005,-0.2042,-14.0,2L,0,,4
118,Georgia State,2,4,0.333,-9.724,-4.525,-0.257,6.7,2L,0,,6
119,Arkansas,1,4,0.2,-10.208,7.441,-0.1521,10.8,2L,0,,5
120,Ball State,1,5,0.167,-10.262,0.733,-0.2735,-30.0,4L,0,,6
121,Air Force,2,2,0.5,-10.432,-2.107,-0.0246,16.3,2L,0,,4
122,Death Valley,2,3,0.4,-11.114,-7.971,-0.3606,7.6,1W,0,,5
123,UConn,3,4,0.429,-11.412,-3.139,-0.1398,39.8,1L,0,,7
124,Middle Tennessee,2,3,0.4,-12.224,3.808,0.0056,21.7,2L,0,,5
125,Louisiana,1,3,0.25,-12.426,-2.597,-0.2993,-18.0,1L,0,,4
126,Colorado,2,3,0.4,-12.807,-5.359,-0.2507,9.5,1L,0,,5
127,Rice,1,4,0.2,-12.97,0.315,-0.2324,-24.0,4L,0,,5
128,Jacksonville State,1,5,0.167,-13.439,-0.289,-0.3122,-30.0,3L,0,,6
129,South Carolina,1,4,0.2,-14.213,-2.571,-0.3521,18.2,4L,0,,5
130,UL Monroe,1,5,0.167,-14.431,-3.272,-0.3944,-30.0,5L,0,,6
131,Illinois,1,3,0.25,-15.599,-1.943,-0.2729,33.2,2L,0,,4
132,Utah State,1,4,0.2,-16.079,-0.701,-0.2986,-24.0,1L,0,,5
133,Miami University,1,4,0.2,-16.518,-0.779,-0.3028,-24.0,2L,0,,5
134,Minnesota,1,3,0.25,-16.601,-1.945,-0.2799,-14.0,1W,0,,4
135,Western Kentucky,1,4,0.2,-17.102,-1.948,-0.3366,13.9,4L,0,,5
136,Maryland,1,4,0.2,-18.154,-0.852,-0.2972,-16.0,4L,0,,5
137,Akron,1,4,0.2,-23.866,-5.476,-0.4183,-24.0,4L,0,,5
