Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
1,Texas Tech,6,0,1.0,26.777,6.144,0.6878,8.0,6W,2,#14,6
2,Bowling Green,6,0,1.0,23.913,3.748,0.6232,6.0,6W,3,#12,6
3,LSU,6,0,1.0,23.015,-6.713,0.3345,5.0,6W,0,,6
4,USF,4,1,0.8,21.919,2.094,0.3915,-18.4,1W,2,#8,5
5,Notre Dame,6,0,1.0,21.549,-7.313,0.2606,5.0,6W,0,,6
6,Michigan,5,0,1.0,20.704,-2.335,0.4479,4.0,5W,1,#7,5
7,BYU,4,0,1.0,19.663,-5.917,0.3574,5.0,4W,0,,4
8,Ole Miss,5,0,1.0,19.374,-6.596,0.3915,3.0,5W,2,#6,5
9,Texas A&M,5,0,1.0,19.329,-5.086,0.4085,6.0,5W,0,,5
10,TCU,4,1,0.8,17.666,1.987,0.3225,1.0,3W,1,#16,5
11,Houston,6,0,1.0,13.19,-7.031,0.331,5.0,6W,0,,6
12,West Virginia,6,0,1.0,12.511,-9.722,0.2242,5.0,6W,0,,6
13,Mississippi State,3,1,0.75,11.848,-2.547,0.1989,-20.2,2W,0,,4
14,Texas,3,2,0.6,11.726,1.707,0.1986,-20.1,2W,0,,5
15,Navy,5,1,0.833,11.517,-6.043,0.1643,-19.7,1W,0,,6
16,Penn State,4,2,0.667,11.494,-1.089,0.1444,1.0,1L,0,,6
17,Oregon,4,1,0.8,11.257,1.57,0.2901,3.0,2W,1,#22,5
18,Troy,4,2,0.667,11.103,-6.872,-0.02,-51.4,3W,0,,6
19,Oklahoma State,4,1,0.8,10.583,-0.579,0.3155,5.0,1L,1,#24,5
20,Georgia Tech,4,1,0.8,10.28,-2.385,0.2014,2.0,4W,0,,5
21,Pittsburgh,5,0,1.0,10.197,-10.15,0.2268,4.0,5W,0,,5
22,Arizona State,4,2,0.667,9.821,2.564,0.1972,1.0,1L,0,,6
23,Louisiana Tech,4,1,0.8,9.819,-4.107,0.2042,3.0,2W,0,,5
24,Toledo,4,2,0.667,9.734,-1.276,0.0939,-30.0,1L,0,,6
25,Florida,4,1,0.8,9.394,8.645,0.5394,43.0,1W,2,#10,5
26,Michigan State,4,1,0.8,9.129,0.913,0.3563,23.5,1W,1,#25,5
27,Georgia,3,1,0.75,8.817,-3.609,0.1708,-7.9,1L,0,,4
28,Nebraska,4,1,0.8,8.143,-3.059,0.2521,5.0,4W,1,#19,5
29,Wake Forest,5,0,1.0,8.102,-6.339,0.3394,8.0,5W,0,,5
30,Clemson,2,3,0.4,7.881,0.417,-0.0028,-26.6,1L,0,,5
31,Indiana,3,1,0.75,7.621,-5.503,0.0792,0.0,1L,0,,4
32,Missouri State,4,1,0.8,7.367,-6.211,0.1268,-1.0,3W,0,,5
33,East Carolina,5,1,0.833,7.162,-8.087,0.1303,-25.0,1L,0,,6
34,Duke,4,1,0.8,7.139,-3.066,0.2732,5.0,1W,1,#25,5
35,Auburn,4,1,0.8,6.865,0.386,0.3549,7.0,2W,2,#16,5
36,Tulane,4,2,0.667,6.844,-4.722,0.0329,-36.4,1W,0,,6
37,Ohio State,3,2,0.6,6.753,-6.638,-0.0366,-10.0,1W,0,,5
38,Ohio,4,1,0.8,6.545,-11.054,0.0197,-23.5,2W,0,,5
39,San Jose State,5,1,0.833,6.448,6.152,0.5059,76.9,1W,3,#8,6
40,Panama City,3,2,0.6,6.112,-4.32,-0.0211,-29.3,1W,0,,5
41,Virginia Tech,3,1,0.75,6.025,-6.695,0.0511,-4.0,1W,0,,4
42,Kansas,4,2,0.667,5.541,-5.661,0.0047,-13.9,1W,0,,6
43,Marshall,4,1,0.8,5.22,-6.105,0.1296,-19.9,2W,0,,5
44,Oklahoma,4,2,0.667,5.167,1.256,0.1561,-3.0,1L,0,,6
45,Vanderbilt,3,1,0.75,5.055,-7.133,0.0511,-4.0,1L,0,,4
46,Alabama,5,1,0.833,4.92,-2.903,0.3181,32.5,1W,1,#21,6
47,Liberty,4,1,0.8,4.808,-8.527,0.093,-19.4,1W,0,,5
48,SMU,4,1,0.8,4.748,-6.249,0.1366,5.0,1L,0,,5
49,Hawaii,1,1,0.5,4.486,-8.772,-0.2958,-29.5,1L,0,,2
50,Eastern Michigan,4,1,0.8,4.305,-5.534,0.1761,-0.2,4W,0,,5
