Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
26,Ohio,6,1,0.857,8.141,-8.362,0.1016,-26.2,2W,0,,7
27,Tennessee,5,3,0.625,8.07,-2.755,0.059,-52.6,1L,1,#14,8
28,Ole Miss,5,2,0.714,7.576,5.364,0.3501,44.4,2W,1,#17,7
29,East Carolina,7,0,1.0,7.517,-5.61,0.341,12.0,7W,0,,7
30,Air Force,5,2,0.714,7.138,-4.368,0.0976,-49.6,1L,0,,7
31,Syracuse,5,3,0.625,7.123,-0.648,0.1382,-2.0,2L,0,,8
32,Kansas State,6,2,0.75,6.665,-4.813,0.1065,-26.8,3W,0,,8
33,BYU,5,2,0.714,6.331,-2.268,0.1922,18.2,2W,2,#20,7
34,San Diego State,5,2,0.714,5.844,-7.813,-0.0211,-52.3,1L,0,,7
35,TCU,5,2,0.714,5.844,-2.384,0.1227,-25.1,2W,1,#20,7
36,West Virginia,5,2,0.714,5.695,-5.824,0.0986,-25.8,3W,0,,7
37,Auburn,4,4,0.5,5.664,-0.815,-0.0018,-29.0,1L,0,,8
38,Memphis,6,2,0.75,5.636,-3.622,0.1593,-21.9,1W,0,,8
39,North Carolina,5,3,0.625,5.572,2.75,0.2588,-2.0,1W,0,,8
40,Panama City,5,3,0.625,5.172,3.699,0.2069,3.0,1W,0,,8
41,Clemson,5,2,0.714,5.082,0.091,0.2555,19.8,5W,0,,7
42,Wisconsin,6,2,0.75,4.928,-0.037,0.2271,66.7,1L,1,#24,8
43,Maryland,5,3,0.625,4.9,0.156,0.1593,-6.0,1W,0,,8
44,Appalachian State,5,2,0.714,4.832,-9.837,-0.1056,-58.8,5W,0,,7
45,Wyoming,4,4,0.5,4.581,-4.732,-0.1364,-62.2,1W,0,,8
46,Southern Mississippi,5,2,0.714,4.408,-3.543,0.0835,-22.1,3W,0,,7
47,Alabama,4,3,0.571,4.3,1.099,0.1378,-21.9,1L,2,#25,7
48,Western Michigan,5,2,0.714,4.2,-6.529,0.0372,-28.9,1L,0,,7
49,Oregon State,5,2,0.714,4.103,-1.295,0.2113,-17.7,4W,0,,7
50,Georgia Tech,3,4,0.429,4.087,6.673,0.0573,-10.0,1W,0,,7
51,Oklahoma,4,3,0.571,4.029,5.129,0.1449,44.4,1L,2,#16,7
52,Navy,4,4,0.5,3.942,-2.761,-0.0572,-13.0,1W,0,,8
53,Central Michigan,5,3,0.625,3.564,-7.015,-0.0951,-80.1,2L,0,,8
54,UConn,4,3,0.571,3.444,-3.47,-0.0272,-23.4,1W,0,,7
55,Cincinnati,4,3,0.571,3.259,-2.413,0.0473,38.0,1W,1,#9,7
56,Penn State,4,4,0.5,3.199,5.254,0.1347,15.3,1L,0,,8
57,Rutgers,6,1,0.857,2.344,-4.813,0.2465,11.0,4W,0,,7
58,Louisiana Tech,4,3,0.571,1.861,-4.064,-0.0312,-34.9,2W,0,,7
59,Middle Tennessee,7,1,0.875,1.809,-5.527,0.2016,10.0,5W,0,,8
60,New Mexico State,4,3,0.571,1.567,-5.795,-0.1076,-59.3,1W,0,,7
61,Boise State,4,4,0.5,1.304,-1.287,-0.0053,-5.7,2W,0,,8
62,Iowa,5,4,0.556,0.934,-0.108,0.0438,-0.9,1W,0,,9
63,Duke,4,4,0.5,0.734,1.324,0.0907,22.3,2L,0,,8
64,Tulane,5,3,0.625,0.675,-2.795,0.0651,-0.4,1L,0,,8
65,Colorado,3,4,0.429,0.524,-1.024,-0.0755,-17.8,1L,0,,7
66,North Texas,4,4,0.5,0.48,-3.433,-0.0836,-37.0,2W,0,,8
67,SMU,3,4,0.429,0.235,1.254,-0.0755,-34.6,1L,0,,7
68,Arizona,4,3,0.571,0.049,0.882,0.1147,-5.0,2L,0,,7
69,Georgia,4,3,0.571,-0.091,6.888,0.2254,74.1,2W,1,#20,7
70,Missouri State,5,2,0.714,-0.22,-5.371,0.0624,-20.3,1L,0,,7
71,Alabaster,4,3,0.571,-0.267,2.251,0.1901,45.3,1L,0,,7
72,Gate City,4,5,0.444,-0.305,-1.032,-0.0618,-15.0,1W,1,#16,9
73,Purdue,4,3,0.571,-1.221,0.056,0.0855,11.8,1W,0,,7
74,Tulsa,3,5,0.375,-1.351,-2.345,-0.1717,-11.0,1L,0,,8
75,Akron,3,5,0.375,-1.666,-5.225,-0.2817,-46.4,1W,0,,8
76,Georgia Southern,4,4,0.5,-1.736,-2.366,-0.0616,-34.1,2W,0,,8
77,Kentucky,4,4,0.5,-1.975,1.407,0.0106,35.3,1W,1,#17,8
78,James Madison,3,4,0.429,-2.583,-2.668,-0.1388,-34.2,1W,0,,7
79,Eastern Michigan,4,3,0.571,-2.586,-4.674,-0.0624,-31.1,1L,0,,7
80,Arizona State,3,4,0.429,-2.974,0.836,-0.0775,-10.0,3L,0,,7
81,Miami University,2,4,0.333,-3.014,0.995,-0.0904,0.8,4L,0,,6
82,UCF,4,4,0.5,-3.054,-0.752,0.0035,21.0,2W,0,,8
83,UL Monroe,4,4,0.5,-3.157,-2.707,-0.0678,8.3,1L,0,,8
84,Florida International,2,5,0.286,-3.253,-4.293,-0.3089,-23.0,3L,0,,7
85,Kansas,3,5,0.375,-3.325,2.205,-0.0493,-16.0,2L,0,,8
86,Delaware,4,3,0.571,-3.326,-4.154,-0.0201,-9.0,1W,0,,7
87,LSU,3,4,0.429,-3.598,7.303,0.1449,74.5,2L,1,#14,7
88,Fresno State,3,4,0.429,-3.904,-3.31,-0.1509,-16.0,3L,0,,7
89,Utah,4,4,0.5,-3.92,-4.734,-0.1162,-7.0,3W,0,,8
90,Toledo,3,5,0.375,-3.937,-2.519,-0.1734,-9.5,1W,0,,8
91,Washington State,4,4,0.5,-3.962,-1.319,-0.0282,7.6,3L,0,,8
92,Colorado State,4,3,0.571,-4.063,-1.057,0.0805,20.0,2L,0,,7
93,Indiana,3,5,0.375,-4.084,0.189,-0.0942,-6.6,3L,0,,8
94,Hawai'i,4,4,0.5,-4.952,-5.798,-0.1629,19.9,1L,0,,8
95,Army,3,3,0.5,-5.089,-4.822,-0.1479,-12.0,1W,0,,6
96,Liberty,3,4,0.429,-5.117,-7.45,-0.2857,-10.4,1L,0,,7
97,Mississippi State,3,4,0.429,-5.332,2.121,0.0302,12.1,1W,0,,7
98,Rice,3,4,0.429,-5.457,0.727,-0.0191,4.6,1W,0,,7
99,Western Kentucky,4,4,0.5,-5.55,-5.494,-0.1629,37.5,1W,0,,8
100,Rapid City,2,6,0.25,-5.59,5.176,-0.0431,54.6,2L,0,,8
101,Kent State,4,3,0.571,-5.831,0.266,0.1066,45.7,4W,0,,7
102,UTEP,4,3,0.571,-5.891,-3.282,-0.0221,-5.0,1L,0,,7
103,Louisville,3,5,0.375,-5.942,-0.028,-0.1153,-12.0,1W,0,,8
104,Wake Forest,3,4,0.429,-5.977,-4.597,-0.1911,-10.0,3L,0,,7
105,South Alabama,3,5,0.375,-6.389,-6.672,-0.2931,-46.0,2L,0,,8
106,Jacksonville State,4,3,0.571,-6.411,-4.894,-0.0412,-9.0,2W,0,,7
107,Stanford,2,5,0.286,-6.604,2.719,-0.0956,16.9,3L,0,,7
108,Boston College,2,6,0.25,-6.777,2.303,-0.1391,-21.0,1L,0,,8
109,Charlotte,2,6,0.25,-6.836,-2.566,-0.2993,-39.0,2L,0,,8
110,California,3,5,0.375,-6.961,-1.316,-0.1391,49.8,4L,0,,8
111,Ohio State,3,4,0.429,-7.24,0.305,-0.0724,19.4,1L,0,,7
112,Georgia State,3,4,0.429,-7.308,-9.261,-0.3793,-9.0,2L,0,,7
113,Ball State,3,4,0.429,-7.665,-4.545,-0.2022,53.1,2W,0,,7
114,Michigan State,2,5,0.286,-7.869,3.904,-0.0744,9.3,3L,0,,7
115,Sam Houston,3,5,0.375,-8.051,0.003,-0.0819,34.7,2L,0,,8
116,Louisiana,3,4,0.429,-8.096,-7.693,-0.3169,-9.0,1L,0,,7
117,Arkansas State,3,5,0.375,-8.846,-5.585,-0.2923,-24.0,1W,0,,8
118,Minnesota,3,4,0.429,-8.859,-1.791,-0.0835,22.9,2L,0,,7
119,Iowa State,4,4,0.5,-9.084,-1.812,-0.0176,68.9,1L,0,,8
120,Northwestern,3,4,0.429,-9.172,-7.275,-0.2656,-40.0,3L,0,,7
121,USC,1,6,0.143,-9.233,11.747,-0.0755,-17.0,4L,0,,7
122,UTSA,2,5,0.286,-9.446,0.75,-0.1408,58.5,5L,0,,7
123,South Carolina,2,5,0.286,-9.628,1.243,-0.1861,-23.0,2L,0,,7
124,Massachusetts,3,5,0.375,-9.628,-2.9,-0.1945,20.4,1L,0,,8
125,Old Dominion,3,4,0.429,-9.636,-4.201,-0.1761,19.5,3L,0,,7
126,Coastal Carolina,2,6,0.25,-10.201,-0.295,-0.2289,-11.4,1L,0,,8
127,UNLV,1,6,0.143,-10.535,0.287,-0.3501,4.2,4L,0,,7
128,Texas State,1,6,0.143,-10.582,1.05,-0.2897,-32.0,5L,0,,7
129,Hammond,2,6,0.25,-10.646,0.314,-0.2289,12.7,2L,0,,8
130,Missouri,2,6,0.25,-11.194,-0.282,-0.2685,36.2,4L,0,,8
131,Kennesaw State,2,5,0.286,-11.682,-2.008,-0.2575,15.1,3L,0,,7
132,Illinois,2,5,0.286,-11.997,1.363,-0.1891,-2.2,1L,0,,7
133,Death Valley,1,6,0.143,-12.928,4.643,-0.2062,-3.1,3L,0,,7
134,Vanderbilt,1,6,0.143,-12.969,0.56,-0.329,15.2,5L,0,,7
135,Temple,1,6,0.143,-13.025,-0.693,-0.3481,-32.0,5L,0,,7
136,Utah State,1,6,0.143,-14.666,-2.548,-0.3984,-36.0,6L,0,,7
137,Miami (OH),0,1,0.0,-25.83,5.695,-0.2465,-6.0,1L,0,,1
