Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
1,Bowling Green,6,0,1.0,29.602,5.548,0.7054,6.0,6W,4,#15,6
2,Florida State,6,0,1.0,27.68,1.036,0.561,6.0,6W,1,#23,6
3,Texas Tech,6,0,1.0,22.553,-2.217,0.4249,6.0,6W,0,,6
4,USF,6,0,1.0,22.426,3.196,0.5669,10.0,6W,2,#11,6
5,Notre Dame,7,0,1.0,20.893,-6.537,0.2978,6.0,7W,0,,7
6,San Jose State,7,0,1.0,18.1,-3.266,0.4054,7.0,7W,2,#10,7
7,NC State,6,1,0.857,17.446,-5.431,0.173,3.0,6W,0,,7
8,Florida,6,0,1.0,17.345,-2.966,0.4014,6.0,6W,1,#16,6
9,Texas A&M,6,1,0.857,15.799,1.276,0.3893,5.0,1L,1,#19,7
10,Miami,6,1,0.857,14.482,-0.216,0.3058,3.0,1L,1,#24,7
11,Virginia,5,1,0.833,14.354,-7.949,0.0857,-28.5,1W,0,,6
12,Texas,5,1,0.833,12.416,-2.492,0.2981,-13.3,1L,1,#24,6
13,Virginia Tech,5,1,0.833,12.373,-2.243,0.304,-19.6,1W,0,,6
14,Marshall,7,0,1.0,11.848,-7.198,0.3169,7.0,7W,0,,7
15,Baylor,5,1,0.833,11.332,1.674,0.3603,6.0,4W,1,#13,6
16,Air Force,5,1,0.833,11.129,-6.398,0.1573,-28.2,3W,0,,6
17,Troy,5,1,0.833,11.067,-3.188,0.257,-2.0,1L,0,,6
18,San Diego State,5,1,0.833,10.938,-9.114,0.0552,-34.4,4W,0,,6
19,Oregon,4,2,0.667,10.752,-0.818,0.1901,-32.5,1L,2,#20,6
20,Pittsburgh,5,2,0.714,10.486,-5.066,0.0855,-41.6,1L,0,,7
21,Tennessee,5,2,0.714,10.284,-2.04,0.163,-26.2,2W,1,#14,7
22,Houston,5,1,0.833,9.803,-4.717,0.2148,-21.1,4W,0,,6
23,Arkansas,4,2,0.667,9.698,-1.259,0.1667,-29.3,1W,0,,6
24,Syracuse,5,2,0.714,9.352,-3.047,0.1539,-18.9,1L,0,,7
25,Michigan,5,2,0.714,9.11,-2.96,0.1549,-33.2,1L,0,,7
26,UCLA,5,1,0.833,8.576,-3.838,0.2406,-18.4,5W,0,,6
27,Wisconsin,6,1,0.857,7.933,-3.315,0.2626,56.7,2W,1,#24,7
28,Oklahoma State,6,1,0.857,7.901,-0.807,0.3964,7.0,1W,0,,7
29,East Carolina,7,0,1.0,7.349,-5.625,0.341,14.0,7W,0,,7
30,Auburn,4,3,0.571,7.109,-0.676,0.0724,-5.0,1W,0,,7
31,Washington,5,2,0.714,7.013,-0.297,0.1751,2.0,3W,0,,7
