Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
74,Northwestern,2,1,0.667,-1.419,-16.116,-0.227,-25.1,1W,0,,3
75,Toledo,3,2,0.6,-1.621,-7.053,-0.0227,-9.0,2L,0,,5
76,North Texas,1,3,0.25,-1.658,-4.428,-0.3103,-36.0,3L,0,,4
77,UTSA,2,2,0.5,-1.671,6.047,0.2411,49.3,2L,0,,4
78,Louisville,2,2,0.5,-1.973,-2.057,-0.0337,-1.0,1L,0,,4
79,Colorado State,3,1,0.75,-2.157,2.074,0.3422,56.9,2W,0,,4
80,Boston College,1,3,0.25,-2.593,0.702,-0.1844,-14.0,1W,0,,4
81,Iowa,3,2,0.6,-2.793,-0.198,0.0596,2.0,1W,0,,5
82,Penn State,2,2,0.5,-2.845,9.699,0.2429,34.7,1W,0,,4
83,UCLA,2,1,0.667,-3.573,-9.758,-0.0733,-3.0,2W,0,,3
84,Louisiana Tech,2,2,0.5,-3.948,-6.508,-0.1436,-15.5,2L,0,,4
85,South Alabama,2,2,0.5,-3.966,-8.544,-0.1862,-12.0,2L,0,,4
86,Western Kentucky,3,1,0.75,-3.997,-11.606,-0.0816,0.0,1W,0,,4
87,West Virginia,2,2,0.5,-4.158,-3.927,-0.1082,-8.8,2L,0,,4
88,Middle Tennessee,3,1,0.75,-4.165,-1.941,0.2411,37.4,1W,0,,4
89,Stanford,3,2,0.6,-4.238,-4.287,0.0511,20.5,3W,0,,5
90,Utah State,1,2,0.333,-4.301,-2.546,-0.156,-12.0,2L,0,,3
91,Hawai'i,2,2,0.5,-4.372,-9.355,-0.2606,-28.4,1L,0,,4
92,Boise State,2,2,0.5,-4.404,-2.919,-0.0053,16.2,2L,0,,4
93,Liberty,2,2,0.5,-4.497,-10.604,-0.2908,-22.1,2L,0,,4
94,Ohio State,2,2,0.5,-4.527,3.334,0.0638,-1.0,1L,0,,4
95,Tulane,3,2,0.6,-4.961,-10.533,-0.1546,-27.0,3W,0,,5
96,James Madison,1,2,0.333,-4.961,-2.533,-0.2482,-8.0,1W,0,,3
97,Army,2,1,0.667,-5.015,-5.309,0.0118,-3.0,1W,0,,3
98,Purdue,2,2,0.5,-5.037,2.315,0.0035,-2.0,2L,0,,4
99,Missouri,2,2,0.5,-5.073,-7.258,-0.2004,38.1,1W,0,,4
100,Gate City,3,2,0.6,-5.104,-6.819,-0.0823,-2.0,2L,1,#16,5
101,Akron,2,2,0.5,-5.156,-4.923,-0.094,25.0,1W,0,,4
102,Vanderbilt,1,2,0.333,-5.236,-7.083,-0.3168,27.2,1L,0,,3
103,Georgia Tech,1,2,0.333,-5.455,3.812,-0.0355,-4.0,1L,0,,3
104,Michigan State,2,2,0.5,-5.525,-3.162,-0.0408,-5.0,1W,0,,4
105,SMU,1,2,0.333,-5.703,-0.684,-0.0969,-8.0,1W,0,,3
106,Rice,1,2,0.333,-5.743,4.57,-0.0284,-9.0,1L,0,,3
107,Eastern Michigan,2,2,0.5,-5.782,-3.675,-0.0745,-9.0,2W,0,,4
108,Minnesota,2,1,0.667,-6.044,-10.7,-0.1158,-3.0,1L,0,,3
109,Charlotte,1,3,0.25,-6.802,-12.216,-0.6188,-55.9,3L,0,,4
110,Massachusetts,2,2,0.5,-6.856,-5.324,-0.1507,-9.0,1W,0,,4
111,South Carolina,1,3,0.25,-6.862,5.665,-0.0816,-14.0,3L,0,,4
112,Georgia State,2,1,0.667,-7.151,-12.913,-0.2199,6.0,1L,0,,3
113,Oregon State,3,2,0.6,-7.405,-5.822,-0.0213,19.7,2W,0,,5
114,Illinois,1,2,0.333,-7.878,-9.034,-0.3806,-12.0,2L,0,,3
115,Appalachian State,1,2,0.333,-8.299,-10.542,-0.4586,-12.0,1W,0,,3
116,Jacksonville State,2,1,0.667,-8.631,-7.207,0.0213,18.3,1L,0,,3
117,Tulsa,1,3,0.25,-9.074,-7.26,-0.4539,-6.5,1W,0,,4
118,Mississippi State,1,2,0.333,-9.529,2.998,-0.0544,-8.0,1L,0,,3
119,USC,1,3,0.25,-9.535,5.319,-0.1117,-11.0,1L,0,,4
120,Hammond,1,3,0.25,-9.729,-0.569,-0.195,-14.0,3L,0,,4
121,Kennesaw State,1,2,0.333,-10.09,-1.459,-0.1962,30.3,1W,0,,3
122,Ball State,1,3,0.25,-10.257,0.874,-0.2199,16.9,1L,0,,4
123,Texas State,1,2,0.333,-11.186,-6.315,-0.2813,-8.0,1L,0,,3
124,Rapid City,0,4,0.0,-11.484,4.92,-0.3582,-16.0,4L,0,,4
125,Georgia Southern,1,3,0.25,-11.668,-4.947,-0.3333,-18.0,2L,0,,4
126,Iowa State,2,2,0.5,-11.715,-5.042,-0.0993,18.1,1L,0,,4
127,Kent State,1,3,0.25,-11.896,1.097,-0.1684,-14.0,1W,0,,4
128,UTEP,2,2,0.5,-11.91,-1.931,-0.0461,29.5,2W,0,,4
129,UNLV,1,3,0.25,-11.925,0.539,-0.2323,24.0,1L,0,,4
130,Utah,1,3,0.25,-12.164,-5.439,-0.3528,-14.0,2L,0,,4
131,Missouri State,3,1,0.75,-12.826,-11.264,-0.0372,14.5,1L,0,,4
132,Sam Houston,3,2,0.6,-13.0,-6.612,-0.0113,16.1,3W,0,,5
133,Temple,1,3,0.25,-13.019,-7.65,-0.4486,-18.0,2L,0,,4
134,Coastal Carolina,1,3,0.25,-13.098,-2.308,-0.2996,-14.0,1L,0,,4
135,Louisiana,1,2,0.333,-20.863,-6.337,-0.2671,40.9,1L,0,,3
136,Death Valley,0,3,0.0,-21.84,10.376,-0.2104,-14.0,3L,0,,3
