Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
1,Bowling Green,2,0,1.0,25.124,0.135,0.4752,2.0,2W,2,#23,2
2,Florida State,2,0,1.0,24.637,-2.837,0.3901,2.0,2W,0,,2
3,Wyoming,2,0,1.0,20.987,1.863,0.5355,2.0,2W,0,,2
4,Arkansas,2,0,1.0,20.881,-10.349,0.2411,1.0,2W,0,,2
5,San Jose State,2,0,1.0,20.345,-11.422,0.2305,2.0,2W,1,#10,2
6,BYU,2,0,1.0,19.452,-13.208,0.1986,1.0,2W,0,,2
7,Ole Miss,2,0,1.0,19.307,-13.499,0.1702,1.0,2W,0,,2
8,Nebraska,2,0,1.0,18.944,-14.223,0.1525,1.0,2W,0,,2
9,TCU,1,0,1.0,18.535,-13.043,0.1631,1.0,1W,0,,1
10,Texas,2,0,1.0,18.371,-15.37,0.1525,1.0,2W,0,,2
11,Miami,2,0,1.0,18.224,-7.665,0.2872,2.0,2W,0,,2
12,Virginia Tech,1,0,1.0,18.195,-15.722,0.1348,0.0,1W,0,,1
13,Southern Mississippi,1,0,1.0,17.992,-16.128,0.1277,0.0,1W,0,,1
14,Texas A&M,3,0,1.0,17.195,-13.055,0.1915,1.0,3W,0,,3
15,South Alabama,2,0,1.0,17.029,-18.053,0.1028,0.0,2W,0,,2
16,Florida International,1,0,1.0,15.863,-20.385,0.0709,0.0,1W,0,,1
17,Air Force,2,0,1.0,15.71,-15.691,0.1596,1.0,2W,0,,2
18,Notre Dame,2,0,1.0,15.632,-20.848,0.0674,2.0,2W,0,,2
19,Oklahoma,2,0,1.0,15.322,-20.468,0.078,1.0,2W,0,,2
20,Texas Tech,2,0,1.0,14.982,-1.148,0.461,2.0,2W,0,,2
21,Houston,1,0,1.0,14.823,-22.465,0.0284,1.0,1W,0,,1
22,Oregon,2,0,1.0,14.616,-6.88,0.2979,2.0,2W,2,#20,2
23,Syracuse,2,0,1.0,14.308,-18.496,0.0993,1.0,2W,0,,2
24,Alabaster,2,0,1.0,14.279,-8.555,0.3298,4.0,2W,0,,2
25,Tennessee,2,0,1.0,13.408,-8.296,0.2872,1.0,2W,1,#14,2
26,New Mexico State,1,0,1.0,13.361,-19.39,0.1064,0.0,1W,0,,1
27,Liberty,2,0,1.0,13.018,-9.077,0.3156,1.0,2W,0,,2
28,Duke,3,0,1.0,13.005,-17.436,0.1111,1.0,3W,0,,3
29,Purdue,2,0,1.0,12.666,-5.781,0.3333,2.0,2W,0,,2
30,Kentucky,2,0,1.0,12.05,-10.013,0.2482,1.0,2W,0,,2
