Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
54,UCF,3,1,0.75,3.343,-6.976,0.1109,-2.0,1W,0,,4
55,Hawaii,1,1,0.5,3.082,-10.998,-0.3345,-31.8,1L,0,,2
56,San Jose State,4,1,0.8,3.021,6.081,0.4761,125.4,1L,3,#8,5
57,Ohio State,2,2,0.5,2.647,-5.868,-0.1162,-11.0,1L,0,,4
58,UTEP,3,1,0.75,2.473,-4.217,0.1461,0.0,2W,0,,4
59,North Texas,3,1,0.75,2.443,-10.775,-0.0616,-25.6,1L,0,,4
60,Fresno State,4,0,1.0,2.099,-4.964,0.3768,26.2,4W,0,,4
61,Duke,3,1,0.75,2.051,-3.56,0.2148,4.0,1L,1,#25,4
62,Memphis,2,2,0.5,1.991,-0.179,0.0405,-5.0,1L,0,,4
63,Southern Mississippi,4,1,0.8,1.454,-5.854,0.1394,1.0,3W,0,,5
64,North Carolina,2,1,0.667,1.403,-8.357,-0.0681,1.0,2W,0,,3
65,Sam Houston,3,2,0.6,1.314,-4.533,-0.0225,-6.0,1L,0,,5
66,Florida State,2,2,0.5,1.022,-1.118,0.0141,0.0,1L,0,,4
67,Kansas,3,2,0.6,0.869,-7.025,-0.0676,0.0,1L,0,,5
68,Northwestern,3,1,0.75,0.537,-5.088,0.1144,0.0,3W,0,,4
69,Miami,3,3,0.5,0.335,3.841,0.0423,36.3,3W,0,,6
70,Hammond,2,3,0.4,0.133,5.504,0.0437,-6.0,2W,0,,5
71,Stanford,2,2,0.5,0.103,-7.956,-0.2007,-7.0,1L,0,,4
72,UTSA,4,1,0.8,0.027,-4.308,0.2338,23.0,3W,0,,5
73,Charlotte,3,1,0.75,-0.149,-5.96,0.0827,0.0,1W,0,,4
74,Colorado State,2,2,0.5,-0.719,-10.099,-0.2254,-31.3,2L,0,,4
75,Texas State,2,2,0.5,-1.008,-6.678,-0.1725,-4.3,1L,0,,4
76,Rapid City,4,1,0.8,-1.031,-3.625,0.2197,3.0,1W,0,,5
77,South Alabama,3,1,0.75,-1.104,-12.87,-0.0827,-31.0,3W,0,,4
78,Syracuse,3,2,0.6,-1.363,0.112,0.1254,22.6,1W,0,,5
79,Cincinnati,2,3,0.4,-1.444,-4.05,-0.1887,-35.3,1W,0,,5
80,Kennesaw State,2,3,0.4,-1.445,2.749,-0.0563,-7.0,1W,0,,5
81,Rutgers,3,2,0.6,-1.612,-5.186,-0.0282,-8.0,2L,0,,5
82,Kentucky,2,2,0.5,-1.624,0.09,0.0,-7.0,2L,0,,4
83,San Diego State,2,2,0.5,-1.647,-3.955,-0.0968,-9.0,1W,0,,4
84,Arkansas State,1,4,0.2,-1.842,0.355,-0.2479,-24.0,2L,0,,5
85,New Mexico State,3,2,0.6,-1.921,-8.203,-0.0958,-8.1,1L,0,,5
86,Washington,3,2,0.6,-1.96,-1.082,0.1225,51.4,1W,1,#9,5
87,Purdue,2,3,0.4,-3.022,0.794,-0.0408,-9.0,2L,0,,5
88,Arizona,3,2,0.6,-3.411,-6.784,-0.1141,-25.2,2L,0,,5
89,Hawai'i,2,2,0.5,-3.562,-3.786,-0.0845,-9.0,1L,0,,4
90,NC State,1,3,0.25,-4.017,9.304,0.0634,17.8,1L,0,,4
91,California,1,3,0.25,-4.059,-1.781,-0.2218,-18.0,1L,0,,4
92,Boston College,2,2,0.5,-4.55,-13.262,-0.3134,-28.6,1L,0,,4
93,Tulsa,4,1,0.8,-4.559,-5.08,0.1592,28.5,2W,0,,5
94,Alabaster,2,3,0.4,-4.651,-3.664,-0.1662,59.3,1L,1,#24,5
95,James Madison,2,2,0.5,-4.892,-7.446,-0.162,-9.0,1L,0,,4
96,Iowa State,2,2,0.5,-4.971,1.395,0.0229,-5.0,1W,0,,4
97,Temple,2,3,0.4,-5.009,0.02,-0.0676,-15.0,1L,0,,5
98,Washington State,3,2,0.6,-5.235,-8.432,-0.1338,-6.0,2W,0,,5
99,Louisiana,1,2,0.333,-5.31,0.218,-0.1268,-12.0,1W,0,,3
100,Iowa,1,2,0.333,-5.319,-0.467,-0.216,-8.0,1L,0,,3
101,Massachusetts,1,3,0.25,-5.354,2.13,-0.1391,-14.0,3L,0,,4
102,Coastal Carolina,2,3,0.4,-5.551,-1.063,-0.1169,-15.0,2W,0,,5
103,Western Michigan,2,2,0.5,-5.643,-6.449,-0.1673,-9.0,2W,0,,4
104,Georgia Southern,2,3,0.4,-6.066,-0.894,-0.0887,14.2,1L,0,,5
105,Missouri,1,3,0.25,-6.101,1.136,-0.1972,-14.0,1W,0,,4
106,Florida International,1,3,0.25,-6.252,-3.165,-0.3204,-14.0,3L,0,,4
107,Gate City,1,4,0.2,-6.642,-6.046,-0.4099,2.2,1W,0,,5
108,Air Force,2,1,0.667,-6.87,-6.902,-0.0258,18.8,1L,0,,3
109,Louisville,2,2,0.5,-7.099,-4.36,-0.0951,-9.0,2W,0,,4
110,Utah,1,4,0.2,-7.133,-1.428,-0.3451,-11.0,1W,0,,5
111,Kansas State,2,3,0.4,-7.461,1.117,-0.0958,4.1,1L,0,,5
112,Kent State,1,3,0.25,-7.627,-3.417,-0.375,-34.1,3L,0,,4
113,Oregon State,2,3,0.4,-8.068,-7.698,-0.2718,-31.0,1L,0,,5
114,Delaware,2,2,0.5,-8.139,-5.941,-0.169,-5.0,2W,0,,4
115,Old Dominion,2,2,0.5,-8.959,-8.079,-0.2113,-5.0,1W,0,,4
116,Middle Tennessee,2,2,0.5,-9.288,4.263,0.1232,26.9,1L,0,,4
117,Ball State,1,4,0.2,-10.117,1.004,-0.2592,-24.0,3L,0,,5
118,UNLV,2,2,0.5,-10.401,-6.465,-0.1549,3.0,2W,0,,4
119,Virginia,1,3,0.25,-10.432,-9.526,-0.4472,-37.6,1L,0,,4
120,Georgia State,2,3,0.4,-10.598,-7.558,-0.2901,13.1,1L,0,,5
121,UConn,3,4,0.429,-11.596,-2.926,-0.1237,44.9,1L,0,,7
122,Arkansas,1,3,0.25,-12.743,5.853,-0.1585,14.4,1L,0,,4
123,Rice,1,4,0.2,-12.972,0.893,-0.1986,-24.0,4L,0,,5
124,Colorado,2,3,0.4,-13.027,-5.216,-0.2451,9.6,1L,0,,5
125,Illinois,1,2,0.333,-13.36,-3.881,-0.2817,27.4,1L,0,,3
126,Death Valley,1,3,0.25,-14.062,-7.285,-0.4683,-18.0,3L,0,,4
127,Appalachian State,1,2,0.333,-14.083,-8.662,-0.4038,26.4,2L,0,,3
128,Utah State,1,3,0.25,-14.094,-2.849,-0.294,-18.0,1W,0,,4
129,Western Kentucky,1,3,0.25,-14.908,-3.477,-0.3187,10.6,3L,0,,4
130,Jacksonville State,1,4,0.2,-15.072,-1.307,-0.3099,-24.0,2L,0,,5
131,Maryland,1,3,0.25,-15.302,-0.266,-0.2271,-14.0,3L,0,,4
132,UL Monroe,1,4,0.2,-15.865,-3.291,-0.331,-24.0,4L,0,,5
133,Minnesota,1,3,0.25,-15.952,-0.065,-0.2201,-14.0,1W,0,,4
134,South Carolina,1,3,0.25,-17.378,-4.418,-0.3609,27.5,3L,0,,4
135,Army,1,2,0.333,-18.143,-4.115,-0.2512,-12.0,1W,0,,3
136,Miami University,1,3,0.25,-18.195,1.948,-0.1408,-18.0,1L,0,,4
137,Akron,1,4,0.2,-23.42,-4.001,-0.3563,-24.0,4L,0,,5
