Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
1,Florida State,3,0,1.0,24.436,-3.212,0.4374,3.0,3W,0,,3
2,Bowling Green,3,0,1.0,23.385,-3.981,0.409,3.0,3W,2,#23,3
3,San Jose State,3,0,1.0,22.618,-6.847,0.4019,3.0,3W,1,#10,3
4,Arkansas,2,0,1.0,21.743,-8.597,0.344,1.0,2W,0,,2
5,Miami,3,0,1.0,20.38,-5.99,0.3617,2.0,3W,0,,3
6,Syracuse,3,0,1.0,20.063,-8.623,0.3073,2.0,3W,0,,3
7,Texas,3,0,1.0,20.046,-11.324,0.2151,2.0,3W,1,#24,3
8,Southern Mississippi,2,0,1.0,19.891,-12.3,0.1879,1.0,2W,0,,2
9,USF,3,0,1.0,19.485,2.887,0.5887,5.0,3W,1,#13,3
10,Texas Tech,3,0,1.0,19.238,0.393,0.5296,5.0,3W,0,,3
11,Notre Dame,3,0,1.0,18.955,-12.173,0.1939,2.0,3W,0,,3
12,Oregon,3,0,1.0,18.777,-3.863,0.4043,3.0,3W,2,#20,3
13,Duke,4,0,1.0,18.37,-8.843,0.3316,2.0,4W,0,,4
14,Virginia Tech,2,0,1.0,18.254,-15.575,0.0851,1.0,2W,0,,2
15,Ole Miss,2,0,1.0,18.159,-15.766,0.0816,1.0,2W,0,,2
16,Oklahoma,2,0,1.0,17.35,-16.383,0.0957,1.0,2W,0,,2
17,Alabaster,3,0,1.0,17.056,-7.971,0.3262,2.0,3W,0,,3
18,Texas A&M,4,0,1.0,16.027,-13.529,0.1915,2.0,4W,0,,4
19,Air Force,2,0,1.0,15.181,-16.722,0.0851,1.0,2W,0,,2
20,Florida,3,0,1.0,13.471,-6.476,0.3357,3.0,3W,1,#16,3
21,Tennessee,3,0,1.0,13.448,-9.187,0.26,2.0,3W,1,#14,3
22,NC State,2,1,0.667,12.024,-6.702,0.0071,-1.0,2W,0,,3
23,Wyoming,2,1,0.667,11.473,0.197,0.2057,-26.0,1L,0,,3
24,BYU,3,0,1.0,11.223,-11.638,0.2057,2.0,3W,1,#20,3
25,Troy,3,0,1.0,10.799,-13.818,0.1584,2.0,3W,0,,3
26,Washington,2,1,0.667,10.423,3.428,0.2246,0.0,1W,0,,3
27,Michigan,3,0,1.0,10.366,-11.351,0.2104,2.0,3W,0,,3
28,Marshall,4,0,1.0,9.983,-8.117,0.328,4.0,4W,0,,4
29,Cincinnati,1,1,0.5,9.46,-5.163,-0.0816,-6.0,1L,0,,2
30,Pittsburgh,3,0,1.0,9.119,-10.511,0.2648,4.0,3W,0,,3
31,Memphis,4,1,0.8,7.313,-8.257,0.1404,-23.2,3W,0,,5
32,Virginia,2,0,1.0,7.167,-20.75,0.0319,1.0,2W,0,,2
33,East Carolina,3,0,1.0,7.076,-10.598,0.2388,4.0,3W,0,,3
34,Minnesota,2,0,1.0,7.04,-13.004,0.1773,1.0,2W,0,,2
35,Navy,3,1,0.75,6.969,-8.644,0.0656,-5.0,1L,0,,4
36,Auburn,2,1,0.667,6.876,-5.663,-0.0024,-33.1,1W,0,,3
37,San Diego State,3,1,0.75,6.75,-12.584,-0.0585,-27.0,1W,0,,4
38,UConn,2,1,0.667,6.659,-5.433,0.0709,-24.2,2W,0,,3
39,Maryland,2,1,0.667,6.12,-4.51,0.0378,-1.0,2W,0,,3
40,Louisville,2,1,0.667,5.953,-4.844,0.052,-1.0,1W,0,,3
41,UL Monroe,2,1,0.667,5.839,-15.073,-0.182,-29.0,1W,0,,3
42,Kansas,2,1,0.667,5.507,-4.402,0.0236,-5.0,1W,0,,3
43,Central Michigan,2,1,0.667,5.407,-8.602,-0.052,-25.5,2W,0,,3
44,Nebraska,2,1,0.667,5.32,-4.109,0.0284,-1.0,1L,0,,3
45,UCF,2,1,0.667,4.767,-9.215,-0.0449,-5.0,1W,0,,3
46,South Alabama,2,1,0.667,4.084,-6.583,0.0024,-6.0,1L,0,,3
47,Liberty,2,1,0.667,3.085,-6.58,0.0284,-24.8,1L,0,,3
48,Ohio,2,0,1.0,2.804,-3.475,0.3972,6.0,2W,0,,2
49,Panama City,2,1,0.667,2.721,-7.975,0.0142,-23.2,2W,0,,3
50,Baylor,2,1,0.667,2.703,0.656,0.1868,1.0,1W,0,,3
