Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
68,Wake Forest,1,0,1.0,0.039,-6.628,0.3431,3.0,1W,0,,1
69,Appalachian State,1,0,1.0,-0.628,-5.961,0.365,3.0,1W,0,,1
70,UTEP,1,0,1.0,-0.628,-5.961,0.365,3.0,1W,0,,1
71,Liberty,1,0,1.0,-1.294,-5.294,0.3796,3.0,1W,0,,1
72,UCF,1,0,1.0,-1.96,-4.628,0.3942,3.0,1W,0,,1
73,UConn,2,0,1.0,-2.118,-0.942,0.4891,25.0,2W,0,,2
74,South Alabama,0,1,0.0,-2.627,-3.96,-0.5912,-6.0,1L,0,,1
75,Old Dominion,0,1,0.0,-2.627,-3.96,-0.5912,-6.0,1L,0,,1
76,UL Monroe,1,0,1.0,-3.082,-16.869,0.1679,0.0,1W,0,,1
77,Middle Tennessee,1,0,1.0,-3.194,-17.094,0.1606,0.0,1W,0,,1
78,San Diego State,1,0,1.0,-3.194,-17.094,0.1606,0.0,1W,0,,1
79,Rapid City,1,0,1.0,-3.294,-3.294,0.4307,3.0,1W,0,,1
80,Missouri,0,1,0.0,-3.294,-3.294,-0.5693,-2.0,1L,0,,1
81,Tulane,1,1,0.5,-3.784,-6.274,-0.1314,-6.0,1W,0,,2
82,South Carolina,1,0,1.0,-3.96,-2.627,0.4672,3.0,1W,0,,1
83,Charlotte,1,0,1.0,-3.96,-2.627,0.4672,3.0,1W,0,,1
84,Arkansas State,0,1,0.0,-4.628,-1.96,-0.5182,-6.0,1L,0,,1
85,Washington State,1,0,1.0,-4.628,-13.96,0.219,3.0,1W,0,,1
86,Rice,1,0,1.0,-5.294,-17.293,0.1533,0.0,1W,0,,1
87,Northwestern,0,1,0.0,-5.294,-1.294,-0.5109,-6.0,1L,0,,1
88,Boston College,0,1,0.0,-5.961,-0.628,-0.4964,-6.0,1L,0,,1
89,Utah,0,1,0.0,-5.961,-0.628,-0.4964,-6.0,1L,0,,1
90,Georgia Southern,1,0,1.0,-6.194,-17.094,0.1606,0.0,1W,0,,1
91,California,0,1,0.0,-6.628,0.039,-0.4818,-6.0,1L,0,,1
92,Wisconsin,0,1,0.0,-6.628,0.039,-0.4818,-6.0,1L,0,,1
93,Akron,1,0,1.0,-7.082,-16.869,0.1679,0.0,1W,0,,1
94,Virginia,0,1,0.0,-7.294,0.706,-0.4672,-6.0,1L,0,,1
95,Minnesota,0,1,0.0,-7.294,0.706,-0.4672,-6.0,1L,0,,1
96,Kennesaw State,0,1,0.0,-7.961,1.372,-0.4526,-6.0,1L,0,,1
97,Stanford,0,1,0.0,-7.961,1.372,-0.4526,-2.0,1L,0,,1
98,Western Michigan,0,1,0.0,-8.628,2.039,-0.4161,-6.0,1L,0,,1
99,Syracuse,0,1,0.0,-8.628,2.039,-0.4161,-2.0,1L,0,,1
100,Troy,0,1,0.0,-8.628,2.039,-0.4161,-6.0,1L,0,,1
101,Clemson,0,1,0.0,-9.294,2.706,-0.4088,-2.0,1L,0,,1
102,Alabaster,0,1,0.0,-10.627,4.039,-0.4015,-6.0,1L,0,,1
103,Southern Mississippi,1,0,1.0,-10.761,-18.227,0.1314,0.0,1W,0,,1
104,Cincinnati,0,1,0.0,-11.96,5.372,-0.3869,-6.0,1L,0,,1
105,Ball State,0,1,0.0,-12.627,6.039,-0.3796,-6.0,1L,0,,1
106,Louisiana,0,1,0.0,-13.293,6.705,-0.3723,-6.0,1L,0,,1
107,Delaware,0,2,0.0,-13.96,7.373,-0.3102,-8.0,2L,0,,2
108,Arkansas,0,1,0.0,-14.627,8.039,-0.3577,-2.0,1L,0,,1
109,Jacksonville State,0,1,0.0,-15.293,8.705,-0.3285,-6.0,1L,0,,1
110,Colorado,0,1,0.0,-15.293,8.705,-0.3285,-6.0,1L,0,,1
111,North Carolina,0,1,0.0,-15.293,8.705,-0.3285,-2.0,1L,0,,1
112,Arizona State,0,1,0.0,-15.961,9.373,-0.3212,-2.0,1L,0,,1
113,Nebraska,0,1,0.0,-16.627,10.04,-0.3139,-2.0,1L,0,,1
114,NC State,0,1,0.0,-17.293,10.705,-0.3066,-2.0,1L,0,,1
115,Eastern Michigan,0,1,0.0,-17.697,1.899,-0.438,-6.0,1L,0,,1
116,Gate City,0,1,0.0,-19.082,-16.869,-0.8321,0.0,1L,0,,1
117,Army,0,1,0.0,-19.293,12.705,-0.2774,-6.0,1L,0,,1
118,Utah State,0,1,0.0,-19.293,12.705,-0.2774,-6.0,1L,0,,1
119,Boise State,0,1,0.0,-19.293,12.705,-0.2774,-6.0,1L,0,,1
120,Coastal Carolina,0,1,0.0,-19.961,13.373,-0.2628,-6.0,1L,0,,1
121,Miami,0,1,0.0,-19.961,13.373,-0.2628,-2.0,1L,0,,1
122,Iowa State,0,1,0.0,-21.961,15.373,-0.1825,-2.0,1L,0,,1
123,Kansas State,0,1,0.0,-21.961,15.373,-0.1825,-6.0,1L,0,,1
124,Hawai'i,0,1,0.0,-21.961,15.373,-0.1825,-6.0,1L,0,,1
125,Hammond,0,1,0.0,-21.961,15.373,-0.1825,-2.0,1L,0,,1
126,Miami University,0,1,0.0,-21.961,15.373,-0.1825,-6.0,1L,0,,1
127,Georgia Tech,0,1,0.0,-21.961,15.373,-0.1825,-2.0,1L,0,,1
128,Louisville,0,1,0.0,-21.961,15.373,-0.1825,-6.0,1L,0,,1
129,Temple,0,1,0.0,-21.961,15.373,-0.1825,-6.0,1L,0,,1
130,Georgia State,0,1,0.0,-21.961,15.373,-0.1825,-2.0,1L,0,,1
131,Washington,0,1,0.0,-21.961,15.373,-0.1825,-2.0,1L,0,,1
132,Illinois,0,1,0.0,-34.862,-10.43,-0.7372,0.0,1L,0,,1
