Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
1,Texas Tech,12,0,1.0,23.328,5.015,0.6597,14.0,12W,6,#11,12
2,USF,9,2,0.818,21.917,2.512,0.4062,-13.9,2W,4,#7,11
3,Notre Dame,10,1,0.909,21.63,-0.972,0.363,7.0,3W,1,#12,11
4,Bowling Green,12,0,1.0,20.358,4.408,0.6538,18.0,12W,7,#9,12
5,West Virginia,11,0,1.0,19.997,-4.42,0.3535,10.0,11W,0,,11
6,Miami (OH),1,0,1.0,17.588,-13.964,0.0769,1.0,1W,0,,1
7,Florida State,8,3,0.727,14.507,5.327,0.4285,-12.3,1L,4,#9,11
8,LSU,9,3,0.75,14.078,-1.984,0.2267,-33.4,1L,1,#5,12
9,Florida,9,2,0.818,13.617,5.911,0.5124,4.4,5W,2,#10,11
10,Georgia Tech,9,2,0.818,13.119,-2.358,0.227,-1.0,3W,1,#21,11
11,Texas A&M,10,2,0.833,12.722,-3.03,0.2762,-32.6,2L,2,#13,12
12,Texas,9,3,0.75,12.624,1.607,0.331,-27.0,3W,1,#19,12
13,Clemson,8,3,0.727,11.2,0.714,0.288,1.0,6W,1,#23,11
14,Fresno State,10,1,0.909,11.128,-3.248,0.3344,-13.7,6W,0,,11
15,UCLA,8,3,0.727,10.893,-4.445,0.1176,-76.3,1L,0,,11
16,Hammond,8,4,0.667,10.443,2.912,0.2407,-50.8,5W,3,#17,12
17,North Carolina,9,2,0.818,10.367,0.502,0.335,1.4,5W,0,,11
18,Ole Miss,8,4,0.667,10.354,1.734,0.2628,41.2,1W,3,#6,12
19,Auburn,8,3,0.727,10.063,4.803,0.3942,94.3,1L,3,#7,11
20,Houston,9,2,0.818,9.424,-4.111,0.2009,-24.4,1L,0,,11
21,Oregon,10,3,0.769,8.898,1.578,0.3082,11.0,3W,2,#7,13
22,Troy,9,3,0.75,8.816,-4.675,0.1084,-71.3,1W,0,,12
23,Miami,8,4,0.667,8.591,0.041,0.1329,2.0,4W,0,,12
24,Arizona State,10,3,0.769,8.478,-2.186,0.1893,-17.9,5W,4,#17,13
25,Ohio,9,2,0.818,8.452,-1.874,0.2378,4.0,1W,0,,11
26,Wake Forest,10,1,0.909,8.396,-5.077,0.246,-14.9,3W,1,#20,11
27,San Jose State,8,3,0.727,8.289,7.255,0.4342,66.2,2W,4,#8,11
28,Georgia,8,3,0.727,8.253,4.456,0.384,53.2,3W,2,#17,11
29,BYU,9,3,0.75,8.109,2.41,0.3462,14.0,2W,1,#24,12
30,SMU,7,4,0.636,7.737,-2.212,0.0699,-37.7,1L,1,#21,11
31,Penn State,6,5,0.545,7.234,0.782,0.0534,-7.0,1L,0,,11
32,Pittsburgh,9,2,0.818,7.137,-4.139,0.1856,-2.0,2W,0,,11
33,Michigan,7,5,0.583,7.094,1.547,0.1387,-28.6,1W,1,#7,12
34,Ohio State,7,4,0.636,6.936,-1.087,0.1163,-47.8,1L,2,#20,11
35,NC State,7,4,0.636,6.473,2.532,0.227,-1.0,5W,1,#21,11
36,USC,8,3,0.727,6.306,1.834,0.2797,33.7,1W,1,#25,11
37,East Carolina,8,3,0.727,6.052,-3.218,0.1685,-27.8,1W,0,,11
38,Nebraska,9,3,0.75,6.017,2.226,0.3409,93.2,2W,3,#19,12
39,Baylor,7,5,0.583,5.199,-0.576,0.0659,-57.7,1W,0,,12
40,Wyoming,7,5,0.583,5.182,-1.61,0.0542,0.0,1W,0,,12
41,Tulane,7,4,0.636,5.111,-0.738,0.1195,-52.4,2W,0,,11
42,TCU,8,5,0.615,5.093,-0.802,0.057,24.1,1W,1,#16,13
43,Southern Mississippi,7,4,0.636,5.006,-2.402,0.0699,-78.3,1W,0,,11
44,Oklahoma,6,6,0.5,4.971,2.301,0.0466,-34.3,1L,0,,12
45,Oklahoma State,8,3,0.727,3.792,-2.102,0.1469,-18.2,2W,3,#7,11
46,Eastern Michigan,7,4,0.636,3.725,-4.236,-0.0121,-56.8,1W,0,,11
47,Missouri State,9,3,0.75,3.516,-4.441,0.1189,0.0,4W,0,,12
48,Georgia Southern,7,4,0.636,3.454,-3.506,0.0254,-33.8,3W,0,,11
49,Navy,7,4,0.636,3.192,-1.483,0.0699,-25.2,1L,0,,11
50,Alabama,7,4,0.636,3.149,3.158,0.302,103.5,1W,2,#20,11
51,Toledo,6,6,0.5,2.923,-1.796,-0.0897,-83.1,2L,0,,12
52,Mississippi State,7,5,0.583,2.831,-3.646,-0.0309,-63.3,1W,0,,12
53,San Diego State,7,4,0.636,2.763,-2.16,0.0909,-5.3,1W,0,,11
54,Charlotte,6,5,0.545,2.556,-0.755,0.0369,-36.7,1L,0,,11
55,Arizona,7,4,0.636,2.329,-3.211,0.0388,-48.1,1L,3,#7,11
56,Florida International,6,5,0.545,2.18,-3.144,-0.0388,-65.9,2W,0,,11
57,Delaware,7,4,0.636,1.89,-5.18,-0.0267,-27.6,2W,0,,11
58,North Texas,6,5,0.545,1.753,-1.453,0.0114,-54.0,1L,0,,11
59,Virginia Tech,7,4,0.636,1.657,1.265,0.2009,22.6,1L,0,,11
