Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
117,Syracuse,4,5,0.444,-8.727,-0.951,-0.0681,41.4,1L,0,,9
118,Rapid City,4,7,0.364,-8.906,-1.41,-0.1408,6.1,6L,0,,11
119,Kentucky,2,7,0.222,-9.507,4.823,-0.1338,-23.0,7L,0,,9
120,Alabaster,3,7,0.3,-9.572,-2.797,-0.2768,66.8,1L,1,#24,10
121,Illinois,3,6,0.333,-9.701,-2.676,-0.2222,61.1,2L,1,#19,9
122,Western Michigan,4,6,0.4,-9.718,-3.888,-0.2099,7.6,3L,0,,10
123,Louisville,2,7,0.222,-10.455,0.704,-0.2582,-3.5,5L,0,,9
124,Army,3,6,0.333,-10.884,-1.487,-0.2019,39.1,1L,0,,9
125,Death Valley,4,6,0.4,-11.256,-1.764,-0.1458,109.1,3L,1,#15,10
126,James Madison,3,7,0.3,-11.272,-2.595,-0.2676,24.9,5L,0,,10
127,California,2,8,0.2,-11.468,1.412,-0.2085,-12.4,5L,0,,10
128,Western Kentucky,2,7,0.222,-11.69,-0.209,-0.2653,25.4,1W,0,,9
129,Minnesota,3,6,0.333,-12.355,0.238,-0.1588,-0.6,1L,0,,9
130,Iowa,2,7,0.222,-13.403,1.03,-0.2512,-23.0,4L,0,,9
131,Ball State,2,8,0.2,-13.476,-1.605,-0.3437,-18.1,1L,0,,10
132,UL Monroe,2,8,0.2,-13.669,-2.791,-0.3662,-7.2,1L,0,,10
133,Akron,2,8,0.2,-15.917,-3.886,-0.4042,-5.4,2L,0,,10
134,Jacksonville State,1,8,0.111,-16.185,-0.533,-0.3951,-48.0,6L,0,,9
135,Maryland,1,9,0.1,-16.191,-1.834,-0.438,-42.0,9L,0,,10
136,South Carolina,1,8,0.111,-16.616,3.494,-0.3013,1.3,8L,0,,9
137,Utah State,1,8,0.111,-16.775,-0.603,-0.4038,-48.0,5L,0,,9
