Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
80,Oklahoma State,1,0,1.0,-1.437,-6.77,0.3643,3.0,1W,0,,1
81,Louisiana Tech,1,0,1.0,-1.437,-6.77,0.3643,3.0,1W,0,,1
82,USF,1,0,1.0,-1.437,-6.77,0.3643,3.0,1W,0,,1
83,Army,1,0,1.0,-2.178,-14.252,0.2071,0.0,1W,0,,1
84,Gate City,2,0,1.0,-4.034,-12.963,0.2321,3.0,2W,0,,2
85,Colorado,0,1,0.0,-4.103,-4.103,-0.6,-6.0,1L,0,,1
86,Arizona,1,0,1.0,-4.103,-4.103,0.4,3.0,1W,0,,1
87,Rice,0,1,0.0,-5.377,11.349,-0.3143,-6.0,1L,0,,1
88,Iowa,1,1,0.5,-6.275,1.554,0.0679,-2.0,1L,0,,2
89,Ball State,0,1,0.0,-6.604,2.896,-0.4786,-6.0,1L,0,,1
90,UConn,0,1,0.0,-6.77,-1.437,-0.5571,-6.0,1L,0,,1
91,Panama City,0,1,0.0,-6.77,-1.437,-0.5571,-6.0,1L,0,,1
92,NC State,0,1,0.0,-6.77,-1.437,-0.5571,-2.0,1L,0,,1
93,James Madison,0,1,0.0,-6.77,-1.437,-0.5571,-6.0,1L,0,,1
94,Indiana,0,1,0.0,-7.438,-0.771,-0.5286,-2.0,1L,0,,1
95,Delaware,0,1,0.0,-8.103,-0.103,-0.5,-6.0,1L,0,,1
96,Missouri,1,0,1.0,-8.48,-12.857,0.2357,0.0,1W,0,,1
97,Missouri State,2,0,1.0,-8.48,-12.857,0.2357,0.0,2W,0,,2
98,Tulane,0,1,0.0,-8.77,0.563,-0.4929,-6.0,1L,0,,1
99,Iowa State,1,0,1.0,-10.561,-15.018,0.2,0.0,1W,0,,1
100,West Virginia,1,0,1.0,-10.561,-15.018,0.2,0.0,1W,0,,1
101,SMU,0,1,0.0,-11.437,3.229,-0.4571,-6.0,1L,0,,1
102,Appalachian State,0,1,0.0,-11.437,3.229,-0.4571,-6.0,1L,0,,1
103,Arkansas State,0,1,0.0,-11.437,3.229,-0.4571,-6.0,1L,0,,1
104,Western Michigan,0,1,0.0,-12.104,3.896,-0.4357,-6.0,1L,0,,1
105,Alabama,0,1,0.0,-12.104,3.896,-0.4357,-2.0,1L,0,,1
106,Coastal Carolina,0,1,0.0,-12.771,4.562,-0.4214,-6.0,1L,0,,1
107,Rapid City,0,1,0.0,-12.771,4.562,-0.4214,-2.0,1L,0,,1
108,Utah,0,1,0.0,-13.069,-4.034,-0.5929,-6.0,1L,0,,1
109,Vanderbilt,0,1,0.0,-13.561,-15.018,-0.8,0.0,1L,0,,1
110,Texas State,0,1,0.0,-14.104,5.896,-0.4071,-6.0,1L,0,,1
111,Temple,0,1,0.0,-15.271,-0.437,-0.5214,-6.0,1L,0,,1
112,Oregon State,0,1,0.0,-15.437,7.229,-0.3929,-6.0,1L,0,,1
113,Kennesaw State,0,1,0.0,-15.604,2.896,-0.4786,-6.0,1L,0,,1
114,Akron,0,1,0.0,-16.104,7.896,-0.3786,-6.0,1L,0,,1
115,UNLV,0,1,0.0,-16.561,-15.018,-0.8,0.0,1L,0,,1
116,Kent State,0,1,0.0,-18.104,9.896,-0.3214,-6.0,1L,0,,1
117,North Carolina,0,1,0.0,-18.104,9.896,-0.3214,-2.0,1L,0,,1
118,Tulsa,0,1,0.0,-19.48,-12.857,-0.7643,0.0,1L,0,,1
119,UTEP,0,1,0.0,-20.104,11.896,-0.3,-6.0,1L,0,,1
120,USC,0,1,0.0,-20.104,11.896,-0.3,-6.0,1L,0,,1
121,Massachusetts,0,1,0.0,-20.77,12.563,-0.2857,-6.0,1L,0,,1
122,Maryland,0,1,0.0,-20.77,12.563,-0.2857,-2.0,1L,0,,1
123,Stanford,0,1,0.0,-22.104,13.896,-0.2571,-6.0,1L,0,,1
124,UCLA,0,1,0.0,-22.104,13.896,-0.2571,-6.0,1L,0,,1
125,Death Valley,0,1,0.0,-22.77,14.563,-0.1857,-2.0,1L,0,,1
126,Georgia Tech,0,1,0.0,-22.77,14.563,-0.1857,-2.0,1L,0,,1
127,Boston College,0,1,0.0,-22.77,14.563,-0.1857,-2.0,1L,0,,1
128,Georgia Southern,0,1,0.0,-22.77,14.563,-0.1857,-6.0,1L,0,,1
129,Sam Houston,0,1,0.0,-22.77,14.563,-0.1857,-6.0,1L,0,,1
130,Clemson,0,1,0.0,-22.77,14.563,-0.1857,-2.0,1L,0,,1
131,Mississippi State,0,1,0.0,-22.77,14.563,-0.1857,-2.0,1L,0,,1
132,Penn State,0,1,0.0,-22.77,14.563,-0.1857,-2.0,1L,0,,1
133,Wake Forest,0,1,0.0,-22.77,14.563,-0.1857,-2.0,1L,0,,1
134,Eastern Michigan,0,2,0.0,-23.793,3.518,-0.45,-12.0,2L,0,,2
135,Louisiana,0,1,0.0,-37.178,-14.252,-0.7929,0.0,1L,0,,1
