Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
35,Arkansas,3,2,0.6,5.543,-2.347,0.0624,-30.0,1L,0,,5
36,Ole Miss,3,2,0.6,5.535,4.037,0.2071,2.0,1L,0,,5
37,Wisconsin,5,1,0.833,5.482,-6.201,0.1643,10.2,1W,0,,6
38,Clemson,3,2,0.6,5.135,-0.763,0.1348,16.3,3W,0,,5
39,UCLA,4,1,0.8,4.925,-6.382,0.1305,-17.5,4W,0,,5
40,Alabama,4,2,0.667,4.896,-0.707,0.1915,-1.0,4W,2,#25,6
41,Western Michigan,4,1,0.8,4.776,-11.081,-0.0298,-28.7,4W,0,,5
42,Washington,4,2,0.667,4.563,-0.373,0.1111,1.0,2W,0,,6
43,Cincinnati,3,2,0.6,3.681,-4.471,-0.0043,-10.0,1L,0,,5
44,Oklahoma,3,2,0.6,3.675,1.118,0.1106,-4.0,2L,1,#16,5
45,Auburn,3,3,0.5,3.67,-0.493,0.0284,-4.0,2L,0,,6
46,TCU,3,2,0.6,3.649,-0.134,0.0993,-23.1,1L,1,#20,5
47,Kansas State,4,2,0.667,3.521,-6.124,-0.0035,-28.0,1W,0,,6
48,Southern Mississippi,3,2,0.6,3.382,-3.067,-0.0184,-24.4,1W,0,,5
49,UConn,3,3,0.5,3.236,-5.028,-0.1371,-47.7,1L,0,,6
50,Wyoming,3,3,0.5,3.019,-5.795,-0.1667,-36.2,1L,0,,6
51,Arizona State,3,2,0.6,2.965,0.097,0.0482,-20.1,1L,0,,5
52,Indiana,3,3,0.5,2.473,2.114,0.0957,-7.6,1L,0,,6
53,Fresno State,3,2,0.6,2.131,-7.17,-0.1135,-27.3,1L,0,,5
54,Penn State,3,3,0.5,2.111,5.39,0.1489,-3.0,1L,0,,6
55,Kentucky,3,3,0.5,1.927,6.356,0.1454,53.0,1L,1,#17,6
56,Rutgers,5,1,0.833,1.904,-6.024,0.1678,8.0,3W,0,,6
57,Navy,3,3,0.5,1.828,-0.843,0.0106,-10.0,2L,0,,6
58,Florida International,2,3,0.4,1.781,-5.87,-0.2199,-13.0,1L,0,,5
59,Alabaster,3,2,0.6,1.764,-0.304,0.166,38.0,2L,0,,5
60,Missouri State,4,1,0.8,1.755,-3.521,0.2255,3.0,2W,0,,5
61,LSU,3,2,0.6,1.628,3.825,0.2525,47.7,1W,1,#14,5
62,SMU,2,3,0.4,1.374,1.717,-0.0709,-13.0,1W,0,,5
63,Georgia Tech,2,3,0.4,1.263,5.895,0.0142,-7.0,1W,0,,5
64,Ohio,4,1,0.8,1.088,-10.856,-0.0156,-23.1,1L,0,,5
65,Eastern Michigan,4,2,0.667,0.888,-3.389,0.0757,-5.0,4W,0,,6
66,West Virginia,3,2,0.6,0.64,-6.952,-0.105,-28.1,1W,0,,5
67,New Mexico State,3,2,0.6,0.625,-8.181,-0.1404,-54.9,1L,0,,5
68,Arizona,4,2,0.667,0.527,-0.112,0.1856,1.0,1L,0,,6
69,Kansas,3,3,0.5,0.304,-2.225,-0.0402,7.4,1W,0,,6
70,Appalachian State,3,2,0.6,-0.057,-10.746,-0.227,-50.2,3W,0,,5
71,Middle Tennessee,5,1,0.833,-0.103,-3.372,0.234,4.0,3W,0,,6
72,Iowa,4,3,0.571,-0.354,1.746,0.1216,22.0,1L,0,,7
73,Delaware,3,2,0.6,-0.466,-6.364,-0.0582,-26.0,1W,0,,5
74,Tulane,4,2,0.667,-0.789,-3.41,0.1135,4.9,4W,0,,6
75,Tulsa,2,4,0.333,-1.736,-3.305,-0.2447,-12.0,1W,0,,6
76,Purdue,3,3,0.5,-1.886,-0.271,0.0012,-8.0,1L,0,,6
77,Miami University,2,3,0.4,-1.966,4.636,0.0738,28.4,3L,0,,5
78,Washington State,4,2,0.667,-2.028,-1.222,0.1371,25.4,1L,0,,6
79,UL Monroe,3,3,0.5,-2.058,-1.281,-0.0366,8.7,1L,0,,6
80,Colorado,2,3,0.4,-2.063,-1.958,-0.1121,-7.3,1L,0,,5
81,Rice,2,3,0.4,-2.653,0.461,-0.0397,-15.0,1L,0,,5
82,Rapid City,2,4,0.333,-2.698,4.771,0.0154,53.2,2W,0,,6
83,Louisiana Tech,3,3,0.5,-2.971,-5.107,-0.1288,-31.6,1W,0,,6
84,South Carolina,2,3,0.4,-3.139,0.29,-0.1135,-11.0,1W,0,,5
85,James Madison,2,3,0.4,-3.17,-0.572,-0.1348,-11.0,1W,0,,5
86,Old Dominion,3,2,0.6,-3.238,-7.107,-0.0837,1.2,1L,0,,5
87,Akron,2,4,0.333,-3.546,-2.591,-0.2057,-21.0,2L,0,,6
88,Gate City,3,4,0.429,-4.272,-2.376,-0.1206,-14.0,4L,1,#16,7
89,Colorado State,4,2,0.667,-4.465,-0.762,0.2021,58.2,1L,0,,6
90,Wake Forest,3,2,0.6,-4.837,-6.305,-0.0652,2.0,1L,0,,5
91,Northwestern,3,2,0.6,-4.905,-14.041,-0.2879,-50.1,1L,0,,5
92,Michigan State,2,3,0.4,-5.011,1.747,-0.017,-7.0,1L,0,,5
93,Oregon State,3,2,0.6,-5.387,-3.005,0.0255,47.0,2W,0,,5
94,Western Kentucky,3,3,0.5,-5.399,-7.629,-0.2317,-30.0,2L,0,,6
95,South Alabama,3,3,0.5,-5.468,-8.769,-0.2199,-15.0,1W,0,,6
96,Boise State,2,4,0.333,-5.475,-3.115,-0.2175,-19.1,4L,0,,6
97,North Texas,2,4,0.333,-5.482,-4.463,-0.2825,-40.2,1L,0,,6
98,Minnesota,3,2,0.6,-5.525,-1.681,0.1078,47.4,1W,0,,5
99,Stanford,2,3,0.4,-5.746,5.077,0.0823,28.3,1L,0,,5
100,Georgia Southern,2,4,0.333,-5.855,-1.543,-0.1655,-21.0,1L,0,,6
101,Army,2,2,0.5,-5.903,-5.638,-0.1454,-9.0,1L,0,,4
102,UCF,2,4,0.333,-6.007,-1.18,-0.1525,-38.9,3L,0,,6
103,Charlotte,2,4,0.333,-6.492,-4.482,-0.2695,-27.0,1W,0,,6
104,Hammond,2,4,0.333,-6.661,-2.821,-0.2104,11.8,1W,0,,6
105,Boston College,1,5,0.167,-6.705,4.425,-0.1962,-36.1,2L,0,,6
106,Georgia,2,3,0.4,-6.978,9.013,0.122,28.7,3L,0,,5
107,Georgia State,3,2,0.6,-7.067,-11.567,-0.2681,12.3,1W,0,,5
108,Hawai'i,3,3,0.5,-7.371,-6.574,-0.1702,-1.6,1W,0,,6
109,Louisville,2,4,0.333,-7.922,2.658,-0.0898,18.4,3L,0,,6
110,Arkansas State,2,4,0.333,-8.152,-6.803,-0.3522,-21.0,2L,0,,6
111,Mississippi State,2,3,0.4,-8.291,2.786,0.0085,10.6,1W,0,,5
112,Liberty,2,3,0.4,-8.38,-11.792,-0.4681,-7.2,3L,0,,5
113,Temple,1,4,0.2,-8.423,-3.477,-0.373,-20.0,3L,0,,5
114,Sam Houston,3,3,0.5,-8.835,-1.502,-0.0236,41.7,1W,0,,6
115,Massachusetts,2,4,0.333,-8.939,-1.71,-0.1879,-2.8,2L,0,,6
116,Kent State,2,3,0.4,-8.986,0.997,-0.0809,16.3,2W,0,,5
117,Toledo,2,4,0.333,-9.318,-5.468,-0.3061,-20.7,4L,0,,6
118,USC,1,5,0.167,-9.357,9.788,-0.0946,-15.0,3L,0,,6
119,Ohio State,2,3,0.4,-9.429,1.709,-0.0638,-7.0,2L,0,,5
120,California,3,3,0.5,-9.436,-4.705,-0.1253,30.5,2L,0,,6
121,UTEP,3,2,0.6,-9.488,-4.007,-0.0355,-2.0,3W,0,,5
122,UNLV,1,5,0.167,-9.682,0.47,-0.318,9.6,3L,0,,6
123,Missouri,2,4,0.333,-9.706,-1.243,-0.2139,40.6,2L,0,,6
124,UTSA,2,4,0.333,-9.805,0.226,-0.1005,67.9,4L,0,,6
125,Utah,2,4,0.333,-9.999,-3.83,-0.221,-13.0,1W,0,,6
126,Death Valley,1,4,0.2,-10.189,5.39,-0.1234,10.4,1L,0,,5
127,Kennesaw State,2,3,0.4,-11.09,-6.412,-0.2794,25.3,1L,0,,5
128,Ball State,2,4,0.333,-11.116,-2.731,-0.2305,49.5,1W,0,,6
129,Utah State,1,4,0.2,-11.35,-3.332,-0.3191,-24.0,4L,0,,5
130,Illinois,1,4,0.2,-11.662,3.245,-0.2298,-16.0,4L,0,,5
131,Iowa State,3,3,0.5,-11.967,-3.766,-0.0839,35.9,1W,0,,6
132,Texas State,1,4,0.2,-12.041,-1.514,-0.305,-20.0,3L,0,,5
133,Coastal Carolina,1,5,0.167,-12.202,-1.569,-0.3286,-26.0,3L,0,,6
134,Louisiana,2,3,0.4,-12.915,-7.661,-0.3206,61.0,1L,0,,5
135,Vanderbilt,1,4,0.2,-14.172,-3.775,-0.3858,25.8,3L,0,,5
136,Jacksonville State,2,3,0.4,-14.199,-4.629,-0.1858,9.4,3L,0,,5
