Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
1,Texas Tech,12,0,1.0,23.408,5.132,0.669,14.0,12W,6,#11,12
2,Notre Dame,11,1,0.917,22.005,-0.508,0.3899,8.0,4W,1,#12,12
3,USF,10,2,0.833,21.713,3.242,0.4569,-11.8,3W,5,#7,12
4,Bowling Green,12,0,1.0,20.296,4.241,0.6469,20.0,12W,7,#9,12
5,West Virginia,12,0,1.0,19.505,-4.34,0.3537,11.0,12W,1,#20,12
6,Miami (OH),1,0,1.0,17.597,-13.99,0.0839,1.0,1W,0,,1
7,LSU,9,3,0.75,14.428,-1.329,0.2477,-34.0,1L,1,#5,12
8,Florida State,9,3,0.75,13.947,6.044,0.4709,-9.1,1W,5,#9,12
9,Florida,9,3,0.75,13.109,6.867,0.4685,15.0,1L,2,#10,12
10,Georgia Tech,10,2,0.833,12.918,-1.348,0.2826,4.0,4W,2,#15,12
11,Texas A&M,10,2,0.833,12.896,-2.726,0.296,-33.3,2L,2,#13,12
12,Texas,9,3,0.75,12.745,1.806,0.3351,-25.8,3W,1,#19,12
13,Ole Miss,9,4,0.692,11.68,1.561,0.2851,1.0,2W,3,#6,13
14,Fresno State,11,1,0.917,11.37,-3.611,0.3147,-12.2,7W,0,,12
15,UCLA,9,3,0.75,11.268,-3.981,0.1538,-77.4,1W,0,,12
16,Clemson,9,3,0.75,10.921,-1.009,0.2611,2.0,7W,1,#23,12
17,Miami,10,4,0.714,10.314,-0.557,0.1618,2.0,6W,0,,14
18,Houston,10,2,0.833,9.978,-5.729,0.1486,-26.8,1W,0,,12
19,Hammond,8,4,0.667,9.882,2.246,0.2203,-28.7,5W,2,#17,12
20,North Carolina,10,2,0.833,9.853,0.69,0.3625,4.8,6W,1,#21,12
21,Wake Forest,11,1,0.917,9.747,-4.524,0.2745,-13.4,4W,1,#20,12
22,San Jose State,9,3,0.75,9.402,6.953,0.454,67.8,3W,4,#8,12
23,BYU,10,2,0.833,9.115,0.545,0.3543,15.0,3W,1,#24,12
24,Auburn,8,4,0.667,8.964,4.577,0.3263,82.4,2L,3,#7,12
25,Michigan,7,5,0.583,8.85,1.517,0.1369,-38.8,1L,1,#7,12
26,Troy,9,3,0.75,8.731,-4.888,0.1026,-71.1,1W,0,,12
27,TCU,8,4,0.667,8.163,0.641,0.1696,-43.8,1W,1,#16,12
28,Oregon,9,3,0.75,7.718,1.252,0.2756,10.0,2W,1,#22,12
29,Georgia,8,4,0.667,7.55,5.082,0.3438,52.5,1L,2,#17,12
30,SMU,8,4,0.667,7.548,-2.42,0.0845,-36.3,1W,1,#21,12
31,Ohio,10,2,0.833,7.466,-1.919,0.2448,5.0,2W,0,,12
32,Arizona State,8,4,0.667,7.338,-0.675,0.1591,-41.1,1L,2,#17,12
33,Pittsburgh,10,2,0.833,7.108,-3.634,0.222,1.7,3W,0,,12
34,Southern Mississippi,8,4,0.667,6.606,-2.306,0.0938,-82.4,2W,0,,12
35,Ohio State,8,4,0.667,6.524,-0.635,0.1655,-6.5,1W,3,#7,12
36,Nebraska,9,3,0.75,6.298,2.745,0.3619,93.7,2W,3,#19,12
37,Penn State,6,6,0.5,6.147,2.109,0.0355,-7.0,2L,0,,12
38,San Diego State,9,4,0.692,6.076,-2.879,0.1044,-50.5,3W,0,,13
39,NC State,7,5,0.583,6.016,3.014,0.1935,-9.0,1L,1,#21,12
40,Baylor,7,5,0.583,5.299,-0.419,0.0699,-19.7,1W,0,,12
41,Missouri State,9,3,0.75,5.288,-4.109,0.1358,-39.1,4W,0,,12
42,Oklahoma,6,6,0.5,5.158,2.632,0.0606,-34.0,1L,0,,12
43,Tulane,8,4,0.667,5.111,-1.295,0.1393,-51.3,3W,0,,12
44,Wyoming,7,5,0.583,5.109,-1.8,0.0519,0.0,1W,0,,12
45,USC,8,4,0.667,4.875,3.9,0.2698,33.9,1L,1,#25,12
46,Georgia Southern,8,4,0.667,4.684,-3.316,0.0565,-35.8,4W,0,,12
47,East Carolina,8,4,0.667,4.3,-2.752,0.1125,-49.9,1L,0,,12
48,Oklahoma State,9,3,0.75,4.196,-1.625,0.1946,6.4,3W,3,#7,12
49,Eastern Michigan,8,4,0.667,4.123,-4.271,0.0175,-57.6,2W,0,,12
50,Alabama,8,4,0.667,3.847,4.177,0.3619,178.1,2W,3,#11,12
51,Virginia Tech,8,4,0.667,3.728,0.938,0.2168,21.1,1W,0,,12
52,Washington State,8,4,0.667,3.187,-2.644,0.0997,-25.3,2W,0,,12
53,Delaware,8,4,0.667,3.115,-4.121,0.049,-17.8,3W,0,,12
54,Arizona,8,4,0.667,3.064,-1.556,0.1364,-19.7,1W,3,#7,12
55,Toledo,6,6,0.5,2.905,-1.873,-0.088,-81.8,2L,0,,12
56,Washington,7,5,0.583,2.793,0.069,0.1399,55.3,3W,1,#9,12
57,Marshall,8,4,0.667,2.482,-3.22,0.0676,-26.7,1W,0,,12
58,Louisiana Tech,7,5,0.583,1.63,-4.09,-0.0105,-40.9,1L,0,,12
59,Navy,7,5,0.583,1.548,-2.754,-0.0274,-56.4,2L,0,,12
60,Liberty,7,5,0.583,1.239,-4.706,-0.0373,-53.4,3L,0,,12
61,Florida International,6,6,0.5,1.064,-2.555,-0.0653,-29.0,1L,0,,12
62,Arkansas,5,7,0.417,0.886,3.256,0.0012,-14.5,1W,0,,12
63,Charlotte,6,6,0.5,0.596,-0.158,0.0181,4.3,2L,0,,12
64,North Texas,6,6,0.5,0.565,-1.887,-0.053,-60.3,2L,0,,12
65,Mississippi State,7,6,0.538,0.546,-3.169,-0.0651,-62.4,1L,0,,13
66,Temple,7,5,0.583,0.494,-0.03,0.1241,16.2,1W,0,,12
67,Boise State,7,6,0.538,0.247,-3.922,-0.0845,-36.5,1W,0,,13
68,Duke,6,6,0.5,0.172,1.826,0.0997,40.8,5L,1,#25,12
69,Northwestern,6,6,0.5,0.039,-3.272,-0.0956,-56.1,2L,0,,12
70,Indiana,6,6,0.5,-0.139,-1.129,-0.0245,-7.0,1W,0,,12
71,Kennesaw State,6,6,0.5,-0.174,-1.198,-0.0122,-15.0,1L,0,,12
72,Panama City,5,7,0.417,-0.251,0.481,-0.046,-9.9,1L,1,#13,12
73,Michigan State,6,6,0.5,-0.279,0.092,0.0,51.8,3L,1,#25,12
74,Wisconsin,4,8,0.333,-0.9,1.516,-0.1014,-45.5,1W,0,,12
75,Memphis,7,5,0.583,-0.961,-1.106,0.0868,28.6,1W,0,,12
76,Death Valley,7,6,0.538,-1.007,-1.352,-0.0134,29.0,2W,1,#15,13
77,New Mexico State,8,4,0.667,-1.221,-6.792,-0.0204,-12.3,2W,0,,12
78,Kansas,5,7,0.417,-1.234,-2.151,-0.1352,-34.6,4L,0,,12
79,Miami University,7,4,0.636,-1.333,-2.031,0.0629,17.0,6W,0,,11
