Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
1,Bowling Green,9,0,1.0,29.624,4.668,0.6933,9.0,9W,4,#15,9
2,Texas Tech,9,0,1.0,24.528,1.587,0.5438,11.0,9W,1,#12,9
3,USF,9,0,1.0,23.753,1.815,0.572,11.0,9W,2,#11,9
4,Florida State,9,0,1.0,23.725,1.315,0.5853,9.0,9W,3,#18,9
5,San Jose State,10,0,1.0,21.188,2.552,0.5859,12.0,10W,3,#10,10
6,Notre Dame,9,1,0.9,19.944,-2.336,0.3007,6.0,1L,0,,10
7,Virginia,8,1,0.889,16.522,-5.758,0.2089,-29.2,4W,0,,9
8,Virginia Tech,8,1,0.889,16.032,-0.072,0.4163,-19.5,4W,0,,9
9,Florida,8,1,0.889,15.79,0.111,0.3748,8.0,2W,1,#16,9
10,NC State,7,2,0.778,14.159,-1.817,0.2113,-12.9,1W,1,#17,9
11,Miami,8,1,0.889,14.092,0.716,0.3936,11.0,2W,1,#24,9
12,Texas,8,1,0.889,13.138,-2.081,0.3662,-7.1,3W,2,#15,9
13,Texas A&M,7,2,0.778,12.29,4.0,0.3811,6.0,1W,1,#19,9
14,Marshall,9,0,1.0,11.972,-5.747,0.3521,11.0,9W,0,,9
15,Houston,8,1,0.889,11.829,-6.477,0.1956,-18.7,7W,0,,9
16,Baylor,7,2,0.778,11.176,2.439,0.3435,6.0,1W,1,#13,9
17,Oklahoma State,8,1,0.889,10.892,-0.574,0.4202,-12.8,3W,0,,9
18,Pittsburgh,7,3,0.7,10.362,-3.101,0.1113,-41.9,1L,0,,10
19,East Carolina,9,0,1.0,9.507,-5.121,0.3529,16.0,9W,0,,9
20,San Diego State,7,2,0.778,9.499,-8.249,0.0149,-60.9,2W,0,,9
21,Michigan,6,3,0.667,9.183,-2.214,0.1166,-22.9,1L,0,,9
22,Washington,7,3,0.7,8.58,-0.663,0.1359,-26.0,1L,0,,10
23,Arkansas,6,3,0.667,8.35,-3.436,0.079,-55.6,1L,0,,9
24,Ohio,8,1,0.889,8.09,-6.178,0.2175,-15.6,4W,0,,9
25,Wisconsin,7,3,0.7,7.934,3.044,0.2648,19.2,1L,1,#24,10
26,Troy,7,2,0.778,7.827,-4.037,0.1581,-24.8,1L,0,,9
27,Nebraska,7,3,0.7,7.744,2.864,0.2542,-21.3,1W,1,#12,10
28,Oregon,6,3,0.667,7.669,2.981,0.2817,3.0,1W,2,#20,9
29,UConn,6,3,0.667,7.164,-6.251,-0.0274,-54.9,3W,0,,9
30,Tennessee,5,4,0.556,6.596,0.391,0.0603,-53.9,2L,1,#14,9
31,BYU,7,2,0.778,6.193,-2.195,0.2433,26.0,4W,3,#9,9
32,Panama City,6,4,0.6,5.998,3.371,0.181,-2.0,1W,0,,10
33,UCLA,7,2,0.778,5.748,-4.195,0.1502,-41.6,1L,0,,9
34,West Virginia,6,3,0.667,5.645,-3.735,0.108,-30.5,1W,0,,9
35,Appalachian State,6,3,0.667,5.634,-6.2,-0.0383,-61.5,1L,0,,9
36,Ole Miss,6,3,0.667,5.503,5.759,0.338,47.5,1L,1,#17,9
37,Iowa,7,4,0.636,5.232,-0.561,0.1044,-6.1,3W,0,,11
38,Alabama,5,4,0.556,5.231,0.771,0.1119,-2.0,1W,2,#25,9
39,Georgia Tech,4,5,0.444,5.005,6.986,0.1025,-11.0,1L,0,,9
