Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
40,Wyoming,5,5,0.5,4.641,-1.943,-0.0901,-61.4,1W,0,,10
41,TCU,6,3,0.667,4.543,-1.049,0.1041,-39.4,1L,1,#20,9
42,Syracuse,6,4,0.6,4.399,-0.426,0.1099,-5.0,1W,0,,10
43,Memphis,7,3,0.7,4.384,-4.056,0.0796,-42.2,1L,0,,10
44,Maryland,6,3,0.667,4.321,-0.827,0.1753,-6.6,2W,0,,9
45,Auburn,4,6,0.4,4.25,3.275,-0.0289,-31.9,3L,0,,10
46,Clemson,5,4,0.556,4.139,2.808,0.1721,15.9,2L,0,,9
47,Central Michigan,6,4,0.6,3.913,-5.399,-0.0613,-78.4,1W,0,,10
48,SMU,5,4,0.556,3.816,1.719,0.0908,-33.0,2W,0,,9
49,Kansas State,6,4,0.6,3.687,-1.649,0.0613,-27.5,2L,0,,10
50,Rutgers,7,2,0.778,3.393,-6.46,0.0978,-17.4,1W,0,,9
51,North Carolina,5,4,0.556,3.38,2.402,0.1588,-8.0,1L,0,,9
52,Duke,6,4,0.6,3.359,0.095,0.1296,-7.0,2W,0,,10
53,Florida International,4,5,0.444,2.521,-4.649,-0.1995,-79.4,2W,0,,9
54,Louisiana Tech,6,3,0.667,2.321,-4.382,0.0383,-29.3,4W,0,,9
55,Western Michigan,6,3,0.667,2.205,-3.726,0.0853,-47.2,1L,0,,9
56,Southern Mississippi,6,3,0.667,2.17,-2.907,0.0642,-23.8,1W,0,,9
57,Middle Tennessee,8,1,0.889,1.938,-5.37,0.2011,13.0,6W,0,,9
58,North Texas,5,5,0.5,1.541,0.257,0.0275,-7.9,1W,1,#22,10
59,Navy,4,5,0.444,0.929,-1.61,-0.09,-13.0,1L,0,,9
60,Colorado,4,5,0.444,0.67,-1.463,-0.0822,-35.9,1L,0,,9
61,Penn State,4,5,0.444,0.632,6.241,0.1236,18.7,2L,0,,9
62,James Madison,5,4,0.556,0.313,-3.064,-0.0399,-27.1,3W,0,,9
63,Oklahoma,4,5,0.444,0.188,5.574,0.0798,40.5,3L,2,#16,9
64,Kent State,6,3,0.667,-0.126,1.169,0.2238,30.1,6W,0,,9
65,Arizona State,4,5,0.444,-0.366,0.689,-0.0485,-31.7,1W,0,,9
66,Georgia,5,4,0.556,-0.367,5.131,0.1682,68.9,1L,1,#20,9
67,Air Force,5,4,0.556,-0.443,-5.466,-0.097,-36.7,3L,0,,9
68,Miami University,3,5,0.375,-0.457,1.561,-0.0229,11.4,1L,0,,8
69,Gate City,4,5,0.444,-0.589,-1.981,-0.1166,-50.2,1W,1,#16,9
70,Toledo,5,5,0.5,-0.727,-0.678,0.0289,24.2,3W,0,,10
71,Fresno State,4,5,0.444,-0.903,-3.496,-0.1573,-59.1,1L,0,,9
72,Army,5,3,0.625,-0.918,-3.36,0.0202,-28.5,3W,0,,8
73,Missouri State,6,3,0.667,-0.982,-4.321,0.0117,-14.9,1W,0,,9
74,Hawai'i,5,4,0.556,-1.004,-4.811,-0.0563,-23.1,1W,0,,9
75,Oregon State,5,4,0.556,-1.036,-2.429,0.0039,-23.9,2L,0,,9
76,Boise State,4,5,0.444,-1.063,0.406,-0.0423,-36.8,1L,0,,9
77,Tulane,5,4,0.556,-1.285,-2.038,0.0031,7.2,2L,0,,9
78,Cincinnati,4,5,0.444,-1.383,-2.234,-0.0743,40.0,2L,1,#9,9
79,Ohio State,5,4,0.556,-1.42,1.469,0.1213,89.2,2W,1,#22,9
80,Louisville,4,5,0.444,-1.51,1.066,-0.0094,19.9,2W,0,,9
81,Eastern Michigan,5,4,0.556,-2.004,-5.254,-0.0962,-34.9,1W,0,,9
82,LSU,4,5,0.444,-2.038,7.122,0.1119,71.4,1L,1,#14,9
83,Akron,4,6,0.4,-2.193,-5.21,-0.2627,-52.1,1W,0,,10
84,Tulsa,4,6,0.4,-2.254,-1.732,-0.1415,19.7,1L,0,,10
85,UTEP,5,4,0.556,-2.46,-3.499,-0.0837,-8.0,1L,0,,9
86,Utah,5,4,0.556,-2.539,-3.658,-0.0485,-4.0,4W,0,,9
87,Washington State,5,4,0.556,-3.101,-1.67,0.0407,31.4,1W,0,,9
88,Georgia Southern,4,5,0.444,-3.277,-2.023,-0.1158,-40.0,1L,0,,9
89,Mississippi State,5,4,0.556,-3.299,-0.289,0.0829,61.0,3W,0,,9
90,Rice,4,5,0.444,-3.368,-1.093,-0.0704,-5.2,1W,0,,9
91,Wake Forest,4,5,0.444,-3.468,-1.961,-0.0822,19.2,1W,0,,9
92,Michigan State,3,6,0.333,-3.507,2.629,-0.0579,4.6,1W,0,,9
93,Liberty,4,5,0.444,-3.527,-5.634,-0.2261,-20.7,1W,0,,9
94,Arizona,4,5,0.444,-3.695,0.474,-0.0235,24.4,4L,0,,9
95,Kansas,3,7,0.3,-3.777,1.821,-0.1296,-9.7,4L,0,,10
96,Kentucky,4,5,0.444,-3.803,0.481,-0.0485,28.3,1L,1,#17,9
97,UL Monroe,4,6,0.4,-3.854,-3.532,-0.1965,-23.3,3L,0,,10
98,Purdue,4,5,0.444,-3.92,0.246,-0.0235,12.2,2L,0,,9
99,New Mexico State,4,5,0.444,-3.949,-2.478,-0.1056,-8.6,2L,0,,9
100,Hammond,4,6,0.4,-4.565,0.446,-0.0782,44.9,2W,0,,10
101,Alabaster,4,5,0.444,-4.566,-0.601,-0.061,17.0,3L,0,,9
102,UCF,4,6,0.4,-4.987,1.201,-0.0401,37.4,2L,0,,10
103,Boston College,3,7,0.3,-5.264,3.048,-0.069,-1.5,1L,0,,10
104,Arkansas State,4,6,0.4,-5.28,-5.785,-0.2831,-44.8,1W,0,,10
105,Georgia State,5,4,0.556,-5.477,-7.757,-0.2105,20.3,2W,0,,9
106,Ball State,4,5,0.444,-5.606,-5.126,-0.2105,47.8,1L,0,,9
107,Louisiana,5,4,0.556,-5.634,-6.293,-0.1659,-3.0,2W,0,,9
108,USC,3,6,0.333,-5.725,7.969,0.007,-11.0,2W,0,,9
109,Stanford,2,7,0.222,-5.812,2.24,-0.1714,2.4,5L,0,,9
110,Delaware,4,5,0.444,-5.968,-3.184,-0.1354,44.7,2L,0,,9
111,Sam Houston,5,5,0.5,-6.333,-1.69,-0.0324,30.5,2W,0,,10
112,Jacksonville State,5,4,0.556,-6.499,-3.355,-0.007,66.4,1L,0,,9
113,South Alabama,4,6,0.4,-6.808,-6.241,-0.2838,-48.1,1L,0,,10
114,Rapid City,2,8,0.2,-6.881,3.414,-0.1803,40.5,4L,0,,10
115,Western Kentucky,4,6,0.4,-7.087,-4.397,-0.2408,26.5,2L,0,,10
116,Northwestern,4,5,0.444,-7.489,-5.781,-0.2074,-16.1,1W,0,,9
117,California,3,7,0.3,-7.533,-0.69,-0.1986,58.1,6L,0,,10
118,Indiana,3,7,0.3,-7.656,2.465,-0.138,10.8,5L,0,,10
119,Death Valley,3,6,0.333,-7.741,2.827,-0.09,35.1,2W,0,,9
120,UTSA,3,6,0.333,-8.193,-0.298,-0.1213,54.5,1W,0,,9
121,Iowa State,4,6,0.4,-8.718,-0.861,-0.0845,59.8,3L,0,,10
122,Charlotte,2,7,0.222,-8.77,-1.674,-0.2911,-36.9,3L,0,,9
123,Colorado State,4,5,0.444,-8.84,0.186,0.0117,35.3,4L,0,,9
124,Coastal Carolina,2,8,0.2,-9.416,-0.856,-0.3042,-24.9,3L,0,,10
125,Old Dominion,4,5,0.444,-9.935,-4.672,-0.1909,21.3,1L,0,,9
126,Minnesota,3,6,0.333,-10.878,-1.225,-0.1581,16.4,4L,0,,9
127,Kennesaw State,2,7,0.222,-11.686,-3.063,-0.374,-3.5,5L,0,,9
128,Texas State,1,8,0.111,-12.551,-1.682,-0.4311,-44.0,7L,0,,9
129,Missouri,2,7,0.222,-12.917,-0.636,-0.3052,32.4,5L,0,,9
130,Vanderbilt,2,7,0.222,-12.933,1.332,-0.2293,32.2,1W,0,,9
131,Temple,1,8,0.111,-12.998,-0.799,-0.4038,-44.0,7L,0,,9
132,Massachusetts,3,7,0.3,-13.628,-3.88,-0.3155,15.0,3L,0,,10
133,UNLV,1,8,0.111,-13.712,1.551,-0.3357,-6.2,6L,0,,9
134,South Carolina,2,7,0.222,-13.953,0.402,-0.2363,-31.0,4L,0,,9
135,Illinois,2,7,0.222,-14.007,4.073,-0.1628,-10.3,3L,0,,9
136,Utah State,1,8,0.111,-15.547,-1.008,-0.3779,-48.0,8L,0,,9
137,Miami (OH),0,1,0.0,-25.666,5.645,-0.2324,-6.0,1L,0,,1
