Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
59,Arizona State,3,1,0.75,1.982,-3.028,0.0922,2.0,2W,0,,4
60,Northwestern,3,1,0.75,1.855,-13.282,-0.0887,-28.5,2W,0,,4
61,Old Dominion,3,1,0.75,1.2,-4.091,0.1809,26.7,2W,0,,4
62,West Virginia,3,2,0.6,1.083,-5.226,-0.0426,-30.3,1W,0,,5
63,Clemson,2,2,0.5,1.006,-2.48,-0.023,14.3,2W,0,,4
64,Wisconsin,4,1,0.8,0.754,-10.284,0.0028,-1.0,1L,0,,5
65,UL Monroe,3,2,0.6,0.494,-5.604,-0.044,-25.1,1W,0,,5
66,Panama City,3,2,0.6,0.316,1.64,0.105,21.2,1L,0,,5
67,Eastern Michigan,3,2,0.6,0.315,-3.962,0.0128,-8.0,3W,0,,5
68,Kansas,2,3,0.4,0.113,-2.766,-0.139,-13.0,2L,0,,5
69,Rutgers,4,1,0.8,0.036,-6.919,0.122,7.0,2W,0,,5
70,LSU,2,2,0.5,-0.436,3.136,0.117,21.1,1L,0,,4
71,Purdue,3,2,0.6,-0.511,-2.014,0.0482,-2.0,1W,0,,5
72,Washington State,5,2,0.714,-0.729,-4.165,0.1165,19.6,1L,0,,7
73,Iowa,4,2,0.667,-0.948,-0.554,0.1312,3.0,2W,0,,6
74,North Texas,2,3,0.4,-0.95,-4.892,-0.2255,-35.3,1W,0,,5
75,Rice,2,2,0.5,-1.552,-1.095,-0.0,-9.0,1W,0,,4
76,Middle Tennessee,4,1,0.8,-1.648,-0.288,0.3177,42.5,2W,0,,5
77,Delaware,3,2,0.6,-2.307,-10.405,-0.1504,-7.6,1L,0,,5
78,South Carolina,2,3,0.4,-2.467,2.474,-0.0397,-11.0,1W,0,,5
79,Arkansas State,3,3,0.5,-2.765,-7.856,-0.1939,-15.0,1L,0,,6
80,Appalachian State,2,2,0.5,-2.783,-13.559,-0.3723,-53.0,2W,0,,4
81,Stanford,3,2,0.6,-2.994,-2.18,0.1092,23.0,3W,0,,5
82,Colorado State,4,1,0.8,-3.329,-2.45,0.2851,64.9,3W,0,,5
83,Akron,2,3,0.4,-3.552,-2.496,-0.1376,-15.0,1L,0,,5
84,SMU,1,3,0.25,-3.654,5.7,-0.1064,-14.0,1L,0,,4
85,Georgia Tech,1,3,0.25,-3.838,10.332,-0.0266,-10.0,2L,0,,4
86,Western Kentucky,3,2,0.6,-3.875,-7.941,-0.122,-6.0,1L,0,,5
87,Miami University,2,2,0.5,-3.951,3.105,0.1223,37.3,2L,0,,4
88,UCF,2,3,0.4,-4.031,-0.255,-0.1064,-15.0,2L,0,,5
89,Tulane,4,2,0.667,-4.195,-11.049,-0.1217,-6.0,4W,0,,6
90,Louisville,2,3,0.4,-4.298,3.212,-0.0128,-3.0,2L,0,,5
91,Georgia Southern,2,3,0.4,-4.312,-4.817,-0.2156,-15.0,1W,0,,5
92,Wake Forest,3,2,0.6,-4.516,-4.824,-0.0199,2.0,1L,0,,5
93,Missouri State,4,1,0.8,-4.612,-8.616,0.0766,38.8,1W,0,,5
94,Gate City,3,3,0.5,-4.798,-4.255,-0.1005,-10.0,3L,1,#16,6
95,Army,2,2,0.5,-5.051,-3.094,-0.0869,-9.0,1L,0,,4
96,Boise State,2,3,0.4,-5.078,-2.748,-0.1277,2.5,3L,0,,5
97,Oregon State,4,2,0.667,-5.264,-6.52,0.0024,-2.0,3W,0,,6
98,Louisiana Tech,2,3,0.4,-5.334,-4.86,-0.2043,-12.2,3L,0,,5
99,Liberty,2,2,0.5,-5.512,-13.016,-0.3475,-53.3,2L,0,,4
100,Boston College,1,4,0.2,-6.026,2.555,-0.2071,-16.0,1L,0,,5
101,Massachusetts,2,3,0.4,-6.172,-3.736,-0.1716,-15.0,1L,0,,5
102,Toledo,3,3,0.5,-6.18,-6.019,-0.1147,-15.0,3L,0,,6
103,California,3,2,0.6,-6.286,-5.964,-0.0667,41.3,1L,0,,5
104,Michigan State,2,2,0.5,-6.399,-5.29,-0.117,-5.0,1W,0,,4
105,UTSA,2,3,0.4,-6.716,-0.424,-0.0638,63.5,3L,0,,5
106,Rapid City,1,4,0.2,-6.771,4.665,-0.173,20.7,1W,0,,5
107,Georgia,2,3,0.4,-7.842,8.124,0.0922,24.8,3L,0,,5
108,Missouri,2,3,0.4,-8.227,-5.446,-0.2383,40.8,1L,0,,5
109,Tulsa,1,4,0.2,-8.235,-4.662,-0.4298,-15.0,1L,0,,5
110,James Madison,1,3,0.25,-8.322,1.363,-0.2163,-14.0,1L,0,,4
111,Hawai'i,2,3,0.4,-8.522,-6.436,-0.2482,-4.8,2L,0,,5
112,Temple,1,4,0.2,-9.071,-3.934,-0.3887,-20.0,3L,0,,5
113,Minnesota,2,2,0.5,-9.516,-3.524,-0.0461,21.1,2L,0,,4
114,Charlotte,1,4,0.2,-9.547,-6.486,-0.4823,-24.0,4L,0,,5
115,Ohio State,2,3,0.4,-9.594,2.221,-0.0496,-7.0,2L,0,,5
116,South Alabama,2,3,0.4,-9.633,-8.258,-0.2908,-18.0,3L,0,,5
117,UTEP,3,2,0.6,-9.665,-3.521,-0.0142,28.6,3W,0,,5
118,Coastal Carolina,1,4,0.2,-9.826,-0.244,-0.261,-20.0,2L,0,,5
119,Vanderbilt,1,3,0.25,-9.986,-2.964,-0.2819,34.8,2L,0,,4
120,Utah State,1,3,0.25,-10.228,-1.448,-0.2216,-18.0,3L,0,,4
121,Louisiana,2,2,0.5,-10.419,-7.831,-0.2039,23.0,1W,0,,4
122,UNLV,1,4,0.2,-11.001,1.806,-0.2383,-7.0,2L,0,,5
123,Illinois,1,3,0.25,-11.017,-2.525,-0.3387,-14.0,3L,0,,4
124,Mississippi State,1,3,0.25,-11.439,4.63,-0.0851,-10.0,2L,0,,4
125,Kent State,1,3,0.25,-11.476,1.556,-0.211,-14.0,1W,0,,4
126,Kennesaw State,2,2,0.5,-11.528,-8.549,-0.2323,15.8,2W,0,,4
127,USC,1,4,0.2,-11.64,7.728,-0.1206,-13.0,2L,0,,5
128,Sam Houston,3,3,0.5,-12.163,-6.319,-0.1418,7.4,1L,0,,6
129,Jacksonville State,2,2,0.5,-13.297,-4.587,-0.0816,13.0,2L,0,,4
130,Hammond,1,4,0.2,-13.895,-5.581,-0.4142,-16.0,4L,0,,5
131,Iowa State,2,3,0.4,-14.235,-2.262,-0.1206,21.4,2L,0,,5
132,Texas State,1,3,0.25,-14.781,-4.053,-0.3209,-14.0,2L,0,,4
133,Georgia State,2,2,0.5,-14.801,-14.093,-0.4149,29.6,2L,0,,4
134,Death Valley,1,3,0.25,-15.107,2.294,-0.2039,-11.0,1W,0,,4
135,Utah,1,4,0.2,-15.318,-4.029,-0.3745,-16.0,3L,0,,5
136,Ball State,1,4,0.2,-16.767,-4.926,-0.4128,23.5,2L,0,,5
