Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
30,East Carolina,8,0,1.0,7.276,-5.535,0.346,15.0,8W,0,,8
31,Oregon,5,3,0.625,7.027,1.216,0.1673,-2.0,1L,2,#20,8
32,Ole Miss,6,2,0.75,6.599,4.86,0.3935,47.4,3W,1,#17,8
33,Auburn,4,5,0.444,6.195,1.33,-0.0188,-51.9,2L,0,,9
34,Memphis,7,2,0.778,6.182,-4.252,0.1455,-20.7,2W,0,,9
35,Georgia Tech,4,4,0.5,5.946,6.803,0.1364,-7.0,2W,0,,8
36,UConn,5,3,0.625,5.761,-4.567,-0.0079,-45.2,2W,0,,8
37,Appalachian State,6,2,0.75,5.583,-8.672,-0.0387,-54.3,6W,0,,8
38,Clemson,5,3,0.625,5.521,2.203,0.2245,20.6,1L,0,,8
39,Kansas State,6,3,0.667,5.511,-2.261,0.0994,-29.2,1L,0,,9
40,West Virginia,5,3,0.625,5.506,-4.076,0.0634,-31.5,1L,0,,8
41,Nebraska,6,3,0.667,5.498,3.269,0.2293,1.2,1L,1,#12,9
42,Syracuse,5,4,0.556,4.404,0.415,0.1002,-6.0,3L,0,,9
43,Western Michigan,6,2,0.75,4.296,-4.745,0.1294,-26.2,1W,0,,8
44,Maryland,6,3,0.667,4.269,-0.744,0.1635,-5.4,2W,0,,9
45,Alabama,4,4,0.5,4.15,1.461,0.0924,-3.0,2L,2,#25,8
46,Colorado,4,4,0.5,3.831,-1.175,-0.0141,-38.9,1W,0,,8
47,Duke,5,4,0.556,3.781,1.169,0.1354,-8.0,1W,0,,9
48,Panama City,5,4,0.556,3.695,4.107,0.1745,-3.0,1L,0,,9
49,Iowa,6,4,0.6,3.553,0.668,0.1148,-3.6,2W,0,,10
50,North Carolina,5,4,0.556,3.529,2.886,0.1886,13.2,1L,0,,9
51,Central Michigan,5,4,0.556,3.289,-5.815,-0.1166,-82.4,3L,0,,9
52,SMU,4,4,0.5,3.171,1.505,0.0106,-35.6,1W,0,,8
53,Wyoming,4,5,0.444,2.529,-1.113,-0.1182,-57.7,1L,0,,9
54,Georgia,5,3,0.625,2.405,4.473,0.2069,68.1,3W,1,#20,8
55,Middle Tennessee,7,1,0.875,2.185,-4.969,0.2174,10.0,5W,0,,8
56,Louisiana Tech,5,3,0.625,2.064,-4.96,-0.0123,-33.2,3W,0,,8
57,Air Force,5,3,0.625,1.862,-5.614,-0.0282,-67.4,2L,0,,8
58,Rutgers,6,2,0.75,1.322,-5.194,0.1224,-15.5,1L,0,,8
59,Navy,4,5,0.444,1.254,-0.774,-0.079,-15.0,1L,0,,9
60,Oklahoma,4,4,0.5,0.824,4.81,0.1004,41.0,2L,2,#16,8
61,Southern Mississippi,5,3,0.625,0.683,-2.473,0.0273,-23.4,1L,0,,8
62,Miami University,3,4,0.429,0.348,0.715,-0.008,0.1,1W,0,,7
63,Penn State,4,5,0.444,0.215,5.592,0.1064,21.5,2L,0,,9
64,Florida International,3,5,0.375,0.195,-4.698,-0.243,-80.2,1W,0,,8
65,Fresno State,4,4,0.5,-0.13,-3.348,-0.0854,-34.1,1W,0,,8
66,Oregon State,5,3,0.625,-0.169,-1.675,0.118,-0.4,1L,0,,8
67,Gate City,4,5,0.444,-0.451,-1.518,-0.0829,-13.0,1W,1,#16,9
68,James Madison,4,4,0.5,-0.486,-3.81,-0.1188,-34.4,2W,0,,8
69,LSU,4,4,0.5,-0.532,4.599,0.1215,67.7,1W,1,#14,8
70,Arizona,4,4,0.5,-0.722,0.468,0.0299,-27.6,3L,0,,8
71,Tulsa,4,5,0.444,-0.933,-4.705,-0.1909,-27.9,1W,0,,9
72,Hawai'i,5,4,0.556,-1.056,-4.728,-0.0532,11.9,1W,0,,9
73,Boise State,4,5,0.444,-1.129,0.46,-0.0454,-8.3,1L,0,,9
74,Tulane,5,4,0.556,-1.223,-1.728,0.025,3.1,2L,0,,9
75,Cincinnati,4,4,0.5,-1.256,-3.35,-0.0519,40.3,1L,1,#9,8
76,Georgia Southern,4,4,0.5,-1.741,-2.57,-0.0748,-34.3,2W,0,,8
77,New Mexico State,4,4,0.5,-1.843,-4.523,-0.1206,-58.7,1L,0,,8
78,North Texas,4,5,0.444,-1.852,-1.431,-0.0892,-41.9,1L,0,,9
79,Kentucky,4,4,0.5,-2.146,0.87,0.0079,33.1,1W,1,#17,8
80,UTEP,5,3,0.625,-2.419,-4.176,-0.015,-2.0,1W,0,,8
81,Utah,5,4,0.556,-2.725,-3.843,-0.0438,11.4,4W,0,,9
82,Kent State,5,3,0.625,-2.79,0.332,0.1523,24.5,5W,0,,8
83,Toledo,4,5,0.444,-2.813,-2.243,-0.0915,-8.9,2W,0,,9
84,Purdue,4,4,0.5,-3.202,1.008,0.0458,15.3,1L,0,,8
85,Missouri State,5,3,0.625,-3.337,-4.012,0.0132,19.2,2L,0,,8
86,Arizona State,3,5,0.375,-3.52,0.372,-0.1408,-16.0,4L,0,,8
87,UL Monroe,4,5,0.444,-3.569,-3.532,-0.1557,-38.6,2L,0,,9
88,Ohio State,4,4,0.5,-3.646,0.371,0.0141,53.0,1W,1,#22,8
89,Washington State,4,4,0.5,-3.954,-1.496,-0.0264,7.2,3L,0,,8
90,Alabaster,4,4,0.5,-3.987,0.437,0.0405,50.8,2L,0,,8
91,Army,4,3,0.571,-4.045,-4.928,-0.0895,-9.0,2W,0,,7
92,Akron,3,6,0.333,-4.114,-5.955,-0.3505,-52.2,1L,0,,9
93,Kansas,3,6,0.333,-4.27,1.733,-0.1017,-22.0,3L,0,,9
94,Mississippi State,4,4,0.5,-4.329,2.004,0.0977,61.1,2W,0,,8
95,Ball State,4,4,0.5,-4.625,-5.839,-0.184,-23.7,3W,0,,8
96,Liberty,3,5,0.375,-4.8,-4.938,-0.2465,11.0,2L,0,,8
97,Eastern Michigan,4,4,0.5,-4.818,-3.974,-0.1074,-15.0,2L,0,,8
98,UCF,4,5,0.444,-5.086,0.768,-0.0094,39.9,1L,0,,9
99,Jacksonville State,5,3,0.625,-5.102,-4.542,0.0229,15.1,3W,0,,8
100,Indiana,3,6,0.333,-5.236,3.135,-0.0822,12.2,4L,0,,9
101,South Alabama,4,5,0.444,-5.441,-6.386,-0.2261,-43.0,1W,0,,9
102,Wake Forest,3,5,0.375,-5.561,-2.711,-0.1813,-12.0,4L,0,,8
103,Boston College,3,6,0.333,-5.653,2.078,-0.0728,-18.0,1W,0,,9
104,Western Kentucky,4,5,0.444,-5.842,-5.855,-0.2418,28.5,1L,0,,9
105,Louisville,3,5,0.375,-5.842,-0.023,-0.1127,-12.0,1W,0,,8
106,Rice,3,5,0.375,-5.939,-0.466,-0.118,-3.1,1L,0,,8
107,Stanford,2,6,0.25,-6.236,2.19,-0.1585,12.2,4L,0,,8
108,Colorado State,4,4,0.5,-6.491,0.18,0.0528,39.3,3L,0,,8
109,Delaware,4,4,0.5,-6.583,-4.254,-0.0995,49.7,1L,0,,8
110,Louisiana,4,4,0.5,-6.63,-6.349,-0.206,13.9,1W,0,,8
111,USC,2,6,0.25,-6.752,10.158,-0.0246,-14.0,1W,0,,8
112,Georgia State,4,4,0.5,-6.763,-8.864,-0.3028,10.8,1W,0,,8
113,Charlotte,2,6,0.25,-6.767,-2.621,-0.2914,-39.4,2L,0,,8
114,Hammond,3,6,0.333,-7.076,0.344,-0.1596,25.2,1W,0,,9
115,Sam Houston,4,5,0.444,-7.129,-0.874,-0.0454,31.6,1W,0,,9
116,Rapid City,2,7,0.222,-7.223,4.716,-0.1041,53.0,3L,0,,9
117,Michigan State,2,6,0.25,-7.228,3.455,-0.1109,5.1,4L,0,,8
118,California,3,6,0.333,-8.024,0.447,-0.1338,84.7,5L,0,,9
119,Death Valley,2,6,0.25,-8.096,4.469,-0.1162,6.3,1W,0,,8
120,Old Dominion,4,4,0.5,-8.477,-4.793,-0.1268,23.9,1W,0,,8
121,Arkansas State,3,6,0.333,-8.739,-5.872,-0.3482,-30.0,1L,0,,9
122,Iowa State,4,5,0.444,-8.849,-2.313,-0.0986,62.8,2L,0,,9
123,Coastal Carolina,2,7,0.222,-9.204,0.531,-0.2324,-17.5,2L,0,,9
124,Minnesota,3,5,0.375,-9.363,-2.064,-0.1549,17.5,3L,0,,8
125,UTSA,2,6,0.25,-9.685,1.542,-0.1435,56.0,6L,0,,8
126,Texas State,1,7,0.125,-10.001,-0.589,-0.3768,-38.0,6L,0,,8
127,Northwestern,3,5,0.375,-10.509,-6.356,-0.2931,-45.7,4L,0,,8
128,Kennesaw State,2,6,0.25,-11.166,-2.419,-0.316,4.4,4L,0,,8
129,Massachusetts,3,6,0.333,-11.907,-3.985,-0.2856,17.0,2L,0,,9
130,UNLV,1,7,0.125,-11.919,1.823,-0.3239,0.0,5L,0,,8
131,South Carolina,2,6,0.25,-12.386,0.14,-0.2227,-25.0,3L,0,,8
132,Illinois,2,6,0.25,-12.663,3.837,-0.1532,-4.1,2L,0,,8
133,Missouri,2,7,0.222,-12.806,-0.228,-0.2825,29.7,5L,0,,9
134,Temple,1,7,0.125,-13.33,-0.998,-0.3812,-38.0,6L,0,,8
135,Vanderbilt,1,7,0.125,-13.876,2.41,-0.2967,8.7,6L,0,,8
136,Utah State,1,7,0.125,-15.728,-1.043,-0.3539,-42.0,7L,0,,8
137,Miami (OH),0,1,0.0,-25.828,5.506,-0.2746,-6.0,1L,0,,1
