Rank,Team,W,L,WinPct,FPI,SOS,SOR,Chaos,Streak,QualityWins,BestWin,GamesPlayed
1,Bowling Green,8,0,1.0,30.034,5.73,0.728,8.0,8W,4,#15,8
2,Texas Tech,8,0,1.0,24.637,-0.314,0.4982,8.0,8W,0,,8
3,Florida State,8,0,1.0,23.88,0.671,0.5519,8.0,8W,2,#18,8
4,USF,8,0,1.0,23.483,1.629,0.5599,10.0,8W,2,#11,8
5,Notre Dame,9,0,1.0,22.439,-5.294,0.3459,8.0,9W,0,,9
6,San Jose State,9,0,1.0,22.21,1.137,0.543,11.0,9W,3,#10,9
7,Virginia Tech,7,1,0.875,14.928,-1.732,0.3521,-19.9,3W,0,,8
8,Virginia,7,1,0.875,14.871,-7.095,0.1417,-28.9,3W,0,,8
9,Florida,7,1,0.875,14.47,0.603,0.3583,7.0,1W,1,#16,8
10,NC State,7,2,0.778,13.851,-2.247,0.2027,-9.8,1W,1,#17,9
11,Miami,7,1,0.875,13.85,-0.388,0.3301,8.0,1W,1,#24,8
12,Texas,7,1,0.875,13.53,-2.279,0.3415,-9.2,2W,1,#24,8
13,Arkansas,6,2,0.75,13.162,-3.264,0.1655,-29.9,3W,0,,8
14,Pittsburgh,7,2,0.778,13.122,-4.15,0.1596,-43.6,2W,0,,9
15,Marshall,8,0,1.0,12.874,-7.34,0.2958,8.0,8W,0,,8
16,Houston,7,1,0.875,12.769,-6.8,0.1769,-21.6,6W,0,,8
17,Texas A&M,6,2,0.75,12.495,4.651,0.3688,5.0,2L,1,#19,8
18,Washington,7,2,0.778,10.718,-0.736,0.2207,4.0,5W,0,,9
19,Oklahoma State,8,1,0.889,10.711,-0.749,0.421,-11.6,3W,0,,9
20,Baylor,6,2,0.75,10.517,2.446,0.3134,5.0,1L,1,#13,8
21,Troy,7,1,0.875,10.359,-4.121,0.2421,2.0,2W,0,,8
22,Michigan,6,2,0.75,10.089,-3.909,0.1426,-33.3,1W,0,,8
23,UCLA,7,1,0.875,9.303,-4.983,0.2262,-22.6,7W,0,,8
24,Tennessee,5,3,0.625,8.404,-2.28,0.0801,-51.2,1L,1,#14,8
25,San Diego State,6,2,0.75,8.215,-7.658,0.0167,-58.9,1W,0,,8
26,Wisconsin,7,2,0.778,7.539,0.019,0.2574,17.3,1W,1,#24,9
27,Ohio,7,1,0.875,7.535,-6.519,0.1875,-20.3,3W,0,,8
28,TCU,6,2,0.75,7.409,-0.77,0.1963,-26.7,3W,1,#20,8
29,BYU,6,2,0.75,7.399,-1.29,0.2526,22.9,3W,3,#9,8
